cv volume value,ecmop1,ppcw,ppadia,ppaavg,pcv,ppasys,paodia,ecmop2,ecmop3,paoavg,cor,col
1223.4234,-20.0829,12.7256,12.6269,15.1277,5.1058,28.0746,91.5996,176.2599,155.0642,107.8358,4.3901,4.3901
1228.2282,-20.0589,12.8181,12.7201,15.2239,5.124,28.1924,91.682,176.344,155.1543,107.9429,4.3967,4.3967
1233.033,-20.0348,12.9107,12.8134,15.32,5.1422,28.3101,91.7643,176.4281,155.2444,108.05,4.4033,4.4033
1237.8378,-20.0108,13.0032,12.9066,15.4162,5.1604,28.4279,91.8466,176.5122,155.3345,108.1571,4.4099,4.4099
1242.6426,-19.9868,13.0958,12.9999,15.5123,5.1787,28.5456,91.929,176.5962,155.4245,108.2642,4.4165,4.4165
1247.4474,-19.9628,13.1883,13.0931,15.6085,5.1969,28.6633,92.0113,176.6803,155.5146,108.3713,4.4231,4.4231
1252.2523,-19.9387,13.2809,13.1864,15.7046,5.2151,28.7811,92.0937,176.7644,155.6047,108.4784,4.4297,4.4297
1257.0571,-19.9147,13.3734,13.2796,15.8008,5.2333,28.8988,92.176,176.8485,155.6948,108.5855,4.4363,4.4363
1261.8619,-19.8907,13.466,13.3729,15.897,5.2516,29.0166,92.2583,176.9326,155.7849,108.6926,4.4429,4.4429
1266.6667,-19.8667,13.5585,13.4661,15.9931,5.2698,29.1343,92.3407,177.0167,155.875,108.7997,4.4495,4.4495
1271.4715,-19.8426,13.651,13.5594,16.0893,5.288,29.252,92.423,177.1008,155.9651,108.9068,4.4561,4.4561
1276.2763,-19.8186,13.7436,13.6526,16.1854,5.3062,29.3698,92.5054,177.1848,156.0552,109.0139,4.4627,4.4627
1281.0811,-19.7946,13.8361,13.7459,16.2816,5.3245,29.4875,92.5877,177.2689,156.1453,109.121,4.4693,4.4693
1285.8859,-19.7706,13.9287,13.8392,16.3777,5.3427,29.6053,92.67,177.353,156.2354,109.2281,4.4759,4.4759
1290.6907,-19.7465,14.0212,13.9324,16.4739,5.3609,29.723,92.7524,177.4371,156.3255,109.3353,4.4825,4.4825
1295.4955,-19.7225,14.1138,14.0257,16.57,5.3791,29.8407,92.8347,177.5212,156.4155,109.4424,4.4891,4.4891
1300.3003,-19.6985,14.2063,14.1189,16.6661,5.3974,29.9582,92.9166,177.6048,156.505,109.5487,4.4956,4.4956
1305.1051,-19.6745,14.2984,14.2118,16.7613,5.4169,30.0717,92.9915,177.6808,156.5851,109.6435,4.5012,4.5012
1309.9099,-19.6505,14.3906,14.3047,16.8566,5.4364,30.1852,93.0664,177.7569,156.6652,109.7384,4.5068,4.5068
1314.7147,-19.6264,14.4827,14.3976,16.9518,5.4559,30.2986,93.1414,177.833,156.7452,109.8332,4.5124,4.5124
1319.5195,-19.6024,14.5749,14.4906,17.047,5.4754,30.4121,93.2163,177.9091,156.8253,109.9281,4.518,4.518
1324.3243,-19.5784,14.667,14.5835,17.1422,5.4948,30.5256,93.2912,177.9851,156.9054,110.0229,4.5236,4.5236
1329.1291,-19.5544,14.7592,14.6764,17.2374,5.5143,30.6391,93.3661,178.0612,156.9855,110.1177,4.5292,4.5292
1333.9339,-19.5303,14.8514,14.7693,17.3326,5.5338,30.7526,93.4411,178.1373,157.0656,110.2126,4.5347,4.5347
1338.7387,-19.5063,14.9435,14.8622,17.4278,5.5533,30.866,93.516,178.2134,157.1456,110.3074,4.5403,4.5403
1343.5435,-19.4823,15.0357,14.9551,17.523,5.5728,30.9795,93.5909,178.2894,157.2257,110.4023,4.5459,4.5459
1348.3483,-19.4583,15.1278,15.0481,17.6182,5.5923,31.093,93.6658,178.3655,157.3058,110.4971,4.5515,4.5515
1353.1532,-19.4342,15.22,15.141,17.7135,5.6117,31.2065,93.7407,178.4416,157.3859,110.5919,4.5571,4.5571
1357.958,-19.4102,15.3121,15.2339,17.8087,5.6312,31.32,93.8157,178.5177,157.466,110.6868,4.5627,4.5627
1362.7628,-19.3862,15.4043,15.3268,17.9039,5.6507,31.4334,93.8906,178.5937,157.546,110.7816,4.5683,4.5683
1367.5676,-19.3622,15.4964,15.4197,17.9991,5.6702,31.5469,93.9655,178.6698,157.6261,110.8765,4.5739,4.5739
1372.3724,-19.3381,15.5886,15.5126,18.0943,5.6897,31.6604,94.0404,178.7459,157.7062,110.9713,4.5795,4.5795
1377.1772,-19.3141,15.6807,15.6056,18.1895,5.7092,31.7739,94.1154,178.822,157.7863,111.0661,4.5851,4.5851
1381.982,-19.2901,15.7729,15.6985,18.2847,5.7286,31.8874,94.1903,178.898,157.8664,111.161,4.5906,4.5906
1386.7868,-19.2661,15.865,15.7914,18.3799,5.7481,32.0008,94.2652,178.9741,157.9464,111.2558,4.5962,4.5962
1391.5916,-19.242,15.9572,15.8843,18.4751,5.7676,32.1143,94.3401,179.0502,158.0265,111.3507,4.6018,4.6018
1396.3964,-19.218,16.0493,15.9772,18.5704,5.7871,32.2278,94.415,179.1263,158.1066,111.4455,4.6074,4.6074
1401.2012,-19.194,16.1415,16.0702,18.6656,5.8066,32.3413,94.49,179.2024,158.1867,111.5403,4.613,4.613
1406.006,-19.17,16.2336,16.1631,18.7608,5.8261,32.4548,94.5649,179.2784,158.2668,111.6352,4.6186,4.6186
1410.8108,-19.1459,16.3258,16.256,18.856,5.8455,32.5682,94.6398,179.3545,158.3468,111.73,4.6242,4.6242
1415.6156,-19.1219,16.4179,16.3489,18.9512,5.865,32.6817,94.7147,179.4306,158.4269,111.8249,4.6298,4.6298
1420.4204,-19.0979,16.51,16.4417,19.0462,5.8846,32.7948,94.7891,179.5063,158.5063,111.9189,4.6353,4.6353
1425.2252,-19.0739,16.6007,16.5332,19.1396,5.9056,32.9036,94.8582,179.5784,158.5784,112.0041,4.6401,4.6401
1430.03,-19.0498,16.6914,16.6247,19.2329,5.9266,33.0124,94.9273,179.6505,158.6505,112.0894,4.6448,4.6448
1434.8348,-19.0258,16.7821,16.7162,19.3262,5.9476,33.1212,94.9963,179.7225,158.7225,112.1746,4.6496,4.6496
1439.6396,-19.0018,16.8728,16.8077,19.4195,5.9686,33.23,95.0654,179.7946,158.7946,112.2599,4.6543,4.6543
1444.4444,-18.9778,16.9635,16.8991,19.5128,5.9895,33.3387,95.1344,179.8667,158.8667,112.3451,4.6591,4.6591
1449.2492,-18.9538,17.0542,16.9906,19.6062,6.0105,33.4475,95.2035,179.9387,158.9387,112.4304,4.6639,4.6639
1454.0541,-18.9297,17.145,17.0821,19.6995,6.0315,33.5563,95.2726,180.0108,159.0108,112.5156,4.6686,4.6686
1458.8589,-18.9057,17.2357,17.1736,19.7928,6.0525,33.6651,95.3416,180.0829,159.0829,112.6009,4.6734,4.6734
1463.6637,-18.8817,17.3264,17.2651,19.8861,6.0735,33.7739,95.4107,180.155,159.155,112.6862,4.6781,4.6781
1468.4685,-18.8577,17.4171,17.3566,19.9794,6.0945,33.8827,95.4797,180.227,159.227,112.7714,4.6829,4.6829
1473.2733,-18.8336,17.5078,17.4481,20.0727,6.1154,33.9915,95.5488,180.2991,159.2991,112.8567,4.6877,4.6877
1478.0781,-18.8096,17.5985,17.5396,20.1661,6.1364,34.1003,95.6179,180.3712,159.3712,112.9419,4.6924,4.6924
1482.8829,-18.7856,17.6892,17.6311,20.2594,6.1574,34.2091,95.6869,180.4432,159.4432,113.0272,4.6972,4.6972
1487.6877,-18.7616,17.7799,17.7226,20.3527,6.1784,34.3179,95.756,180.5153,159.5153,113.1124,4.702,4.702
1492.4925,-18.7375,17.8707,17.814,20.446,6.1994,34.4267,95.825,180.5874,159.5874,113.1977,4.7067,4.7067
1497.2973,-18.7135,17.9614,17.9055,20.5393,6.2203,34.5355,95.8941,180.6595,159.6595,113.283,4.7115,4.7115
1502.1021,-18.6895,18.0512,17.9961,20.6316,6.242,34.6423,95.9605,180.7273,159.7294,113.3652,4.716,4.716
1506.9069,-18.6655,18.1398,18.0855,20.7225,6.2645,34.7466,96.0234,180.7898,159.7967,113.4435,4.7201,4.7201
1511.7117,-18.6414,18.2284,18.1749,20.8134,6.287,34.8508,96.0863,180.8523,159.864,113.5217,4.7243,4.7243
1516.5165,-18.6174,18.3171,18.2643,20.9043,6.3096,34.9551,96.1492,180.9147,159.9312,113.6,4.7284,4.7284
1521.3213,-18.5934,18.4057,18.3537,20.9952,6.3321,35.0594,96.2121,180.9772,159.9985,113.6783,4.7326,4.7326
1526.1261,-18.5694,18.4943,18.4431,21.0861,6.3546,35.1637,96.2751,181.0396,160.0658,113.7566,4.7367,4.7367
1530.9309,-18.5453,18.583,18.5324,21.177,6.3771,35.2679,96.338,181.1021,160.133,113.8349,4.7409,4.7409
1535.7357,-18.5213,18.6716,18.6218,21.2679,6.3997,35.3722,96.4009,181.1646,160.2003,113.9132,4.745,4.745
1540.5405,-18.4973,18.7602,18.7112,21.3588,6.4222,35.4765,96.4638,181.227,160.2676,113.9915,4.7492,4.7492
1545.3453,-18.4733,18.8488,18.8006,21.4497,6.4447,35.5808,96.5267,181.2895,160.3348,114.0698,4.7533,4.7533
1550.1502,-18.4492,18.9375,18.89,21.5406,6.4672,35.6851,96.5896,181.352,160.4021,114.1481,4.7575,4.7575
1554.955,-18.4252,19.0261,18.9794,21.6315,6.4897,35.7893,96.6526,181.4144,160.4694,114.2264,4.7616,4.7616
1559.7598,-18.4012,19.1147,19.0688,21.7224,6.5123,35.8936,96.7155,181.4769,160.5366,114.3047,4.7658,4.7658
1564.5646,-18.3772,19.2034,19.1582,21.8133,6.5348,35.9979,96.7784,181.5393,160.6039,114.383,4.7699,4.7699
1569.3694,-18.3532,19.292,19.2476,21.9042,6.5573,36.1022,96.8413,181.6018,160.6712,114.4613,4.7741,4.7741
1574.1742,-18.3291,19.3806,19.3369,21.9951,6.5798,36.2065,96.9042,181.6643,160.7384,114.5396,4.7782,4.7782
1578.979,-18.3051,19.4693,19.4263,22.086,6.6024,36.3107,96.9672,181.7267,160.8057,114.6178,4.7824,4.7824
1583.7838,-18.2811,19.5579,19.5157,22.1769,6.6249,36.415,97.0301,181.7892,160.873,114.6961,4.7865,4.7865
1588.5886,-18.2571,19.6465,19.6051,22.2678,6.6474,36.5193,97.093,181.8517,160.9402,114.7744,4.7907,4.7907
1593.3934,-18.233,19.7351,19.6945,22.3587,6.6699,36.6236,97.1559,181.9141,161.0075,114.8527,4.7948,4.7948
1598.1982,-18.209,19.8238,19.7839,22.4496,6.6924,36.7279,97.2188,181.9766,161.0748,114.931,4.799,4.799
1603.003,-18.182,19.9106,19.8714,22.5385,6.7161,36.8288,97.2801,182.039,161.139,115.0055,4.8028,4.8028
1607.8078,-18.1532,19.9963,19.9579,22.6261,6.7405,36.9278,97.3405,182.1015,161.2015,115.0778,4.8063,4.8063
1612.6126,-18.1243,20.082,20.0443,22.7138,6.7649,37.0268,97.4008,182.164,161.264,115.15,4.8099,4.8099
1617.4174,-18.0955,20.1677,20.1307,22.8015,6.7892,37.1258,97.4611,182.2264,161.3264,115.2223,4.8135,4.8135
1622.2222,-18.0667,20.2534,20.2172,22.8891,6.8136,37.2248,97.5215,182.2889,161.3889,115.2946,4.817,4.817
1627.027,-18.0378,20.3391,20.3036,22.9768,6.838,37.3238,97.5818,182.3514,161.4514,115.3668,4.8206,4.8206
1631.8318,-18.009,20.4248,20.39,23.0644,6.8624,37.4228,97.6422,182.4138,161.5138,115.4391,4.8242,4.8242
1636.6366,-17.9802,20.5105,20.4764,23.1521,6.8868,37.5218,97.7025,182.4763,161.5763,115.5113,4.8277,4.8277
1641.4414,-17.9514,20.5962,20.5629,23.2397,6.9111,37.6208,97.7629,182.5387,161.6387,115.5836,4.8313,4.8313
1646.2462,-17.9225,20.6819,20.6493,23.3274,6.9355,37.7198,97.8232,182.6012,161.7012,115.6558,4.8348,4.8348
1651.0511,-17.8937,20.7676,20.7357,23.4151,6.9599,37.8187,97.8835,182.6637,161.7637,115.7281,4.8384,4.8384
1655.8559,-17.8649,20.8534,20.8222,23.5027,6.9843,37.9177,97.9439,182.7261,161.8261,115.8004,4.842,4.842
1660.6607,-17.836,20.9391,20.9086,23.5904,7.0086,38.0167,98.0042,182.7886,161.8886,115.8726,4.8455,4.8455
1665.4655,-17.8072,21.0248,20.995,23.678,7.033,38.1157,98.0646,182.8511,161.9511,115.9449,4.8491,4.8491
1670.2703,-17.7784,21.1105,21.0815,23.7657,7.0574,38.2147,98.1249,182.9135,162.0135,116.0171,4.8527,4.8527
1675.0751,-17.7495,21.1962,21.1679,23.8533,7.0818,38.3137,98.1852,182.976,162.076,116.0894,4.8562,4.8562
1679.8799,-17.7207,21.2819,21.2543,23.941,7.1061,38.4127,98.2456,183.0384,162.1384,116.1616,4.8598,4.8598
1684.6847,-17.6919,21.3676,21.3407,24.0287,7.1305,38.5117,98.3059,183.1009,162.2009,116.2339,4.8634,4.8634
1689.4895,-17.6631,21.4533,21.4272,24.1163,7.1549,38.6107,98.3663,183.1634,162.2634,116.3062,4.8669,4.8669
1694.2943,-17.6342,21.539,21.5136,24.204,7.1793,38.7097,98.4266,183.2258,162.3258,116.3784,4.8705,4.8705
1699.0991,-17.6054,21.6247,21.6,24.2916,7.2036,38.8087,98.4869,183.2883,162.3883,116.4507,4.8741,4.8741
1703.9039,-17.5805,21.7077,21.6837,24.3763,7.2296,38.9032,98.544,183.3468,162.4468,116.5192,4.8772,4.8772
1708.7087,-17.5565,21.79,21.7666,24.4603,7.2559,38.9968,98.6003,183.4045,162.5045,116.5868,4.8803,4.8803
1713.5135,-17.5324,21.8723,21.8496,24.5443,7.2823,39.0903,98.6566,183.4622,162.5622,116.6544,4.8833,4.8833
1718.3183,-17.5084,21.9546,21.9326,24.6282,7.3086,39.1839,98.7128,183.5198,162.6198,116.722,4.8864,4.8864
1723.1231,-17.4844,22.0369,22.0156,24.7122,7.335,39.2774,98.7691,183.5775,162.6775,116.7896,4.8895,4.8895
1727.9279,-17.4604,22.1192,22.0986,24.7962,7.3613,39.3709,98.8254,183.6351,162.7351,116.8572,4.8925,4.8925
1732.7327,-17.4363,22.2015,22.1815,24.8802,7.3876,39.4645,98.8817,183.6928,162.7928,116.9249,4.8956,4.8956
1737.5375,-17.4123,22.2838,22.2645,24.9641,7.414,39.558,98.938,183.7505,162.8505,116.9925,4.8987,4.8987
1742.3423,-17.3883,22.3661,22.3475,25.0481,7.4403,39.6516,98.9943,183.8081,162.9081,117.0601,4.9017,4.9017
1747.1471,-17.3643,22.4484,22.4305,25.1321,7.4666,39.7451,99.0506,183.8658,162.9658,117.1277,4.9048,4.9048
1751.952,-17.3402,22.5307,22.5135,25.2161,7.493,39.8387,99.1069,183.9234,163.0234,117.1953,4.9078,4.9078
1756.7568,-17.3162,22.613,22.5964,25.3001,7.5193,39.9322,99.1631,183.9811,163.0811,117.263,4.9109,4.9109
1761.5616,-17.2922,22.6953,22.6794,25.384,7.5456,40.0258,99.2194,184.0387,163.1387,117.3306,4.914,4.914
1766.3664,-17.2682,22.7776,22.7624,25.468,7.572,40.1193,99.2757,184.0964,163.1964,117.3982,4.917,4.917
1771.1712,-17.2441,22.8599,22.8454,25.552,7.5983,40.2128,99.332,184.1541,163.2541,117.4658,4.9201,4.9201
1775.976,-17.2201,22.9422,22.9284,25.636,7.6247,40.3064,99.3883,184.2117,163.3117,117.5334,4.9231,4.9231
1780.7808,-17.1961,23.0245,23.0113,25.72,7.651,40.3999,99.4446,184.2694,163.3694,117.601,4.9262,4.9262
1785.5856,-17.1721,23.1068,23.0943,25.8039,7.6773,40.4935,99.5009,184.327,163.427,117.6687,4.9293,4.9293
1790.3904,-17.148,23.1891,23.1773,25.8879,7.7037,40.587,99.5572,184.3847,163.4847,117.7363,4.9323,4.9323
1795.1952,-17.124,23.2714,23.2603,25.9719,7.73,40.6806,99.6134,184.4423,163.5423,117.8039,4.9354,4.9354
1800.0,-17.1,23.3537,23.3433,26.0559,7.7563,40.7741,99.6697,184.5,163.6,117.8715,4.9385,4.9385
1804.8048,-17.0471,23.3636,23.3549,26.0722,7.8126,40.8165,99.6986,184.5336,163.6336,117.903,4.955,4.9379
1809.6096,-16.9943,23.3735,23.3666,26.0886,7.8688,40.8588,99.7275,184.5673,163.6673,117.9345,4.9715,4.9374
1814.4144,-16.9414,23.3834,23.3783,26.1049,7.9251,40.9012,99.7564,184.6009,163.7009,117.966,4.9881,4.9369
1819.2192,-16.8886,23.3933,23.39,26.1213,7.9813,40.9435,99.7853,184.6345,163.7345,117.9975,5.0046,4.9364
1824.024,-16.8357,23.4032,23.4017,26.1376,8.0375,40.9859,99.8142,184.6682,163.7682,118.029,5.0212,4.9359
1828.8288,-16.7829,23.4131,23.4134,26.154,8.0938,41.0282,99.8431,184.7018,163.8018,118.0605,5.0377,4.9354
1833.6336,-16.73,23.423,23.4251,26.1703,8.15,41.0706,99.8721,184.7354,163.8354,118.092,5.0542,4.9349
1838.4384,-16.6772,23.4329,23.4368,26.1867,8.2063,41.1129,99.901,184.7691,163.8691,118.1235,5.0708,4.9343
1843.2432,-16.6243,23.4428,23.4485,26.203,8.2625,41.1552,99.9299,184.8027,163.9027,118.155,5.0873,4.9338
1848.048,-16.5715,23.4527,23.4602,26.2194,8.3187,41.1976,99.9588,184.8363,163.9363,118.1865,5.1039,4.9333
1852.8529,-16.5186,23.4626,23.4719,26.2357,8.375,41.2399,99.9877,184.87,163.97,118.218,5.1204,4.9328
1857.6577,-16.4658,23.4725,23.4835,26.2521,8.4312,41.2823,100.0166,184.9036,164.0036,118.2495,5.1369,4.9323
1862.4625,-16.4129,23.4824,23.4952,26.2684,8.4875,41.3246,100.0455,184.9372,164.0372,118.281,5.1535,4.9318
1867.2673,-16.3601,23.4923,23.5069,26.2848,8.5437,41.367,100.0744,184.9709,164.0709,118.3125,5.17,4.9312
1872.0721,-16.3072,23.5022,23.5186,26.3011,8.5999,41.4093,100.1033,185.0045,164.1045,118.344,5.1866,4.9307
1876.8769,-16.2544,23.5121,23.5303,26.3175,8.6562,41.4517,100.1322,185.0381,164.1381,118.3755,5.2031,4.9302
1881.6817,-16.2015,23.522,23.542,26.3338,8.7124,41.494,100.1611,185.0718,164.1718,118.407,5.2196,4.9297
1886.4865,-16.1486,23.5319,23.5537,26.3502,8.7687,41.5364,100.19,185.1054,164.2054,118.4384,5.2362,4.9292
1891.2913,-16.0958,23.5418,23.5654,26.3665,8.8249,41.5787,100.2189,185.139,164.239,118.4699,5.2527,4.9287
1896.0961,-16.0429,23.5517,23.5771,26.3829,8.8811,41.6211,100.2478,185.1727,164.2727,118.5014,5.2693,4.9282
1900.9009,-15.9955,23.5801,23.6068,26.4162,8.93,41.675,100.2853,185.2126,164.3135,118.5426,5.2818,4.9284
1905.7057,-15.9715,23.6883,23.715,26.523,8.9466,41.779,100.3601,185.2799,164.3856,118.6258,5.2768,4.9322
1910.5105,-15.9474,23.7965,23.8232,26.6298,8.9632,41.883,100.4349,185.3471,164.4577,118.709,5.2718,4.936
1915.3153,-15.9234,23.9046,23.9314,26.7366,8.9799,41.9869,100.5097,185.4144,164.5297,118.7922,5.2669,4.9398
1920.1201,-15.8994,24.0128,24.0395,26.8434,8.9965,42.0909,100.5845,185.4817,164.6018,118.8753,5.2619,4.9435
1924.9249,-15.8754,24.121,24.1477,26.9502,9.0131,42.1949,100.6593,185.5489,164.6739,118.9585,5.2569,4.9473
1929.7297,-15.8514,24.2292,24.2559,27.057,9.0298,42.2989,100.7341,185.6162,164.7459,119.0417,5.2519,4.9511
1934.5345,-15.8273,24.3374,24.3641,27.1638,9.0464,42.4029,100.8089,185.6835,164.818,119.1249,5.247,4.9548
1939.3393,-15.8033,24.4456,24.4722,27.2706,9.063,42.5069,100.8837,185.7508,164.8901,119.208,5.242,4.9586
1944.1441,-15.7793,24.5538,24.5804,27.3774,9.0797,42.6109,100.9585,185.818,164.9622,119.2912,5.237,4.9624
1948.9489,-15.7553,24.662,24.6886,27.4842,9.0963,42.7148,101.0333,185.8853,165.0342,119.3744,5.232,4.9662
1953.7538,-15.7312,24.7702,24.7968,27.591,9.1129,42.8188,101.1081,185.9526,165.1063,119.4576,5.2271,4.9699
1958.5586,-15.7072,24.8783,24.9049,27.6977,9.1296,42.9228,101.1829,186.0198,165.1784,119.5407,5.2221,4.9737
1963.3634,-15.6832,24.9865,25.0131,27.8045,9.1462,43.0268,101.2577,186.0871,165.2505,119.6239,5.2171,4.9775
1968.1682,-15.6592,25.0947,25.1213,27.9113,9.1629,43.1308,101.3325,186.1544,165.3225,119.7071,5.2122,4.9812
1972.973,-15.6351,25.2029,25.2295,28.0181,9.1795,43.2348,101.4073,186.2216,165.3946,119.7903,5.2072,4.985
1977.7778,-15.6111,25.3111,25.3376,28.1249,9.1961,43.3388,101.4821,186.2889,165.4667,119.8734,5.2022,4.9888
1982.5826,-15.5871,25.4193,25.4458,28.2317,9.2128,43.4427,101.5569,186.3562,165.5387,119.9566,5.1972,4.9926
1987.3874,-15.5631,25.5275,25.554,28.3385,9.2294,43.5467,101.6317,186.4234,165.6108,120.0398,5.1923,4.9963
1992.1922,-15.539,25.6357,25.6622,28.4453,9.246,43.6507,101.7065,186.4907,165.6829,120.123,5.1873,5.0001
1996.997,-15.515,25.7439,25.7703,28.5521,9.2627,43.7547,101.7813,186.558,165.755,120.2061,5.1823,5.0039
2001.8018,-15.4928,25.8514,25.8778,28.6582,9.2799,43.858,101.8487,186.6216,165.8216,120.2836,5.1774,5.0076
2006.6066,-15.4736,25.9577,25.984,28.7632,9.2981,43.9601,101.9036,186.6793,165.8793,120.3514,5.1727,5.0111
2011.4114,-15.4544,26.064,26.0903,28.8682,9.3163,44.0623,101.9585,186.7369,165.9369,120.4193,5.168,5.0147
2016.2162,-15.4351,26.1703,26.1966,28.9732,9.3345,44.1644,102.0134,186.7946,165.9946,120.4871,5.1632,5.0183
2021.021,-15.4159,26.2766,26.3028,29.0782,9.3527,44.2666,102.0683,186.8523,166.0523,120.555,5.1585,5.0219
2025.8258,-15.3967,26.3829,26.4091,29.1831,9.3709,44.3687,102.1232,186.9099,166.1099,120.6228,5.1537,5.0254
2030.6306,-15.3775,26.4892,26.5153,29.2881,9.3891,44.4709,102.1781,186.9676,166.1676,120.6907,5.149,5.029
2035.4354,-15.3583,26.5955,26.6216,29.3931,9.4073,44.573,102.2331,187.0252,166.2252,120.7585,5.1443,5.0326
2040.2402,-15.339,26.7018,26.7278,29.4981,9.4255,44.6752,102.288,187.0829,166.2829,120.8264,5.1395,5.0362
2045.045,-15.3198,26.8081,26.8341,29.6031,9.4437,44.7773,102.3429,187.1405,166.3405,120.8943,5.1348,5.0397
2049.8498,-15.3006,26.9144,26.9404,29.7081,9.4619,44.8795,102.3978,187.1982,166.3982,120.9621,5.13,5.0433
2054.6547,-15.2814,27.0207,27.0466,29.813,9.4801,44.9816,102.4527,187.2559,166.4559,121.03,5.1253,5.0469
2059.4595,-15.2622,27.127,27.1529,29.918,9.4983,45.0838,102.5076,187.3135,166.5135,121.0978,5.1206,5.0504
2064.2643,-15.2429,27.2333,27.2591,30.023,9.5165,45.1859,102.5625,187.3712,166.5712,121.1657,5.1158,5.054
2069.0691,-15.2237,27.3396,27.3654,30.128,9.5347,45.2881,102.6175,187.4288,166.6288,121.2335,5.1111,5.0576
2073.8739,-15.2045,27.4459,27.4717,30.233,9.5529,45.3902,102.6724,187.4865,166.6865,121.3014,5.1063,5.0612
2078.6787,-15.1853,27.5522,27.5779,30.338,9.5711,45.4924,102.7273,187.5441,166.7441,121.3692,5.1016,5.0647
2083.4835,-15.1661,27.6585,27.6842,30.4429,9.5892,45.5945,102.7822,187.6018,166.8018,121.4371,5.0969,5.0683
2088.2883,-15.1468,27.7648,27.7904,30.5479,9.6074,45.6966,102.8371,187.6595,166.8595,121.505,5.0921,5.0719
2093.0931,-15.1276,27.8711,27.8967,30.6529,9.6256,45.7988,102.892,187.7171,166.9171,121.5728,5.0874,5.0754
2097.8979,-15.1084,27.9774,28.0029,30.7579,9.6438,45.9009,102.9469,187.7748,166.9748,121.6407,5.0827,5.079
2102.7027,-15.0784,28.0617,28.0875,30.8422,9.6711,45.9866,102.9999,187.827,167.0297,121.702,5.0815,5.0815
2107.5075,-15.0399,28.129,28.1553,30.9103,9.7053,46.0593,103.0514,187.8751,167.0826,121.7582,5.0832,5.0832
2112.3123,-15.0015,28.1963,28.223,30.9785,9.7395,46.1321,103.1029,187.9231,167.1354,121.8145,5.0848,5.0848
2117.1171,-14.9631,28.2635,28.2908,31.0467,9.7738,46.2048,103.1544,187.9712,167.1883,121.8707,5.0865,5.0865
2121.9219,-14.9246,28.3308,28.3585,31.1149,9.808,46.2776,103.2059,188.0192,167.2411,121.927,5.0881,5.0881
2126.7267,-14.8862,28.3981,28.4263,31.183,9.8423,46.3503,103.2573,188.0673,167.294,121.9832,5.0898,5.0898
2131.5315,-14.8477,28.4654,28.494,31.2512,9.8765,46.4231,103.3088,188.1153,167.3468,122.0395,5.0914,5.0914
2136.3363,-14.8093,28.5326,28.5618,31.3194,9.9107,46.4959,103.3603,188.1634,167.3997,122.0957,5.0931,5.0931
2141.1411,-14.7709,28.5999,28.6296,31.3876,9.945,46.5686,103.4118,188.2114,167.4526,122.152,5.0947,5.0947
2145.9459,-14.7324,28.6672,28.6973,31.4557,9.9792,46.6414,103.4633,188.2595,167.5054,122.2082,5.0964,5.0964
2150.7508,-14.694,28.7344,28.7651,31.5239,10.0134,46.7141,103.5148,188.3075,167.5583,122.2645,5.098,5.098
2155.5556,-14.6556,28.8017,28.8328,31.5921,10.0477,46.7869,103.5663,188.3556,167.6111,122.3207,5.0997,5.0997
2160.3604,-14.6171,28.869,28.9006,31.6603,10.0819,46.8597,103.6178,188.4036,167.664,122.3769,5.1013,5.1013
2165.1652,-14.5787,28.9363,28.9683,31.7284,10.1161,46.9324,103.6692,188.4517,167.7168,122.4332,5.103,5.103
2169.97,-14.5402,29.0035,29.0361,31.7966,10.1504,47.0052,103.7207,188.4997,167.7697,122.4894,5.1046,5.1046
2174.7748,-14.5018,29.0708,29.1038,31.8648,10.1846,47.0779,103.7722,188.5477,167.8225,122.5457,5.1063,5.1063
2179.5796,-14.4634,29.1381,29.1716,31.933,10.2189,47.1507,103.8237,188.5958,167.8754,122.6019,5.108,5.1079
2184.3844,-14.4249,29.2053,29.2393,32.0011,10.2531,47.2234,103.8752,188.6438,167.9282,122.6582,5.1096,5.1096
2189.1892,-14.3865,29.2726,29.3071,32.0693,10.2873,47.2962,103.9267,188.6919,167.9811,122.7144,5.1113,5.1113
2193.994,-14.348,29.3399,29.3748,32.1375,10.3216,47.369,103.9782,188.7399,168.0339,122.7707,5.1129,5.1129
2198.7988,-14.3096,29.4072,29.4426,32.2057,10.3558,47.4417,104.0296,188.788,168.0868,122.8269,5.1146,5.1146
2203.6036,-14.2712,29.4718,29.5076,32.2711,10.3914,47.5111,104.0797,188.836,168.136,122.882,5.116,5.116
2208.4084,-14.2327,29.5355,29.5718,32.3356,10.4274,47.5793,104.1292,188.8841,168.1841,122.9367,5.1174,5.1174
2213.2132,-14.1943,29.5992,29.636,32.4001,10.4634,47.6475,104.1787,188.9321,168.2321,122.9913,5.1189,5.1188
2218.018,-14.1559,29.663,29.7001,32.4646,10.4995,47.7157,104.2282,188.9802,168.2802,123.046,5.1203,5.1203
2222.8228,-14.1174,29.7267,29.7643,32.5291,10.5355,47.7839,104.2778,189.0282,168.3282,123.1007,5.1217,5.1217
2227.6276,-14.079,29.7904,29.8285,32.5936,10.5715,47.8521,104.3273,189.0763,168.3763,123.1554,5.1231,5.1231
2232.4324,-14.0405,29.8542,29.8927,32.6581,10.6075,47.9203,104.3768,189.1243,168.4243,123.21,5.1245,5.1245
2237.2372,-14.0021,29.9179,29.9568,32.7226,10.6436,47.9885,104.4263,189.1724,168.4724,123.2647,5.1259,5.1259
