arterial_r,paodia,bgDO2,ecmoUnitFlow,paoavg,left flow,cvSys_O2sat,col,cor,paosys,cvSys_pO2
37.03,85.66,1231.47,17.4,102.24,2.32,84.46,4.49,4.49,139.02,49.43
37.15,85.66,1231.47,17.4,102.24,2.32,84.46,4.49,4.49,139.02,49.43
37.27,85.6,1230.56,17.36,102.19,2.31,84.44,4.49,4.49,138.97,49.4
37.39,85.6,1230.56,17.36,102.19,2.31,84.44,4.49,4.49,138.97,49.4
37.52,85.58,1230.29,17.35,102.17,2.31,84.43,4.49,4.49,138.95,49.39
37.64,85.58,1230.29,17.35,102.17,2.31,84.43,4.49,4.49,138.95,49.39
37.76,85.55,1229.86,17.32,102.14,2.31,84.4,4.49,4.49,138.93,49.35
37.88,85.55,1229.86,17.32,102.14,2.31,84.4,4.49,4.49,138.93,49.35
38.0,85.55,1229.86,17.32,102.14,2.31,84.4,4.49,4.49,138.93,49.35
38.12,85.53,1229.48,17.3,102.12,2.31,84.39,4.49,4.5,138.91,49.33
38.24,85.53,1229.48,17.3,102.12,2.31,84.39,4.49,4.5,138.91,49.33
38.36,85.51,1228.88,17.27,102.09,2.3,84.38,4.5,4.5,138.89,49.32
38.48,85.51,1228.88,17.27,102.09,2.3,84.38,4.5,4.5,138.89,49.32
38.6,85.5,1228.73,17.26,102.08,2.3,84.38,4.5,4.5,138.88,49.32
38.72,85.5,1228.73,17.26,102.08,2.3,84.38,4.5,4.5,138.88,49.32
38.84,85.45,1228.44,17.23,102.03,2.3,84.38,4.5,4.5,138.83,49.32
38.96,85.45,1228.44,17.23,102.03,2.3,84.38,4.5,4.5,138.83,49.32
39.08,85.42,1228.14,17.22,102.0,2.3,84.38,4.5,4.5,138.8,49.32
39.2,85.42,1228.14,17.22,102.0,2.3,84.38,4.5,4.5,138.8,49.32
39.32,85.37,1227.6,17.19,101.95,2.29,84.38,4.5,4.5,138.76,49.32
39.44,85.37,1227.6,17.19,101.95,2.29,84.38,4.5,4.5,138.76,49.32
39.56,85.34,1227.29,17.17,101.93,2.29,84.38,4.5,4.5,138.74,49.31
39.68,85.34,1227.29,17.17,101.93,2.29,84.38,4.5,4.5,138.74,49.31
39.8,85.3,1226.72,17.14,101.9,2.28,84.37,4.5,4.5,138.71,49.3
39.92,85.3,1226.72,17.14,101.9,2.28,84.37,4.5,4.5,138.71,49.3
40.04,85.27,1226.27,17.12,101.87,2.28,84.36,4.5,4.5,138.69,49.28
40.16,85.27,1226.27,17.12,101.87,2.28,84.36,4.5,4.5,138.69,49.28
40.28,85.25,1225.85,17.11,101.85,2.28,84.33,4.5,4.5,138.67,49.25
40.4,85.25,1225.85,17.11,101.85,2.28,84.33,4.5,4.5,138.67,49.25
40.52,85.23,1225.58,17.1,101.83,2.28,84.31,4.5,4.5,138.65,49.23
40.64,85.23,1225.58,17.1,101.83,2.28,84.31,4.5,4.5,138.65,49.23
40.76,85.21,1225.35,17.08,101.82,2.28,84.31,4.5,4.5,138.64,49.22
40.88,85.21,1225.35,17.08,101.82,2.28,84.31,4.5,4.5,138.64,49.22
41.0,85.19,1225.1,17.07,101.8,2.28,84.31,4.5,4.5,138.62,49.22
41.12,85.19,1225.1,17.07,101.8,2.28,84.31,4.5,4.5,138.62,49.22
41.24,85.19,1225.1,17.07,101.8,2.28,84.31,4.5,4.5,138.62,49.22
41.36,85.13,1224.35,17.03,101.74,2.27,84.31,4.51,4.51,138.58,49.22
41.48,85.13,1224.35,17.03,101.74,2.27,84.31,4.51,4.51,138.58,49.22
41.6,85.1,1224.03,17.01,101.72,2.27,84.31,4.51,4.51,138.56,49.22
41.72,85.1,1224.03,17.01,101.72,2.27,84.31,4.51,4.51,138.56,49.22
41.84,85.05,1223.36,16.97,101.67,2.26,84.31,4.51,4.51,138.51,49.22
41.96,85.05,1223.36,16.97,101.67,2.26,84.31,4.51,4.51,138.51,49.22
42.08,85.03,1223.13,16.96,101.65,2.26,84.3,4.51,4.51,138.5,49.21
42.2,85.03,1223.13,16.96,101.65,2.26,84.3,4.51,4.51,138.5,49.21
42.32,84.99,1222.55,16.93,101.61,2.26,84.3,4.51,4.51,138.46,49.21
42.44,84.99,1222.55,16.93,101.61,2.26,84.3,4.51,4.51,138.46,49.21
42.57,84.95,1222.1,16.91,101.58,2.26,84.28,4.51,4.51,138.44,49.18
42.69,84.95,1222.1,16.91,101.58,2.26,84.28,4.51,4.51,138.44,49.18
42.81,84.92,1221.62,16.89,101.55,2.25,84.25,4.51,4.51,138.41,49.14
42.93,84.92,1221.62,16.89,101.55,2.25,84.25,4.51,4.51,138.41,49.14
43.05,84.9,1221.29,16.87,101.54,2.25,84.24,4.51,4.51,138.4,49.13
43.17,84.9,1221.29,16.87,101.54,2.25,84.24,4.51,4.51,138.4,49.13
43.29,84.86,1220.68,16.85,101.5,2.25,84.23,4.51,4.51,138.37,49.12
43.41,84.86,1220.68,16.85,101.5,2.25,84.23,4.51,4.51,138.37,49.12
43.53,84.84,1220.31,16.83,101.48,2.25,84.22,4.51,4.51,138.35,49.1
43.65,84.84,1220.31,16.83,101.48,2.25,84.22,4.51,4.51,138.35,49.1
43.77,84.8,1219.88,16.81,101.44,2.24,84.18,4.51,4.51,138.31,49.05
43.89,84.8,1219.88,16.81,101.44,2.24,84.18,4.51,4.51,138.31,49.05
44.01,84.78,1219.66,16.79,101.42,2.24,84.18,4.51,4.51,138.3,49.05
44.13,84.78,1219.66,16.79,101.42,2.24,84.18,4.51,4.51,138.3,49.05
44.25,84.78,1219.66,16.79,101.42,2.24,84.18,4.51,4.51,138.3,49.05
44.37,84.74,1219.38,16.77,101.4,2.23,84.21,4.51,4.51,138.28,49.08
44.49,84.74,1219.38,16.77,101.4,2.23,84.21,4.51,4.51,138.28,49.08
44.61,84.72,1219.11,16.75,101.37,2.23,84.2,4.52,4.52,138.26,49.08
44.73,84.72,1219.11,16.75,101.37,2.23,84.2,4.52,4.52,138.26,49.08
44.85,84.68,1218.66,16.73,101.34,2.23,84.17,4.52,4.52,138.22,49.04
44.97,84.68,1218.66,16.73,101.34,2.23,84.17,4.52,4.52,138.22,49.04
45.09,84.66,1218.35,16.71,101.32,2.23,84.16,4.52,4.52,138.2,49.03
45.21,84.66,1218.35,16.71,101.32,2.23,84.16,4.52,4.52,138.2,49.03
45.33,84.61,1217.76,16.68,101.28,2.22,84.16,4.52,4.52,138.17,49.03
45.45,84.61,1217.76,16.68,101.28,2.22,84.16,4.52,4.52,138.17,49.03
45.57,84.59,1217.38,16.66,101.25,2.22,84.16,4.52,4.52,138.15,49.02
45.69,84.59,1217.38,16.66,101.25,2.22,84.16,4.52,4.52,138.15,49.02
45.81,84.56,1216.89,16.64,101.22,2.22,84.16,4.52,4.52,138.12,49.02
45.93,84.56,1216.89,16.64,101.22,2.22,84.16,4.52,4.52,138.12,49.02
46.05,84.53,1216.5,16.62,101.2,2.22,84.16,4.52,4.52,138.1,49.02
46.17,84.53,1216.5,16.62,101.2,2.22,84.16,4.52,4.52,138.1,49.02
46.29,84.49,1215.91,16.6,101.17,2.21,84.15,4.52,4.52,138.07,49.01
46.41,84.49,1215.91,16.6,101.17,2.21,84.15,4.52,4.52,138.07,49.01
46.53,84.47,1215.65,16.59,101.15,2.21,84.14,4.52,4.52,138.06,49.0
46.65,84.47,1215.65,16.59,101.15,2.21,84.14,4.52,4.52,138.06,49.0
46.77,84.43,1214.99,16.56,101.11,2.21,84.1,4.52,4.52,138.03,48.95
46.89,84.43,1214.99,16.56,101.11,2.21,84.1,4.52,4.52,138.03,48.95
47.01,84.4,1214.73,16.54,101.09,2.21,84.09,4.52,4.52,138.01,48.93
47.13,84.4,1214.73,16.54,101.09,2.21,84.09,4.52,4.52,138.01,48.93
47.25,84.38,1214.56,16.52,101.07,2.2,84.09,4.52,4.52,137.99,48.93
47.37,84.38,1214.56,16.52,101.07,2.2,84.09,4.52,4.52,137.99,48.93
47.49,84.38,1214.56,16.52,101.07,2.2,84.09,4.52,4.52,137.99,48.93
47.62,84.35,1214.3,16.51,101.04,2.2,84.08,4.52,4.52,137.97,48.93
47.74,84.35,1214.3,16.51,101.04,2.2,84.08,4.52,4.52,137.97,48.93
47.86,84.32,1213.86,16.49,101.01,2.2,84.08,4.52,4.52,137.94,48.92
47.98,84.32,1213.86,16.49,101.01,2.2,84.08,4.52,4.52,137.94,48.92
48.1,84.28,1213.36,16.46,100.98,2.2,84.08,4.53,4.53,137.91,48.92
48.22,84.28,1213.36,16.46,100.98,2.2,84.08,4.53,4.53,137.91,48.92
48.34,84.24,1212.85,16.43,100.95,2.19,84.07,4.53,4.53,137.88,48.91
48.46,84.24,1212.85,16.43,100.95,2.19,84.07,4.53,4.53,137.88,48.91
48.58,84.22,1212.6,16.42,100.93,2.19,84.06,4.53,4.53,137.87,48.9
48.7,84.22,1212.6,16.42,100.93,2.19,84.06,4.53,4.53,137.87,48.9
48.82,84.19,1212.04,16.4,100.9,2.19,84.02,4.53,4.53,137.84,48.85
48.94,84.19,1212.04,16.4,100.9,2.19,84.02,4.53,4.53,137.84,48.85
49.06,84.17,1211.8,16.39,100.88,2.19,84.02,4.53,4.53,137.83,48.84
49.18,84.17,1211.8,16.39,100.88,2.19,84.02,4.53,4.53,137.83,48.84
49.3,84.14,1211.24,16.36,100.85,2.18,84.01,4.53,4.53,137.8,48.83
49.42,84.14,1211.24,16.36,100.85,2.18,84.01,4.53,4.53,137.8,48.83
49.54,84.11,1210.83,16.35,100.83,2.18,84.01,4.53,4.53,137.78,48.83
49.66,84.11,1210.83,16.35,100.83,2.18,84.01,4.53,4.53,137.78,48.83
49.78,84.07,1210.26,16.32,100.79,2.18,84.01,4.53,4.53,137.75,48.83
49.9,84.07,1210.26,16.32,100.79,2.18,84.01,4.53,4.53,137.75,48.83
50.02,84.05,1209.98,16.3,100.77,2.18,84.01,4.53,4.53,137.73,48.83
50.14,84.05,1209.98,16.3,100.77,2.18,84.01,4.53,4.53,137.73,48.83
50.26,84.02,1209.87,16.28,100.74,2.17,84.01,4.53,4.53,137.7,48.83
50.38,84.02,1209.87,16.28,100.74,2.17,84.01,4.53,4.53,137.7,48.83
50.5,83.99,1209.67,16.27,100.72,2.17,84.01,4.53,4.53,137.68,48.83
50.62,83.99,1209.67,16.27,100.72,2.17,84.01,4.53,4.53,137.68,48.83
50.74,83.99,1209.67,16.27,100.72,2.17,84.01,4.53,4.53,137.68,48.83
50.86,83.96,1209.2,16.24,100.69,2.16,84.01,4.53,4.53,137.66,48.83
50.98,83.96,1209.2,16.24,100.69,2.16,84.01,4.53,4.53,137.66,48.83
51.1,83.93,1208.86,16.23,100.67,2.16,84.01,4.53,4.53,137.64,48.83
51.22,83.93,1208.86,16.23,100.67,2.16,84.01,4.53,4.53,137.64,48.83
51.34,83.9,1208.41,16.2,100.64,2.16,84.0,4.53,4.53,137.61,48.82
51.46,83.9,1208.41,16.2,100.64,2.16,84.0,4.53,4.53,137.61,48.82
51.58,83.88,1208.07,16.19,100.62,2.16,83.99,4.54,4.54,137.59,48.8
51.7,83.88,1208.07,16.19,100.62,2.16,83.99,4.54,4.54,137.59,48.8
51.82,83.84,1207.59,16.17,100.59,2.15,83.95,4.54,4.54,137.57,48.75
51.94,83.84,1207.59,16.17,100.59,2.15,83.95,4.54,4.54,137.57,48.75
52.06,83.82,1207.24,16.15,100.56,2.15,83.94,4.54,4.54,137.55,48.74
52.18,83.82,1207.24,16.15,100.56,2.15,83.94,4.54,4.54,137.55,48.74
52.3,83.79,1206.78,16.13,100.54,2.15,83.93,4.54,4.54,137.52,48.73
52.42,83.79,1206.78,16.13,100.54,2.15,83.93,4.54,4.54,137.52,48.73
52.55,83.76,1206.25,16.11,100.51,2.15,83.91,4.54,4.54,137.5,48.7
52.67,83.76,1206.25,16.11,100.51,2.15,83.91,4.54,4.54,137.5,48.7
52.79,83.73,1205.76,16.09,100.48,2.14,83.88,4.54,4.54,137.49,48.66
52.91,83.73,1205.76,16.09,100.48,2.14,83.88,4.54,4.54,137.49,48.66
53.03,83.7,1205.4,16.07,100.45,2.14,83.86,4.54,4.54,137.47,48.64
53.15,83.7,1205.4,16.07,100.45,2.14,83.86,4.54,4.54,137.47,48.64
53.27,83.68,1205.22,16.05,100.43,2.14,83.86,4.54,4.54,137.44,48.63
53.39,83.68,1205.22,16.05,100.43,2.14,83.86,4.54,4.54,137.44,48.63
53.51,83.65,1204.87,16.03,100.41,2.14,83.86,4.54,4.54,137.44,48.63
53.63,83.65,1204.87,16.03,100.41,2.14,83.86,4.54,4.54,137.44,48.63
53.75,83.65,1204.87,16.03,100.41,2.14,83.86,4.54,4.54,137.44,48.63
53.87,83.59,1204.21,15.99,100.36,2.13,83.86,4.54,4.54,137.45,48.63
53.99,83.59,1204.21,15.99,100.36,2.13,83.86,4.54,4.54,137.45,48.63
54.11,83.54,1203.73,15.97,100.32,2.13,83.86,4.54,4.54,137.44,48.63
54.23,83.54,1203.73,15.97,100.32,2.13,83.86,4.54,4.54,137.44,48.63
54.35,83.44,1202.82,15.92,100.25,2.12,83.85,4.55,4.55,137.4,48.62
54.47,83.44,1202.82,15.92,100.25,2.12,83.85,4.55,4.55,137.4,48.62
54.59,83.37,1202.13,15.88,100.2,2.12,83.84,4.55,4.55,137.38,48.6
54.71,83.37,1202.13,15.88,100.2,2.12,83.84,4.55,4.55,137.38,48.6
54.83,83.26,1200.64,15.81,100.12,2.11,83.79,4.55,4.55,137.33,48.55
54.95,83.26,1200.64,15.81,100.12,2.11,83.79,4.55,4.55,137.33,48.55
55.07,83.21,1199.93,15.78,100.07,2.11,83.76,4.55,4.55,137.3,48.51
55.19,83.21,1199.93,15.78,100.07,2.11,83.76,4.55,4.55,137.3,48.51
55.31,83.17,1199.3,15.75,100.02,2.1,83.73,4.55,4.55,137.26,48.46
55.43,83.17,1199.3,15.75,100.02,2.1,83.73,4.55,4.55,137.26,48.46
55.55,83.14,1198.9,15.73,99.98,2.1,83.71,4.55,4.55,137.23,48.45
55.67,83.14,1198.9,15.73,99.98,2.1,83.71,4.55,4.55,137.23,48.45
55.79,83.07,1198.2,15.69,99.93,2.09,83.71,4.55,4.55,137.19,48.44
55.91,83.07,1198.2,15.69,99.93,2.09,83.71,4.55,4.55,137.19,48.44
56.03,83.03,1197.68,15.66,99.9,2.09,83.7,4.55,4.55,137.17,48.43
56.15,83.03,1197.68,15.66,99.9,2.09,83.7,4.55,4.55,137.17,48.43
56.27,82.96,1196.69,15.62,99.85,2.08,83.7,4.56,4.56,137.16,48.43
56.39,82.96,1196.69,15.62,99.85,2.08,83.7,4.56,4.56,137.16,48.43
56.51,82.92,1196.2,15.59,99.82,2.08,83.68,4.56,4.56,137.14,48.41
56.63,82.92,1196.2,15.59,99.82,2.08,83.68,4.56,4.56,137.14,48.41
56.75,82.88,1195.66,15.56,99.77,2.07,83.65,4.56,4.56,137.08,48.36
56.87,82.88,1195.66,15.56,99.77,2.07,83.65,4.56,4.56,137.08,48.36
56.99,82.88,1195.66,15.56,99.77,2.07,83.65,4.56,4.56,137.08,48.36
57.11,82.84,1195.31,15.54,99.74,2.07,83.63,4.56,4.56,137.06,48.35
57.23,82.84,1195.31,15.54,99.74,2.07,83.63,4.56,4.56,137.06,48.35
57.35,82.79,1194.71,15.51,99.71,2.06,83.63,4.56,4.56,137.05,48.35
57.47,82.79,1194.71,15.51,99.71,2.06,83.63,4.56,4.56,137.05,48.35
57.6,82.75,1194.19,15.48,99.67,2.06,83.63,4.56,4.56,137.02,48.34
57.72,82.75,1194.19,15.48,99.67,2.06,83.63,4.56,4.56,137.02,48.34
57.84,82.71,1193.66,15.45,99.62,2.06,83.63,4.56,4.56,136.96,48.34
57.96,82.71,1193.66,15.45,99.62,2.06,83.63,4.56,4.56,136.96,48.34
58.08,82.69,1193.32,15.44,99.59,2.06,83.63,4.56,4.56,136.93,48.34
58.2,82.69,1193.32,15.44,99.59,2.06,83.63,4.56,4.56,136.93,48.34
58.32,82.63,1192.49,15.4,99.54,2.05,83.62,4.56,4.56,136.89,48.33
58.44,82.63,1192.49,15.4,99.54,2.05,83.62,4.56,4.56,136.89,48.33
58.56,82.6,1191.99,15.38,99.52,2.05,83.61,4.56,4.56,136.88,48.31
58.68,82.6,1191.99,15.38,99.52,2.05,83.61,4.56,4.56,136.88,48.31
58.8,82.53,1191.04,15.34,99.48,2.04,83.57,4.57,4.57,136.87,48.27
58.92,82.53,1191.04,15.34,99.48,2.04,83.57,4.57,4.57,136.87,48.27
59.04,82.5,1190.71,15.32,99.46,2.04,83.56,4.57,4.57,136.86,48.26
59.16,82.5,1190.71,15.32,99.46,2.04,83.56,4.57,4.57,136.86,48.26
59.28,82.45,1190.19,15.28,99.42,2.04,83.55,4.57,4.57,136.83,48.25
59.4,82.45,1190.19,15.28,99.42,2.04,83.55,4.57,4.57,136.83,48.25
59.52,82.42,1189.93,15.27,99.39,2.04,83.55,4.57,4.57,136.81,48.25
59.64,82.42,1189.93,15.27,99.39,2.04,83.55,4.57,4.57,136.81,48.25
59.76,82.4,1189.51,15.25,99.37,2.03,83.55,4.57,4.57,136.79,48.25
59.88,82.4,1189.51,15.25,99.37,2.03,83.55,4.57,4.57,136.79,48.25
60.0,82.4,1189.51,15.25,99.37,2.03,83.55,4.57,4.57,136.79,48.25
