ecmo speed,ppadia,ppcw,ppaavg,ecmop2,ppasys,ecmop3,svl,col,svr,cor,caSys_pO2,cvSys_pO2,cvSys_O2sat,caSys_pCO2
1.7418,12.749,12.8385,15.3848,122.1569,28.9874,109.9237,78.0742,4.6843,78.1044,4.6734,192.8767,46.6338,82.1975,30.2648
1.7479,12.7198,12.8167,15.3778,122.1639,28.983,109.9346,78.0686,4.6723,78.1104,4.6711,192.8848,46.6187,82.197,30.2606
1.7541,12.6998,12.8195,15.3588,124.2933,28.9053,111.6189,77.8349,4.6684,77.8691,4.6643,196.7238,46.8718,82.3987,30.3514
1.7602,12.696,12.8089,15.3498,124.2795,28.9118,111.6222,77.8473,4.669,77.8583,4.6539,196.733,46.8646,82.3712,30.3378
1.7663,12.7193,12.798,15.3463,124.28,28.9014,111.6488,77.8373,4.6677,77.857,4.672,196.721,46.8632,82.4058,30.3492
1.7724,12.6868,12.8192,15.3473,124.2838,28.9128,111.6246,77.8419,4.6627,77.873,4.6664,196.731,46.858,82.3882,30.3465
1.7785,12.7006,12.8028,15.3392,124.2917,28.9034,111.6331,77.809,4.66,77.868,4.6683,196.7277,46.8718,82.406,30.3506
1.7846,12.6959,12.8088,15.336,124.2911,28.906,111.6175,77.8409,4.6624,77.856,4.669,196.7408,46.87,82.4033,30.3437
1.7907,12.6927,12.8126,15.3303,124.2794,28.9207,111.6396,77.8288,4.6669,77.8649,4.6755,196.7166,46.8705,82.398,30.3245
1.7968,12.7036,12.8069,15.357,124.2803,28.9148,111.6287,77.8416,4.6528,77.8365,4.6565,196.7241,46.8899,82.4097,30.3212
1.8029,12.7112,12.8169,15.3438,124.5757,28.905,111.8582,77.7958,4.6519,77.8205,4.6813,197.2371,46.9136,82.4275,30.3633
1.809,12.6834,12.8007,15.3474,124.5766,28.9176,111.8567,77.8146,4.6494,77.8101,4.6569,197.2272,46.913,82.428,30.3581
1.8151,12.6794,12.7892,15.3584,124.5656,28.9141,111.8683,77.8174,4.6456,77.8179,4.6577,197.2207,46.902,82.4282,30.3512
1.8212,12.6741,12.799,15.334,124.5827,28.9227,111.861,77.7998,4.6629,77.8109,4.6615,197.2238,46.8904,82.4348,30.3444
1.8273,12.7023,12.7715,15.3445,124.5731,28.8888,111.8774,77.8014,4.6513,77.7999,4.657,197.2289,46.9016,82.4272,30.3522
1.8334,12.7048,12.7929,15.3453,124.5708,28.906,111.8648,77.7995,4.6608,77.8294,4.6658,197.2273,46.8932,82.4248,30.3492
1.8395,12.6836,12.8069,15.3594,124.5845,28.9045,111.858,77.7864,4.6621,77.8056,4.6418,197.2536,46.8885,82.4507,30.3701
1.8456,12.6867,12.8016,15.3309,124.589,28.8986,111.8696,77.788,4.6479,77.8425,4.6604,197.2252,46.9179,82.4457,30.3577
1.8518,12.6508,12.7614,15.2906,127.191,28.8261,113.9393,77.4943,4.6237,77.5298,4.6423,201.7339,47.2014,82.6799,30.5054
1.8579,12.6708,12.7855,15.2959,127.1701,28.825,113.9482,77.5023,4.6581,77.5404,4.6323,201.722,47.204,82.6985,30.5125
1.864,12.6661,12.7784,15.2956,127.1825,28.8238,113.9502,77.5032,4.6378,77.5183,4.6422,201.7341,47.1922,82.6779,30.5112
1.8701,12.6855,12.7866,15.2929,127.1734,28.8336,113.9372,77.508,4.6389,77.5344,4.6088,201.7229,47.2105,82.684,30.5141
1.8762,12.6594,12.763,15.3079,127.1761,28.8137,113.9603,77.5006,4.6332,77.5425,4.6373,201.7155,47.2086,82.703,30.5152
1.8823,12.6736,12.7637,15.312,127.1795,28.8116,113.9346,77.4923,4.6565,77.5408,4.6377,201.7351,47.2122,82.6901,30.5108
1.8884,12.6545,12.7584,15.3141,127.1707,28.8128,113.9385,77.5078,4.6407,77.5498,4.6375,201.7413,47.1947,82.713,30.5171
1.8945,12.6639,12.7592,15.3153,127.1868,28.808,113.953,77.4819,4.6269,77.5333,4.6591,201.7597,47.2121,82.6915,30.5201
1.9006,12.6771,12.7644,15.3084,127.1618,28.8479,113.9573,77.4935,4.6381,77.5459,4.6396,201.7195,47.1807,82.6615,30.5112
1.9067,12.6593,12.7632,15.3167,127.1718,28.8362,113.9588,77.513,4.6255,77.54,4.6555,201.73,47.2162,82.7054,30.5025
1.9128,12.6594,12.7628,15.3078,127.1736,28.8223,113.9674,77.501,4.623,77.5409,4.6346,201.7245,47.1849,82.6865,30.5162
1.9189,12.6823,12.776,15.3083,127.1798,28.8184,113.96,77.4881,4.6331,77.5404,4.6581,201.7525,47.1909,82.6806,30.5184
1.925,12.6589,12.7766,15.3088,127.1796,28.8246,113.9511,77.5118,4.6436,77.5442,4.6443,201.7392,47.2,82.6678,30.5077
1.9311,12.6568,12.7835,15.3093,127.1725,28.8205,113.9294,77.5163,4.6538,77.5436,4.6542,201.7447,47.2077,82.6907,30.5058
1.9372,12.6694,12.7659,15.3007,127.1808,28.8291,113.9557,77.5074,4.6309,77.5378,4.6467,201.7262,47.1997,82.6942,30.5199
1.9433,12.6626,12.751,15.3243,127.1755,28.8085,113.9574,77.5001,4.6585,77.523,4.6475,201.7426,47.2089,82.6879,30.4977
1.9494,12.6663,12.7735,15.3025,127.1716,28.8128,113.9593,77.5105,4.6334,77.5397,4.6464,201.7279,47.207,82.6843,30.5149
1.9556,12.6347,12.7353,15.2761,130.9979,28.7106,117.0708,77.0929,4.6153,77.1129,4.6065,207.8025,47.6074,83.0152,30.6831
1.9617,12.6137,12.7281,15.2516,130.9998,28.7032,117.0737,77.0798,4.6038,77.1099,4.6105,207.7977,47.6037,83.022,30.7008
1.9678,12.6204,12.7131,15.2529,130.9772,28.6902,117.0646,77.0716,4.6133,77.1102,4.6278,207.8215,47.5996,83.0361,30.6829
1.9739,12.6307,12.7105,15.2589,130.9936,28.6923,117.0823,77.0738,4.6148,77.1197,4.6284,207.8067,47.5969,83.0271,30.6808
1.98,12.6289,12.7282,15.2605,130.9923,28.7206,117.0666,77.0792,4.6171,77.129,4.6255,207.8034,47.5857,83.0051,30.6777
1.9861,12.6495,12.7217,15.2524,130.9834,28.7171,117.0625,77.0906,4.6214,77.1243,4.6118,207.7912,47.6089,83.0196,30.688
1.9922,12.6196,12.7176,15.2373,130.9734,28.722,117.0678,77.0835,4.6222,77.1112,4.617,207.7998,47.5847,83.0306,30.6905
1.9983,12.6322,12.7401,15.2553,130.9879,28.7134,117.0388,77.0578,4.6313,77.1108,4.6309,207.8041,47.5934,83.0239,30.6871
2.0044,12.5571,12.6636,15.1684,136.4514,28.5414,121.5503,76.4934,4.5633,76.51,4.5884,216.1571,48.1564,83.4804,30.8922
2.0105,12.566,12.6784,15.192,136.445,28.5487,121.559,76.4995,4.5652,76.526,4.5725,216.1719,48.1621,83.4818,30.886
2.0166,12.5693,12.6671,15.1817,136.4553,28.5365,121.554,76.4921,4.5773,76.5209,4.6014,216.1609,48.1512,83.4597,30.8821
2.0227,12.5519,12.6622,15.1732,136.4375,28.5531,121.5616,76.5013,4.5776,76.5308,4.5892,216.1651,48.1396,83.4717,30.8869
2.0288,12.5524,12.6581,15.1766,136.4403,28.5696,121.5526,76.5118,4.5859,76.5299,4.5828,216.1432,48.1415,83.4574,30.8878
2.0349,12.5601,12.6713,15.1698,136.4518,28.5633,121.5513,76.4918,4.5796,76.5358,4.5812,216.1602,48.1577,83.4597,30.889
2.041,12.5611,12.6614,15.1654,136.4508,28.5459,121.5698,76.498,4.5921,76.5113,4.5593,216.1395,48.141,83.4666,30.8924
2.0471,12.5781,12.6551,15.1894,136.4541,28.5596,121.5729,76.5063,4.586,76.5364,4.5826,216.1412,48.1569,83.4631,30.8818
2.0533,12.5013,12.6473,15.115,139.509,28.4622,124.0931,76.165,4.5484,76.2182,4.553,220.7657,48.4715,83.7042,31.0026
2.0594,12.539,12.6296,15.1599,139.5138,28.4635,124.086,76.1607,4.5556,76.2206,4.5547,220.7456,48.4616,83.7218,30.9921
2.0655,12.5275,12.628,15.1524,139.518,28.4397,124.1033,76.1853,4.5665,76.203,4.5636,220.7589,48.4643,83.7164,30.9884
2.0716,12.5349,12.6452,15.1338,139.5073,28.4553,124.1035,76.1643,4.5673,76.1919,4.5601,220.7411,48.4706,83.7212,30.9805
2.0777,12.5356,12.6358,15.1391,139.5014,28.458,124.0972,76.194,4.5583,76.2066,4.5547,220.7469,48.4569,83.723,30.9897
2.0838,12.5424,12.6475,15.1373,139.4947,28.4592,124.1023,76.1677,4.5588,76.2079,4.5577,220.7426,48.477,83.7065,30.9861
2.0899,12.5354,12.6511,15.1374,139.5231,28.4603,124.1009,76.1486,4.5624,76.1888,4.5744,220.7415,48.4745,83.7108,30.9591
2.096,12.5328,12.6374,15.1228,139.5067,28.4696,124.1128,76.1609,4.5762,76.2027,4.5519,220.7405,48.4715,83.7365,30.9801
2.1021,12.5137,12.6104,15.1107,141.2731,28.4057,125.5672,75.99,4.5331,76.015,4.5287,223.271,48.6285,83.8606,31.0364
2.1082,12.5173,12.6164,15.1151,141.2852,28.4153,125.5753,75.9727,4.5506,76.0196,4.556,223.2548,48.6392,83.8588,31.0234
2.1143,12.5141,12.6139,15.1002,141.26,28.4012,125.5827,75.9872,4.5539,76.026,4.5528,223.2706,48.6382,83.8723,31.0487
2.1204,12.5313,12.616,15.0921,141.2673,28.3973,125.5689,75.9904,4.555,76.0197,4.5411,223.2901,48.6209,83.8554,31.0392
2.1265,12.5067,12.6276,15.1195,141.2885,28.4089,125.561,75.9923,4.5415,76.0197,4.5683,223.2689,48.6252,83.8518,31.0343
2.1326,12.5182,12.6319,15.1053,141.3098,28.4101,125.5783,75.9772,4.557,76.0353,4.544,223.2747,48.6495,83.8756,31.0392
2.1387,12.5045,12.6007,15.1072,141.285,28.414,125.5789,75.9927,4.5546,76.0021,4.5392,223.2637,48.6335,83.8685,31.0284
2.1448,12.5083,12.6198,15.1268,141.2925,28.392,125.5665,75.9788,4.5571,76.0107,4.559,223.2595,48.6432,83.8595,31.0336
2.151,12.4852,12.5767,15.0591,144.1405,28.3438,127.9279,75.6903,4.523,75.7604,4.5388,227.4271,48.969,84.1005,31.1137
2.1571,12.4766,12.5927,15.0636,144.1089,28.3297,127.9363,75.6943,4.5164,75.7354,4.5107,227.414,48.9556,84.0933,31.107
2.1632,12.48,12.5882,15.0753,144.1375,28.3383,127.9394,75.6863,4.5321,75.7683,4.5462,227.4504,48.9675,84.1202,31.1203
2.1693,12.4903,12.5843,15.0631,144.1277,28.3491,127.9222,75.696,4.5423,75.7371,4.5482,227.4335,48.9673,84.1202,31.1193
2.1754,12.4639,12.576,15.0641,144.1342,28.3392,127.9281,75.6778,4.5357,75.7573,4.5517,227.4291,48.9749,84.1084,31.1173
2.1815,12.4898,12.619,15.0645,144.1543,28.311,127.9247,75.6845,4.5213,75.767,4.5354,227.4403,48.9663,84.1117,31.1141
2.1876,12.4808,12.5972,15.0634,144.1436,28.3407,127.933,75.6934,4.5487,75.745,4.5176,227.457,48.9642,84.0888,31.1174
2.1937,12.4797,12.5982,15.0783,144.1069,28.33,127.9281,75.6849,4.5435,75.7582,4.5365,227.4396,48.955,84.1102,31.1245
2.1998,12.4882,12.5815,15.0687,144.1197,28.3348,127.9137,75.6833,4.5286,75.7594,4.5215,227.4493,48.9787,84.1042,31.1207
2.2059,12.4539,12.5597,15.0367,147.0565,28.2594,130.3548,75.389,4.5123,75.4704,4.5149,231.3123,49.2508,84.308,31.1999
2.212,12.444,12.5472,15.0249,147.0373,28.25,130.3495,75.4113,4.5215,75.4641,4.5184,231.3092,49.2458,84.3133,31.2037
2.2181,12.4587,12.5596,15.0117,147.0493,28.2529,130.3751,75.4032,4.5177,75.4576,4.5169,231.3121,49.2544,84.3424,31.2074
2.2242,12.4544,12.5624,15.0328,147.0444,28.2458,130.3738,75.4136,4.5088,75.4454,4.5189,231.3095,49.2488,84.3291,31.2
2.2303,12.4615,12.5494,15.0387,147.0436,28.2505,130.3606,75.3932,4.5147,75.4649,4.5231,231.3237,49.2459,84.316,31.2025
2.2364,12.4622,12.5319,15.0187,147.0459,28.2433,130.3718,75.3854,4.5221,75.4548,4.5181,231.319,49.2222,84.3203,31.209
2.2425,12.4627,12.548,15.0402,147.046,28.2569,130.3535,75.4137,4.5092,75.4693,4.5128,231.3131,49.2573,84.3297,31.2059
2.2486,12.4508,12.5624,15.0167,147.0603,28.2453,130.3754,75.3747,4.5095,75.4408,4.521,231.3238,49.2416,84.323,31.2154
2.2548,12.4328,12.526,14.9935,150.015,28.1631,132.8256,75.0987,4.4935,75.1574,4.5186,234.8631,49.4626,84.5058,31.2728
2.2609,12.4314,12.5059,14.9797,150.0152,28.1689,132.8313,75.1038,4.497,75.1601,4.5026,234.8536,49.4718,84.4919,31.2795
2.267,12.4315,12.5158,15.0028,150.0053,28.1756,132.8131,75.1018,4.5158,75.1724,4.5152,234.8337,49.4685,84.4754,31.2967
2.2731,12.4259,12.5463,14.9669,150.0043,28.1852,132.8294,75.1069,4.5091,75.1556,4.5071,234.8571,49.4794,84.4894,31.2846
2.2792,12.4214,12.5146,14.99,149.9909,28.1682,132.818,75.1116,4.5115,75.152,4.4954,234.8499,49.4661,84.4886,31.2933
2.2853,12.4283,12.5289,14.9899,150.009,28.1677,132.8171,75.0909,4.4929,75.1534,4.5155,234.8683,49.4702,84.4902,31.2976
2.2914,12.4396,12.5342,15.0012,149.9796,28.1599,132.823,75.1038,4.5192,75.1675,4.5033,234.8542,49.4566,84.49,31.3022
2.2975,12.4176,12.5257,14.9835,150.026,28.1665,132.8259,75.1011,4.4864,75.1439,4.5055,234.8556,49.4636,84.4915,31.2859
2.3036,12.4287,12.5281,14.9726,150.0214,28.1716,132.826,75.1089,4.4932,75.1563,4.5067,234.8445,49.4685,84.4992,31.2948
2.3097,12.4195,12.5254,14.981,150.0165,28.1732,132.831,75.0891,4.5098,75.1566,4.5045,234.8463,49.4739,84.5104,31.2816
2.3158,12.4197,12.5222,15.0046,150.0136,28.1665,132.8278,75.1105,4.4917,75.1464,4.4967,234.8558,49.469,84.4898,31.3013
2.3219,12.4399,12.5311,14.9893,149.992,28.1686,132.8169,75.1157,4.5157,75.1714,4.5104,234.8424,49.4634,84.49,31.299
2.328,12.4113,12.5374,14.9824,150.0178,28.185,132.8297,75.1096,4.5077,75.1488,4.5365,234.8632,49.4824,84.4898,31.2843
2.3341,12.4162,12.5226,15.0017,150.008,28.1726,132.8094,75.1134,4.5189,75.152,4.4982,234.8497,49.457,84.5023,31.275
2.3402,12.427,12.5319,15.0116,150.0069,28.1914,132.8435,75.1067,4.4743,75.1543,4.4995,234.851,49.4662,84.4856,31.2823
2.3463,12.4199,12.5273,14.9859,149.9993,28.1715,132.8152,75.1099,4.5037,75.1367,4.5108,234.859,49.4613,84.4928,31.3108
2.3525,12.4124,12.4842,14.9645,152.4383,28.0846,134.8751,74.8802,4.4983,74.9151,4.5081,237.7503,49.6917,84.6258,31.3357
2.3586,12.404,12.5204,14.9663,152.4482,28.1095,134.8623,74.876,4.4998,74.9197,4.4739,237.7206,49.6721,84.6322,31.3519
2.3647,12.4232,12.5272,14.9656,152.4306,28.1297,134.8719,74.8783,4.4896,74.9081,4.4853,237.7484,49.6903,84.639,31.3656
2.3708,12.4046,12.5006,14.9386,152.4459,28.1121,134.8693,74.8892,4.4959,74.9223,4.4957,237.7321,49.6764,84.6348,31.3588
2.3769,12.3917,12.4949,14.9568,152.442,28.0908,134.8804,74.887,4.4795,74.9159,4.4797,237.747,49.6626,84.6304,31.3686
2.383,12.3946,12.4982,14.9531,152.4492,28.1375,134.8722,74.8848,4.4767,74.9127,4.4792,237.7393,49.6581,84.639,31.3702
2.3891,12.3946,12.5024,14.9571,152.4368,28.1082,134.8699,74.8661,4.5005,74.9248,4.493,237.7441,49.6542,84.6446,31.3466
2.3952,12.4132,12.5126,14.9626,152.4167,28.0872,134.8757,74.8678,4.4825,74.91,4.4915,237.7248,49.6732,84.6547,31.3646
2.4013,12.3282,12.4458,14.8883,157.858,27.9588,139.4664,74.3615,4.4507,74.4102,4.467,244.2535,50.1518,84.9753,31.5065
2.4074,12.344,12.4596,14.8765,157.8611,27.9544,139.4692,74.3586,4.4613,74.3768,4.4534,244.2305,50.1427,84.9834,31.4872
2.4135,12.3368,12.4471,14.8829,157.8489,27.9435,139.4521,74.3756,4.4553,74.4087,4.4574,244.2476,50.1411,84.9766,31.5008
2.4196,12.3493,12.4489,14.9116,157.8539,27.9484,139.4332,74.3529,4.4554,74.4038,4.4443,244.2293,50.147,84.9882,31.4984
2.4257,12.3451,12.4514,14.8907,157.8778,27.9633,139.4637,74.3383,4.446,74.3965,4.4624,244.2396,50.1392,84.9732,31.5166
2.4318,12.3475,12.4374,14.8861,157.8579,27.9746,139.4617,74.3557,4.4593,74.3947,4.4589,244.2256,50.1406,84.9928,31.5127
2.4379,12.3719,12.457,14.8773,157.8456,27.9237,139.467,74.3653,4.4548,74.4218,4.4593,244.2416,50.133,84.9835,31.5016
2.444,12.3499,12.4472,14.8905,157.8627,27.9691,139.4414,74.3617,4.4562,74.4091,4.4654,244.248,50.1416,84.9868,31.4989
2.4502,12.2931,12.386,14.8559,161.6936,27.8526,142.6807,73.9921,4.4307,74.0251,4.4328,248.6669,50.4425,85.2037,31.6221
2.4563,12.3041,12.4047,14.8595,161.6909,27.8699,142.6622,74.012,4.4261,74.0394,4.443,248.6703,50.4418,85.2058,31.6156
2.4624,12.2954,12.416,14.8287,161.7025,27.8438,142.6609,74.0052,4.4524,74.0243,4.4266,248.6848,50.4445,85.196,31.5975
2.4685,12.303,12.4255,14.8491,161.7009,27.8721,142.6673,74.0091,4.4389,74.0324,4.4362,248.6765,50.4484,85.1927,31.6037
2.4746,12.3051,12.3932,14.8324,161.6815,27.862,142.6858,73.9755,4.4359,74.0425,4.4439,248.6806,50.4265,85.1972,31.5922
2.4807,12.31,12.4139,14.8399,161.6888,27.8538,142.6727,74.0076,4.4258,74.0298,4.4658,248.6626,50.4639,85.1861,31.6136
2.4868,12.3204,12.4219,14.8294,161.6976,27.8733,142.6777,73.9906,4.4233,74.0313,4.4273,248.6892,50.4443,85.1958,31.609
2.4929,12.3251,12.4264,14.83,161.7004,27.8537,142.6782,73.9804,4.4355,74.0336,4.4243,248.6854,50.4356,85.1797,31.5901
2.499,12.3032,12.4133,14.8394,161.6842,27.8542,142.6817,73.9886,4.4328,74.0341,4.44,248.6723,50.4309,85.2025,31.5999
2.5051,12.2979,12.42,14.8534,162.0821,27.8393,143.0029,73.9561,4.444,73.9903,4.4319,249.0668,50.4758,85.223,31.6185
2.5112,12.2914,12.4048,14.833,162.0997,27.8351,143.0085,73.9501,4.4282,73.9947,4.4369,249.0517,50.4755,85.2172,31.627
2.5173,12.3139,12.4125,14.8385,162.1018,27.8497,142.9984,73.9586,4.427,74.0084,4.4401,249.0584,50.4658,85.2165,31.6315
2.5234,12.302,12.4063,14.8293,162.0901,27.8409,142.9862,73.9522,4.4244,73.9949,4.4334,249.0696,50.4648,85.21,31.6161
2.5295,12.3184,12.3971,14.8164,162.1079,27.8476,143.0049,73.9756,4.4298,73.9873,4.4236,249.0743,50.4704,85.2342,31.6329
2.5356,12.3043,12.4146,14.8413,162.0961,27.8538,142.9995,73.9608,4.4296,73.9983,4.4256,249.0724,50.4749,85.2242,31.5972
2.5417,12.3176,12.4133,14.8224,162.0879,27.8482,143.0192,73.9691,4.4342,73.9944,4.419,249.084,50.4724,85.2146,31.5989
2.5478,12.2765,12.4152,14.8521,162.1043,27.8456,142.9958,73.953,4.4254,73.9846,4.4369,249.0851,50.4488,85.2089,31.6079
2.554,12.2874,12.3789,14.802,164.8443,27.7791,145.2879,73.706,4.4131,73.708,4.3929,252.0736,50.64,85.3452,31.7026
2.5601,12.2786,12.3695,14.8,164.8343,27.7762,145.303,73.7079,4.3981,73.7242,4.3951,252.0893,50.6389,85.3416,31.6801
2.5662,12.2833,12.3941,14.7941,164.847,27.7572,145.2637,73.7,4.4061,73.7177,4.422,252.0746,50.6366,85.3225,31.6844
2.5723,12.2652,12.4077,14.7951,164.8761,27.7669,145.292,73.7227,4.4131,73.7332,4.4131,252.075,50.6394,85.3234,31.6882
2.5784,12.3009,12.3751,14.7966,164.8465,27.7846,145.2681,73.7132,4.416,73.7131,4.4149,252.0823,50.6249,85.3292,31.6873
2.5845,12.2942,12.4023,14.8137,164.8602,27.7765,145.2732,73.7178,4.4197,73.7284,4.4096,252.0848,50.6552,85.3375,31.6993
2.5906,12.2861,12.3726,14.7917,164.8433,27.7796,145.2739,73.7212,4.4085,73.7082,4.4237,252.0917,50.6348,85.3305,31.6777
2.5967,12.2951,12.3635,14.7919,164.8364,27.7776,145.2944,73.7213,4.3948,73.7226,4.4123,252.0871,50.6274,85.3406,31.6969
2.6028,12.3012,12.3878,14.7774,165.3421,27.7598,145.7272,73.6743,4.4014,73.6768,4.4271,252.5035,50.6678,85.3567,31.7252
2.6089,12.264,12.3853,14.7986,165.3454,27.7695,145.7209,73.6622,4.4186,73.6709,4.4057,252.4889,50.6514,85.3387,31.7272
2.615,12.2736,12.3811,14.7968,165.3639,27.7602,145.7148,73.6606,4.409,73.6663,4.4278,252.5044,50.6643,85.3517,31.7061
2.6211,12.2763,12.3785,14.7911,165.3637,27.7844,145.7078,73.6751,4.416,73.6708,4.3836,252.4972,50.6664,85.3642,31.7045
2.6272,12.2785,12.3842,14.7876,165.3526,27.7588,145.7245,73.6733,4.42,73.6604,4.41,252.5196,50.6682,85.3649,31.7076
2.6333,12.2709,12.3699,14.7875,165.3571,27.7719,145.7265,73.6553,4.39,73.6707,4.4109,252.5122,50.6634,85.3533,31.71
2.6394,12.2686,12.3864,14.7828,165.3466,27.7714,145.7064,73.6563,4.4171,73.6708,4.4127,252.5053,50.6761,85.3476,31.7109
2.6455,12.2634,12.3719,14.8162,165.3535,27.7694,145.7172,73.6732,4.4059,73.669,4.4091,252.5155,50.6637,85.3544,31.7282
2.6517,12.2435,12.343,14.7554,168.5916,27.6691,148.5034,73.379,4.3991,73.3954,4.3963,254.4059,50.9174,85.5083,31.8423
2.6578,12.2753,12.336,14.7563,168.6145,27.6665,148.4979,73.3823,4.3795,73.4089,4.4029,254.3983,50.9151,85.5186,31.8406
2.6639,12.2606,12.329,14.7485,168.619,27.6861,148.5143,73.3861,4.3845,73.3727,4.4008,254.4072,50.8975,85.5286,31.845
2.67,12.2489,12.3404,14.7481,168.5873,27.6766,148.5167,73.3857,4.4069,73.388,4.4031,254.4142,50.8942,85.5231,31.8475
2.6761,12.2479,12.3469,14.7374,168.6056,27.6797,148.5094,73.387,4.3925,73.3941,4.4062,254.4292,50.9168,85.5113,31.8539
2.6822,12.2514,12.3613,14.739,168.6056,27.6768,148.5287,73.3759,4.3857,73.3803,4.4022,254.3899,50.9138,85.5296,31.8518
2.6883,12.227,12.3234,14.7534,168.6131,27.6925,148.5082,73.3655,4.3993,73.3883,4.391,254.4105,50.9096,85.5252,31.8436
2.6944,12.2411,12.3248,14.7656,168.6087,27.6636,148.5209,73.3626,4.3969,73.3675,4.3964,254.4126,50.9211,85.4948,31.8661
2.7005,12.2437,12.3411,14.7406,169.3802,27.6867,149.1644,73.3023,4.399,73.3132,4.3919,255.149,50.9678,85.5585,31.8539
2.7066,12.2297,12.3369,14.7406,169.3773,27.6456,149.161,73.2962,4.4016,73.3249,4.4034,255.1416,50.9756,85.5488,31.862
2.7127,12.2399,12.3564,14.7197,169.38,27.6569,149.1623,73.3206,4.4098,73.3182,4.389,255.1539,50.9957,85.5701,31.8762
2.7188,12.2264,12.3449,14.7428,169.3581,27.6594,149.1596,73.3106,4.3638,73.3098,4.3786,255.1601,50.9967,85.5634,31.8581
2.7249,12.2303,12.3353,14.7519,169.3842,27.645,149.1668,73.309,4.3864,73.2978,4.3817,255.1576,50.9606,85.5738,31.8432
2.731,12.2343,12.3464,14.7388,169.3643,27.6631,149.1624,73.2974,4.3854,73.3122,4.373,255.1567,50.9758,85.5569,31.8655
2.7371,12.2281,12.3359,14.7516,169.3967,27.6508,149.178,73.3107,4.3991,73.2837,4.4144,255.1553,50.9773,85.54,31.8587
2.7432,12.227,12.3412,14.747,169.3762,27.6434,149.1671,73.3208,4.3808,73.3157,4.4148,255.1545,50.9599,85.5515,31.8561
2.7493,12.2267,12.3525,14.741,169.3982,27.6594,149.162,73.3211,4.397,73.299,4.3737,255.1579,50.9864,85.5507,31.8652
2.7555,12.2505,12.3418,14.725,169.6284,27.6418,149.3858,73.2877,4.3773,73.2648,4.3982,255.3578,51.0093,85.5835,31.8751
2.7616,12.2292,12.3165,14.7245,169.6299,27.6455,149.384,73.2559,4.3723,73.2869,4.3812,255.3725,50.9917,85.575,31.8879
2.7677,12.246,12.3317,14.7388,169.6333,27.6494,149.3591,73.2851,4.3963,73.2966,4.3923,255.3878,50.9856,85.5725,31.882
2.7738,12.2374,12.3395,14.7305,169.6253,27.6516,149.3762,73.2862,4.3874,73.2801,4.3864,255.3705,50.9843,85.5707,31.8829
2.7799,12.2287,12.3248,14.7294,169.6179,27.6498,149.3866,73.2757,4.4095,73.2851,4.3857,255.3737,50.9816,85.5873,31.8683
2.786,12.238,12.3297,14.7485,169.6127,27.6632,149.3714,73.3064,4.3732,73.2732,4.3918,255.3798,50.9937,85.5588,31.8605
2.7921,12.2359,12.3346,14.7469,169.6165,27.6385,149.3977,73.288,4.3992,73.2954,4.371,255.3634,51.0013,85.5714,31.8559
2.7982,12.2452,12.3516,14.7325,169.6192,27.6457,149.3836,73.2928,4.395,73.2943,4.3898,255.3667,51.0096,85.5816,31.8724
2.8043,12.1968,12.2899,14.6875,173.5845,27.5322,152.7906,72.9509,4.3722,72.9189,4.368,258.7253,51.292,85.7753,31.917
2.8104,12.1935,12.2834,14.6907,173.6043,27.557,152.7729,72.9422,4.3685,72.9414,4.3585,258.7269,51.2927,85.7699,31.9274
2.8165,12.1963,12.2942,14.6932,173.5965,27.5619,152.7785,72.9301,4.3616,72.9245,4.3557,258.6945,51.2855,85.7944,31.9293
2.8226,12.2109,12.3147,14.6835,173.614,27.5465,152.7903,72.9282,4.3695,72.9195,4.3661,258.7013,51.2997,85.7508,31.9305
2.8287,12.2205,12.3053,14.6966,173.5818,27.5611,152.7883,72.952,4.3608,72.9329,4.3631,258.7001,51.2887,85.7782,31.9225
2.8348,12.1957,12.2956,14.7061,173.5905,27.5547,152.7941,72.9275,4.3756,72.9214,4.3686,258.7205,51.2864,85.766,31.9315
2.8409,12.1962,12.31,14.6922,173.5907,27.5513,152.7775,72.9417,4.3589,72.9179,4.3569,258.7141,51.2681,85.77,31.9426
2.847,12.1937,12.305,14.6986,173.6078,27.531,152.7816,72.9356,4.3754,72.919,4.3772,258.7048,51.2981,85.7664,31.9227
2.8532,12.1208,12.2382,14.6158,180.0229,27.3906,158.3262,72.4041,4.3268,72.3577,4.3377,264.574,51.7836,86.0983,31.9675
2.8593,12.128,12.2372,14.5999,180.03,27.3868,158.3156,72.3841,4.3467,72.3561,4.3261,264.5742,51.7702,86.0934,31.9888
2.8654,12.1328,12.2357,14.6154,180.0349,27.3785,158.3081,72.3919,4.3347,72.3736,4.339,264.5754,51.7655,86.082,31.9827
2.8715,12.1457,12.2263,14.6153,180.0258,27.3974,158.3015,72.3807,4.3269,72.3364,4.3426,264.5748,51.7827,86.0736,31.983
2.8776,12.1354,12.2412,14.61,180.0295,27.3795,158.3268,72.3815,4.3338,72.3728,4.3426,264.5846,51.7746,86.0982,31.9692
2.8837,12.1441,12.2294,14.5911,180.0045,27.3696,158.3266,72.3897,4.3275,72.3634,4.3255,264.5772,51.7764,86.0848,31.9799
2.8898,12.1424,12.2287,14.5988,180.0141,27.4028,158.2996,72.3679,4.3455,72.3602,4.3289,264.5888,51.7676,86.0828,31.9766
