hemodynamics fdo2 value,bgDO2,caSys_pCO2,cvSys_pCO2,cvSys_pO2,caSys_pO2,caSys_HCO3,cvSys_HCO3,caSys_O2sat,cvSys_O2sat,caSys_pH,cvSys_pH,caSys_BE
0.3753,1266.373,32.0398,41.2407,47.4581,136.6102,22.4011,23.7581,98.9325,82.9366,7.4852,7.374,-1.2552
0.3761,1266.384,32.0359,41.2637,47.4871,136.5939,22.4024,23.7458,98.9484,82.9312,7.4646,7.3808,-1.241
0.3769,1266.3761,32.027,41.2507,47.4751,136.6191,22.39,23.7468,98.9402,82.9337,7.4739,7.3939,-1.2596
0.3776,1266.3769,32.0505,41.2443,47.4748,136.603,22.402,23.7422,98.9397,82.9285,7.4712,7.3803,-1.2484
0.3784,1266.3718,32.0425,41.2297,47.4909,136.6111,22.4103,23.7618,98.9498,82.936,7.4637,7.3667,-1.2514
0.3792,1266.3784,32.0417,41.2256,47.4795,136.6257,22.3973,23.7421,98.9384,82.9131,7.4631,7.3917,-1.2317
0.38,1266.3637,32.0307,41.234,47.4667,136.6302,22.4021,23.7332,98.945,82.9268,7.458,7.3788,-1.2291
0.3808,1266.3988,32.0598,41.2643,47.4948,136.6098,22.3976,23.7551,98.9248,82.923,7.4723,7.3717,-1.2582
0.3816,1266.3724,32.0258,41.2367,47.4886,136.6126,22.4021,23.7528,98.949,82.9354,7.4758,7.3735,-1.2459
0.3824,1266.3959,32.0476,41.2313,47.4718,136.6103,22.4228,23.767,98.9479,82.9376,7.4643,7.3796,-1.2625
0.3832,1266.3806,32.0377,41.2197,47.4725,136.6221,22.3983,23.7462,98.9324,82.9269,7.4733,7.3764,-1.2487
0.384,1266.3771,32.038,41.2394,47.497,136.6144,22.3939,23.7371,98.9448,82.9277,7.4653,7.3637,-1.2574
0.3848,1266.3917,32.0534,41.225,47.4882,136.6105,22.4178,23.7612,98.9421,82.9138,7.4801,7.3675,-1.2448
0.3856,1266.3634,32.0479,41.2049,47.4617,136.6128,22.4014,23.7374,98.9448,82.9273,7.489,7.3823,-1.2507
0.3863,1266.3814,32.0582,41.2422,47.482,136.6057,22.4148,23.7478,98.9445,82.9235,7.4683,7.3956,-1.2445
0.3871,1266.3604,32.0388,41.232,47.4815,136.6323,22.4278,23.7603,98.9593,82.929,7.4855,7.372,-1.2648
0.3879,1266.3712,32.0308,41.2307,47.4718,136.6145,22.4158,23.7319,98.9251,82.9298,7.4604,7.3826,-1.2643
0.3887,1266.3744,32.0388,41.2496,47.4805,136.6113,22.4026,23.7552,98.9404,82.9236,7.4614,7.3777,-1.2414
0.3895,1266.3854,32.0197,41.2209,47.4853,136.6332,22.4031,23.7464,98.9307,82.9188,7.4485,7.3835,-1.2429
0.3903,1266.3845,32.039,41.2346,47.4838,136.6267,22.3966,23.7506,98.9411,82.9233,7.4666,7.389,-1.2434
0.3911,1266.3936,32.0445,41.2353,47.4878,136.6244,22.4048,23.7587,98.942,82.9266,7.4742,7.3779,-1.25
0.3919,1266.3839,32.0152,41.2312,47.4821,136.618,22.3887,23.743,98.935,82.939,7.4599,7.3654,-1.2393
0.3927,1266.382,32.0473,41.2388,47.4936,136.6328,22.3971,23.7302,98.9566,82.9629,7.4724,7.38,-1.2567
0.3935,1266.3809,32.0409,41.2452,47.5012,136.6309,22.3942,23.7467,98.93,82.9165,7.4674,7.3805,-1.2287
0.3943,1266.3619,32.0466,41.2423,47.4857,136.6273,22.3931,23.774,98.9257,82.921,7.4652,7.3734,-1.239
0.395,1266.912,32.0436,41.2519,47.5195,137.6656,22.4113,23.7452,98.956,82.9916,7.4485,7.3964,-1.2522
0.3958,1266.8896,32.0456,41.2229,47.5173,137.6774,22.3913,23.7513,98.9642,82.9635,7.462,7.3931,-1.2409
0.3966,1266.9045,32.0389,41.2247,47.5342,137.6863,22.3989,23.7671,98.9542,82.9689,7.4785,7.3624,-1.2479
0.3974,1266.9285,32.0418,41.2574,47.5311,137.672,22.394,23.7621,98.9707,82.976,7.4763,7.3724,-1.2282
0.3982,1266.902,32.0517,41.2316,47.5314,137.6803,22.4039,23.7507,98.9427,82.9732,7.4593,7.3818,-1.259
0.399,1266.9182,32.0338,41.2349,47.5186,137.6764,22.3923,23.7431,98.95,82.9636,7.4782,7.3768,-1.2543
0.3998,1266.9134,32.0558,41.2341,47.5148,137.6797,22.4017,23.7549,98.9723,82.9782,7.4646,7.3713,-1.242
0.4006,1266.917,32.03,41.2386,47.5067,137.6808,22.403,23.7415,98.9577,82.9755,7.4584,7.3685,-1.261
0.4014,1266.9079,32.0251,41.2416,47.5219,137.6773,22.4087,23.7495,98.9643,82.9764,7.4666,7.3837,-1.2516
0.4022,1266.914,32.0445,41.2477,47.5276,137.686,22.3894,23.7273,98.9554,82.9764,7.4731,7.3927,-1.239
0.403,1266.9057,32.0464,41.248,47.5235,137.6897,22.4061,23.752,98.9551,82.9703,7.4711,7.3968,-1.2529
0.4037,1266.9148,32.0515,41.2443,47.5284,137.6908,22.4029,23.7522,98.9686,82.9653,7.4819,7.3958,-1.2504
0.4045,1266.8917,32.0402,41.2385,47.528,137.67,22.403,23.7576,98.9754,82.9709,7.4697,7.3944,-1.2546
0.4053,1266.9157,32.0443,41.2282,47.5327,137.6683,22.4129,23.7481,98.9737,82.9686,7.4784,7.3858,-1.2601
0.4061,1266.9164,32.049,41.2321,47.5407,137.6676,22.3971,23.7677,98.9712,82.9629,7.4778,7.3761,-1.2279
0.4069,1266.9145,32.0235,41.2525,47.5253,137.682,22.3931,23.7475,98.9478,82.9572,7.4691,7.3702,-1.2583
0.4077,1266.9053,32.0423,41.2424,47.5469,137.6684,22.3918,23.7342,98.9546,82.958,7.4843,7.3647,-1.2341
0.4085,1266.9055,32.0354,41.2504,47.5152,137.7092,22.4077,23.7497,98.9656,82.9634,7.4595,7.3713,-1.2513
0.4093,1266.91,32.0456,41.2532,47.547,137.6839,22.4038,23.7675,98.9519,82.9564,7.4461,7.3896,-1.2464
0.4101,1266.9342,32.0269,41.2268,47.524,137.6918,22.3945,23.7412,98.9663,82.9802,7.4661,7.3943,-1.242
0.4109,1266.9015,32.0281,41.2292,47.5298,137.6933,22.4063,23.7557,98.9555,82.9714,7.4514,7.3811,-1.2538
0.4117,1266.9251,32.0508,41.2325,47.5311,137.6829,22.4004,23.7592,98.9586,82.9667,7.4526,7.3715,-1.2458
0.4124,1266.9235,32.0267,41.2575,47.5117,137.698,22.4068,23.7458,98.9585,82.9731,7.4518,7.3969,-1.241
0.4132,1266.9135,32.0319,41.251,47.5373,137.6785,22.3932,23.7366,98.9607,82.9534,7.4567,7.3966,-1.2593
0.414,1266.9171,32.0605,41.239,47.5424,137.6719,22.398,23.764,98.9556,82.9631,7.4769,7.3825,-1.2552
0.4148,1266.9109,32.0152,41.2579,47.5287,137.6762,22.4057,23.7444,98.9638,82.9633,7.4886,7.3728,-1.2538
0.4156,1266.9077,32.0338,41.2521,47.5393,137.6758,22.3972,23.7544,98.9771,82.9687,7.4603,7.3725,-1.2475
0.4164,1266.9167,32.036,41.2419,47.5057,137.6874,22.3909,23.7408,98.9459,82.9687,7.4845,7.3922,-1.2528
0.4172,1266.9048,32.0449,41.2419,47.518,137.6906,22.4021,23.7586,98.962,82.9632,7.4802,7.3789,-1.2577
0.418,1266.9074,32.0313,41.2565,47.544,137.6705,22.4063,23.7541,98.9477,82.9632,7.4834,7.3695,-1.2533
0.4188,1266.91,32.0419,41.2406,47.535,137.6813,22.397,23.7457,98.9324,82.9707,7.4763,7.3834,-1.2414
0.4196,1266.9377,32.0707,41.2315,47.5413,137.6849,22.4018,23.7483,98.9575,82.9595,7.4901,7.3612,-1.2545
0.4204,1266.9201,32.0386,41.2403,47.5287,137.7192,22.4029,23.7563,98.9622,82.9638,7.4573,7.3977,-1.2552
0.4211,1266.9361,32.0375,41.2342,47.5288,137.7557,22.394,23.7499,98.9487,82.981,7.4856,7.3722,-1.2343
0.4219,1266.9401,32.0452,41.251,47.5196,137.7422,22.3936,23.7447,98.9546,82.9746,7.4614,7.405,-1.2506
0.4227,1266.9311,32.0323,41.2328,47.5253,137.7321,22.3943,23.736,98.9651,82.9901,7.48,7.3731,-1.2602
0.4235,1266.9273,32.0379,41.23,47.532,137.7508,22.3778,23.77,98.9618,82.9741,7.4797,7.3929,-1.2658
0.4243,1266.9405,32.0422,41.2406,47.5274,137.737,22.4056,23.7453,98.9634,82.9769,7.4712,7.3942,-1.2723
0.4251,1269.785,32.0231,41.2587,47.8126,144.0095,22.3881,23.7344,99.0693,83.1881,7.4455,7.3905,-1.2535
0.4259,1269.773,32.0612,41.2377,47.7926,144.0071,22.401,23.7547,99.0863,83.2021,7.47,7.3749,-1.2615
0.4267,1269.7759,32.0347,41.2489,47.7806,144.0148,22.4143,23.738,99.1016,83.2134,7.4741,7.3897,-1.2687
0.4275,1269.7793,32.0431,41.2516,47.7909,143.9885,22.4067,23.7441,99.0751,83.191,7.466,7.3878,-1.2599
0.4283,1269.7813,32.0468,41.2502,47.8326,144.0092,22.4084,23.7453,99.0782,83.1856,7.4608,7.3734,-1.2499
0.429,1269.7841,32.0451,41.2537,47.8222,144.0018,22.398,23.7424,99.0722,83.1993,7.4743,7.3777,-1.2557
0.4298,1269.7847,32.0358,41.2572,47.799,143.9973,22.4159,23.7487,99.0869,83.1753,7.4848,7.3516,-1.2374
0.4306,1269.7662,32.0469,41.2497,47.7872,143.9933,22.3965,23.7477,99.0718,83.1773,7.4953,7.3673,-1.2372
0.4314,1269.7821,32.0376,41.2383,47.8047,143.9888,22.3941,23.7529,99.0989,83.197,7.4764,7.3543,-1.2514
0.4322,1269.7732,32.0429,41.2545,47.7783,144.0137,22.401,23.7516,99.0662,83.1972,7.4828,7.3691,-1.2449
0.433,1269.7767,32.0349,41.2522,47.7809,144.0052,22.3871,23.7581,99.0676,83.1791,7.4684,7.389,-1.2511
0.4338,1269.7795,32.0371,41.2427,47.7851,144.0026,22.3961,23.7572,99.0834,83.2037,7.4838,7.3724,-1.2383
0.4346,1269.7844,32.0301,41.2471,47.7996,144.0061,22.4004,23.7512,99.0792,83.1776,7.4592,7.3874,-1.2417
0.4354,1269.7901,32.0425,41.2584,47.8029,144.018,22.3964,23.7489,99.0859,83.1978,7.4526,7.3716,-1.2546
0.4362,1269.7678,32.0333,41.2685,47.805,143.9886,22.4051,23.7322,99.0937,83.2059,7.4705,7.3822,-1.2452
0.437,1269.7913,32.0402,41.2493,47.7923,143.9975,22.4043,23.7605,99.0647,83.1964,7.466,7.384,-1.2488
0.4377,1269.802,32.0488,41.255,47.7922,143.9865,22.403,23.7316,99.0691,83.1826,7.4597,7.3854,-1.257
0.4385,1269.7763,32.0262,41.2451,47.8,143.9987,22.4001,23.7543,99.0857,83.1924,7.4626,7.3743,-1.2541
0.4393,1269.7907,32.0349,41.2365,47.8142,143.9998,22.3988,23.7392,99.0787,83.2006,7.4823,7.3792,-1.2561
0.4401,1269.7909,32.0455,41.2391,47.806,143.9871,22.4016,23.7463,99.0974,83.1944,7.4842,7.369,-1.2489
0.4409,1269.7672,32.0255,41.2579,47.8072,143.9831,22.4166,23.7611,99.0802,83.1859,7.4716,7.3838,-1.2546
0.4417,1269.788,32.0467,41.2375,47.8157,144.0075,22.3912,23.7489,99.1029,83.201,7.4702,7.3924,-1.2524
0.4425,1269.7891,32.0376,41.2563,47.796,143.985,22.4062,23.7609,99.0833,83.1821,7.4509,7.3612,-1.2507
0.4433,1269.7676,32.0376,41.2488,47.7964,144.0074,22.4031,23.7543,99.0879,83.19,7.4712,7.3869,-1.2578
0.4441,1269.7822,32.0414,41.2552,47.7939,144.0124,22.4192,23.761,99.0864,83.2019,7.4846,7.3781,-1.2604
0.4449,1269.7873,32.0412,41.2419,47.7922,143.987,22.3925,23.7608,99.0731,83.1839,7.4724,7.387,-1.2486
0.4457,1269.7796,32.045,41.2723,47.7953,144.0086,22.397,23.7387,99.0869,83.1825,7.4588,7.3667,-1.2485
0.4464,1269.7716,32.0398,41.249,47.8226,143.9931,22.4115,23.7619,99.0768,83.2039,7.4752,7.3878,-1.2437
0.4472,1269.7819,32.0497,41.2413,47.7841,143.9863,22.4031,23.7501,99.0791,83.1861,7.4707,7.3718,-1.2629
0.448,1269.7976,32.0367,41.2573,47.814,144.0096,22.3955,23.7453,99.0713,83.1864,7.4879,7.3651,-1.2549
0.4488,1269.7834,32.0391,41.2586,47.8217,144.0034,22.3959,23.7593,99.0726,83.2028,7.4803,7.3835,-1.2346
0.4496,1269.786,32.0176,41.2599,47.8072,143.986,22.4055,23.7402,99.078,83.1835,7.4698,7.3717,-1.2551
0.4504,1269.7855,32.0291,41.2683,47.8004,144.0302,22.3987,23.7675,99.0847,83.1857,7.4732,7.3626,-1.234
0.4512,1269.7677,32.045,41.2592,47.7996,144.023,22.3981,23.7431,99.075,83.1646,7.4602,7.3863,-1.2502
0.452,1269.7906,32.0409,41.2536,47.8076,144.0412,22.3868,23.7537,99.0885,83.1997,7.4794,7.3661,-1.2571
0.4528,1269.7896,32.0628,41.2489,47.8092,144.0261,22.4058,23.7639,99.0856,83.1954,7.4618,7.3758,-1.2522
0.4536,1269.8051,32.0423,41.2592,47.785,144.0259,22.395,23.7407,99.1032,83.1999,7.4714,7.3791,-1.2544
0.4544,1269.8108,32.054,41.2498,47.7844,144.0427,22.4014,23.7498,99.076,83.1907,7.4669,7.389,-1.254
0.4551,1271.0702,32.0421,41.2426,47.9251,147.0765,22.3851,23.7511,99.1146,83.2978,7.4785,7.3878,-1.2356
0.4559,1271.0756,32.0373,41.2506,47.9389,147.0907,22.4072,23.7515,99.1326,83.3144,7.4664,7.373,-1.2674
0.4567,1271.082,32.0496,41.2454,47.9348,147.0677,22.4024,23.7674,99.1287,83.2999,7.4598,7.387,-1.2433
0.4575,1271.0714,32.0374,41.2453,47.9187,147.0611,22.4046,23.7662,99.1329,83.2965,7.4705,7.375,-1.2522
0.4583,1271.0682,32.0343,41.2576,47.9408,147.0566,22.397,23.7258,99.1464,83.2786,7.476,7.4033,-1.2582
0.4591,1271.089,32.0326,41.2501,47.9235,147.0855,22.4152,23.7406,99.1112,83.3191,7.4734,7.3766,-1.2668
0.4599,1271.0784,32.0305,41.2416,47.9334,147.0846,22.39,23.7395,99.1304,83.2999,7.4646,7.3932,-1.2289
0.4607,1271.0767,32.0356,41.2581,47.948,147.0801,22.4062,23.7401,99.1285,83.3075,7.4758,7.3767,-1.25
0.4615,1271.0673,32.0425,41.2599,47.9225,147.0864,22.4091,23.7544,99.1354,83.2894,7.4812,7.383,-1.2565
0.4623,1271.0724,32.0381,41.2568,47.9209,147.0717,22.4125,23.7529,99.1316,83.3139,7.4649,7.3707,-1.2409
0.4631,1271.0704,32.0358,41.2409,47.941,147.0555,22.4051,23.7443,99.1445,83.2932,7.4574,7.3624,-1.2435
0.4638,1271.0832,32.0392,41.246,47.9158,147.1014,22.4156,23.7385,99.139,83.3028,7.4648,7.3839,-1.2783
0.4646,1271.0729,32.0377,41.2469,47.9068,147.1002,22.39,23.7496,99.1333,83.3009,7.4693,7.3755,-1.246
0.4654,1271.0652,32.0304,41.2411,47.9281,147.0621,22.3746,23.7345,99.1166,83.2911,7.476,7.3798,-1.2632
0.4662,1271.0741,32.0349,41.2553,47.9276,147.0785,22.4049,23.7599,99.1352,83.3111,7.4553,7.3902,-1.2461
0.467,1271.0773,32.0486,41.2573,47.9331,147.0948,22.3897,23.7581,99.1404,83.2866,7.4706,7.3812,-1.2439
0.4678,1271.0789,32.0496,41.2456,47.9244,147.0752,22.3904,23.7545,99.1235,83.3097,7.4609,7.3841,-1.2611
0.4686,1271.0632,32.034,41.2458,47.9375,147.0867,22.3955,23.745,99.1147,83.3147,7.4756,7.3592,-1.2573
0.4694,1271.0798,32.035,41.2652,47.9183,147.087,22.4186,23.7618,99.1313,83.303,7.4708,7.399,-1.2568
0.4702,1271.0656,32.0376,41.2504,47.9234,147.0771,22.4115,23.7376,99.121,83.2861,7.4628,7.3728,-1.2445
0.471,1271.0767,32.0505,41.2526,47.915,147.096,22.4075,23.7548,99.1357,83.2992,7.4713,7.3734,-1.2504
0.4718,1271.0628,32.0534,41.2445,47.9344,147.0789,22.4015,23.7326,99.1344,83.2881,7.4704,7.3738,-1.2341
0.4725,1271.076,32.0443,41.2635,47.9409,147.087,22.4093,23.736,99.1242,83.2923,7.4606,7.38,-1.2365
0.4733,1271.0613,32.0262,41.2615,47.9098,147.0687,22.3908,23.7646,99.1384,83.2943,7.476,7.3866,-1.245
0.4741,1271.0727,32.0559,41.245,47.9293,147.0804,22.3902,23.7462,99.1254,83.3023,7.4628,7.3766,-1.2478
0.4749,1271.0792,32.0401,41.2595,47.9249,147.0906,22.3914,23.7496,99.1455,83.3061,7.4592,7.3684,-1.2513
0.4757,1274.5947,32.0395,41.2477,48.3228,156.1063,22.3956,23.7583,99.254,83.617,7.4756,7.3792,-1.2607
0.4765,1274.594,32.0375,41.2609,48.3293,156.114,22.4235,23.738,99.2514,83.6227,7.4735,7.4085,-1.2708
0.4773,1274.6017,32.04,41.243,48.3254,156.0858,22.3951,23.7505,99.2716,83.6168,7.4773,7.3771,-1.2623
0.4781,1274.5842,32.0505,41.2601,48.3281,156.083,22.3978,23.7559,99.264,83.6024,7.4562,7.3863,-1.2699
0.4789,1274.616,32.0386,41.2409,48.3031,156.1053,22.3869,23.7678,99.261,83.6008,7.4575,7.3838,-1.2545
0.4797,1274.5913,32.017,41.2646,48.34,156.0952,22.4115,23.763,99.2685,83.5973,7.4654,7.3803,-1.2518
0.4805,1274.7921,32.0414,41.268,48.3268,156.5631,22.4008,23.7573,99.2713,83.6275,7.4543,7.3918,-1.2515
0.4812,1274.7809,32.0664,41.2707,48.3511,156.5588,22.3969,23.758,99.2531,83.6338,7.4835,7.3995,-1.2591
0.482,1274.7813,32.0214,41.2599,48.3375,156.5678,22.4044,23.7564,99.2674,83.6255,7.4696,7.3935,-1.2428
0.4828,1274.7787,32.032,41.2611,48.3425,156.583,22.3942,23.7684,99.2729,83.6287,7.4686,7.3822,-1.2543
0.4836,1274.7724,32.05,41.2696,48.3374,156.5587,22.4078,23.7459,99.2706,83.6161,7.4691,7.3776,-1.2499
0.4844,1274.7879,32.0356,41.2647,48.3243,156.5708,22.3882,23.765,99.2648,83.6327,7.4718,7.3675,-1.2408
0.4852,1274.7891,32.0491,41.2438,48.3225,156.5806,22.3938,23.7582,99.2568,83.6209,7.47,7.3849,-1.2454
0.486,1274.7762,32.0323,41.2647,48.36,156.5752,22.4018,23.7736,99.2668,83.6388,7.4606,7.3784,-1.2418
0.4868,1274.7725,32.0268,41.2503,48.3396,156.5596,22.3855,23.7785,99.2782,83.6233,7.4771,7.3765,-1.2729
0.4876,1274.7757,32.0339,41.2831,48.3483,156.5891,22.4082,23.7416,99.2744,83.6408,7.4633,7.363,-1.264
0.4884,1274.7666,32.0425,41.2556,48.3288,156.5787,22.4137,23.7604,99.2805,83.6234,7.4438,7.3837,-1.2589
0.4891,1274.7468,32.0324,41.274,48.3361,156.551,22.3922,23.7598,99.263,83.6247,7.4565,7.389,-1.2344
0.4899,1274.7794,32.0307,41.2536,48.3215,156.5789,22.3957,23.7393,99.2599,83.6241,7.4461,7.3907,-1.246
0.4907,1274.7687,32.0447,41.2647,48.3297,156.5702,22.3876,23.7664,99.2703,83.6416,7.4829,7.3898,-1.2835
0.4915,1274.8021,32.0365,41.2666,48.3395,156.5751,22.3935,23.7453,99.2597,83.652,7.4657,7.3805,-1.2595
0.4923,1274.7693,32.0341,41.2794,48.3295,156.5731,22.392,23.7431,99.2701,83.6329,7.4666,7.3856,-1.2597
0.4931,1274.7733,32.0439,41.2432,48.3263,156.5553,22.4096,23.7345,99.2622,83.6305,7.4674,7.3886,-1.2638
0.4939,1274.7922,32.0502,41.2603,48.3325,156.5604,22.4099,23.7695,99.2723,83.6159,7.4737,7.3851,-1.2643
0.4947,1274.7712,32.032,41.2798,48.3571,156.5682,22.3995,23.7434,99.2798,83.6328,7.4826,7.3667,-1.2613
0.4955,1274.7915,32.0379,41.2429,48.3604,156.5756,22.4065,23.7458,99.2724,83.6294,7.4721,7.389,-1.268
0.4963,1274.7809,32.0598,41.2563,48.3244,156.5532,22.41,23.7371,99.2659,83.6285,7.4737,7.3939,-1.2481
0.4971,1274.7778,32.0329,41.2518,48.3242,156.5687,22.4049,23.765,99.2703,83.6386,7.4531,7.3972,-1.2671
0.4978,1274.7829,32.0459,41.272,48.3366,156.5807,22.3995,23.7452,99.2555,83.6156,7.464,7.377,-1.2498
0.4986,1274.7843,32.0347,41.267,48.3537,156.5778,22.3903,23.7627,99.2533,83.6447,7.4776,7.3717,-1.2633
0.4994,1274.7784,32.0615,41.2639,48.3447,156.5745,22.4105,23.7436,99.2696,83.6252,7.4837,7.3782,-1.2716
0.5002,1274.7964,32.0527,41.2516,48.3489,156.6019,22.4142,23.758,99.2788,83.6458,7.4798,7.3614,-1.2583
0.501,1274.7985,32.049,41.2528,48.3535,156.6113,22.3972,23.7462,99.2935,83.6477,7.4763,7.3755,-1.269
0.5018,1274.7931,32.0618,41.2454,48.3226,156.6105,22.3997,23.7449,99.2623,83.6316,7.4781,7.3786,-1.2668
0.5026,1274.8069,32.0373,41.2746,48.3296,156.6092,22.3988,23.7468,99.2655,83.631,7.485,7.376,-1.2699
0.5034,1274.793,32.0437,41.2638,48.3339,156.6365,22.3836,23.7474,99.2625,83.6437,7.4652,7.3814,-1.2449
0.5042,1274.7918,32.0476,41.2654,48.3718,156.6069,22.4024,23.7505,99.2839,83.6322,7.4716,7.3664,-1.2528
0.505,1274.7783,32.042,41.257,48.3346,156.5933,22.4078,23.7536,99.2823,83.6261,7.4659,7.3644,-1.2604
0.5058,1275.5588,32.0468,41.2557,48.4212,158.6864,22.4185,23.7579,99.2811,83.6751,7.4549,7.3822,-1.2657
0.5065,1275.5448,32.0291,41.2477,48.4214,158.6989,22.396,23.7433,99.3016,83.6933,7.4677,7.3897,-1.2525
0.5073,1275.5588,32.0524,41.2666,48.404,158.6985,22.3912,23.7589,99.2842,83.6977,7.4935,7.3738,-1.2623
0.5081,1275.5605,32.046,41.2611,48.419,158.6836,22.3884,23.7473,99.2905,83.7071,7.4746,7.3862,-1.28
0.5089,1275.5518,32.0423,41.2695,48.4135,158.6821,22.4068,23.7435,99.292,83.6878,7.4633,7.3873,-1.2612
0.5097,1275.5615,32.0382,41.2674,48.4214,158.6823,22.4056,23.7559,99.3004,83.6705,7.486,7.3599,-1.2482
0.5105,1275.5697,32.0223,41.262,48.4232,158.6776,22.4036,23.7554,99.2953,83.6914,7.4686,7.3872,-1.2461
0.5113,1275.5525,32.0503,41.2411,48.3927,158.6969,22.4013,23.7618,99.3011,83.6817,7.4556,7.3823,-1.2612
0.5121,1275.5621,32.0435,41.2434,48.4298,158.6733,22.4101,23.7472,99.3168,83.7037,7.4495,7.3683,-1.266
0.5129,1275.5663,32.0567,41.2644,48.4264,158.6909,22.3953,23.7413,99.2895,83.6706,7.4696,7.369,-1.2592
0.5137,1275.5739,32.0364,41.2601,48.4275,158.6866,22.3899,23.756,99.2841,83.682,7.4737,7.3844,-1.2649
0.5145,1275.5489,32.0461,41.2554,48.4182,158.6904,22.394,23.75,99.2849,83.6787,7.4604,7.3753,-1.2615
0.5152,1275.5654,32.0525,41.2611,48.4098,158.6938,22.397,23.7595,99.2818,83.709,7.4821,7.3804,-1.2565
0.516,1275.557,32.0502,41.2559,48.4138,158.6841,22.4004,23.7509,99.2973,83.6996,7.473,7.3712,-1.2461
0.5168,1275.5514,32.0414,41.2666,48.4274,158.6973,22.3948,23.7593,99.2684,83.6896,7.486,7.3866,-1.2498
0.5176,1275.5609,32.0431,41.254,48.4059,158.6821,22.3913,23.7315,99.2819,83.7029,7.4786,7.369,-1.2648
0.5184,1275.5607,32.0511,41.2571,48.4122,158.6833,22.4142,23.7529,99.2873,83.6931,7.4615,7.3811,-1.271
0.5192,1275.5466,32.0516,41.2563,48.421,158.7027,22.4078,23.7414,99.2933,83.7008,7.4594,7.3757,-1.262
0.52,1275.5672,32.031,41.2581,48.4035,158.6935,22.4011,23.7706,99.2965,83.6907,7.4606,7.3912,-1.2658
0.5208,1275.6189,32.0355,41.2606,48.4247,158.8625,22.3875,23.7429,99.2977,83.6871,7.4922,7.3753,-1.2401
0.5216,1275.6296,32.0363,41.2719,48.4209,158.8725,22.4076,23.754,99.3022,83.6922,7.4805,7.3789,-1.2532
0.5224,1275.613,32.032,41.2541,48.4252,158.8702,22.3838,23.7538,99.3044,83.7013,7.4825,7.381,-1.2461
0.5232,1275.6413,32.0526,41.2677,48.4461,158.8775,22.386,23.744,99.2845,83.6956,7.4689,7.3776,-1.2472
0.5239,1275.6253,32.0369,41.2718,48.4367,158.8883,22.3921,23.7592,99.304,83.7159,7.4933,7.3816,-1.2825
0.5247,1275.6153,32.0538,41.2658,48.436,158.8786,22.3958,23.7524,99.2868,83.7141,7.4682,7.3636,-1.255
0.5255,1278.8425,32.0548,41.2701,48.7325,168.0206,22.4123,23.7497,99.3968,83.934,7.4693,7.3798,-1.2569
0.5263,1278.8489,32.0403,41.2843,48.7138,168.0028,22.4035,23.772,99.3998,83.9268,7.4646,7.379,-1.2544
0.5271,1278.8377,32.0514,41.2839,48.7232,168.009,22.3879,23.7489,99.4025,83.9576,7.4734,7.3767,-1.2524
0.5279,1278.8461,32.0465,41.2558,48.7081,168.0229,22.4013,23.7555,99.3883,83.924,7.4768,7.3704,-1.2608
0.5287,1278.8482,32.0536,41.2608,48.7328,168.0157,22.4068,23.753,99.3849,83.9355,7.4847,7.3966,-1.2698
0.5295,1278.8546,32.0386,41.26,48.7298,168.0047,22.3896,23.7583,99.415,83.9305,7.4692,7.3886,-1.2531
0.5303,1278.8638,32.0623,41.2632,48.714,168.1212,22.3909,23.7529,99.3884,83.9329,7.4745,7.378,-1.2631
0.5311,1278.8646,32.0516,41.2781,48.7205,168.105,22.3944,23.7591,99.4146,83.9237,7.4665,7.379,-1.2546
0.5319,1278.8919,32.0272,41.2654,48.727,168.1165,22.3892,23.7411,99.4083,83.9314,7.4696,7.383,-1.2629
0.5326,1278.8767,32.0759,41.2658,48.7048,168.1006,22.4063,23.7322,99.4064,83.9242,7.4668,7.3737,-1.2546
0.5334,1278.8978,32.0381,41.2649,48.7241,168.103,22.3925,23.7524,99.3912,83.9264,7.4512,7.3885,-1.2624
0.5342,1278.8817,32.0539,41.2539,48.7253,168.118,22.392,23.7546,99.4088,83.9271,7.4785,7.392,-1.2472
0.535,1278.89,32.0661,41.2617,48.7012,168.1045,22.4003,23.7579,99.3927,83.934,7.4953,7.3986,-1.2393
0.5358,1278.8907,32.0491,41.2476,48.7224,168.0988,22.4047,23.7314,99.3972,83.9291,7.4779,7.3771,-1.2685
0.5366,1278.8878,32.0459,41.2517,48.7191,168.1145,22.3996,23.7576,99.4059,83.9391,7.4778,7.3914,-1.2588
0.5374,1278.8706,32.0524,41.2666,48.7259,168.109,22.4053,23.7588,99.3963,83.9101,7.448,7.3756,-1.2517
0.5382,1278.853,32.0464,41.2371,48.7137,168.1158,22.4015,23.7552,99.3932,83.9271,7.4616,7.3931,-1.2511
0.539,1278.8563,32.0457,41.2571,48.717,168.0953,22.3731,23.743,99.3975,83.9313,7.4766,7.3809,-1.2643
0.5398,1278.8695,32.0562,41.2526,48.7267,168.1155,22.3939,23.7485,99.3958,83.9414,7.471,7.3591,-1.2674
0.5406,1278.9025,32.0405,41.2405,48.7045,168.1273,22.4107,23.7568,99.3938,83.9143,7.458,7.3814,-1.2677
0.5413,1278.9061,32.0619,41.2659,48.7305,168.1362,22.4013,23.7304,99.4157,83.9202,7.4553,7.3879,-1.2625
