hemodynamics mvo2 value,caSys_pCO2,cvSys_pCO2,caSys_HCO3,cvSys_HCO3,caSys_BE,bgDO2,caSys_pH,cvSys_pH,cvSys_pO2,caSys_pO2,caSys_O2sat,cvSys_O2sat
694.1942,97.8009,123.5007,32.2518,36.0956,2.4851,1256.0164,7.1322,7.0793,25.066,118.3783,98.4181,44.8174
695.5956,97.9229,123.6687,32.2839,36.121,2.5063,1255.8883,7.1353,7.0848,25.057,118.1605,98.4347,44.7199
696.997,97.9892,123.7416,32.315,36.1233,2.5094,1255.8544,7.1601,7.0917,25.0204,118.1163,98.4133,44.6969
698.3984,97.9892,123.7188,32.2854,36.1267,2.5294,1255.8354,7.134,7.0787,25.0257,118.0971,98.4358,44.6684
699.7998,97.9745,123.7537,32.2886,36.1275,2.5231,1255.8397,7.12,7.1004,25.0011,118.0942,98.4165,44.6574
701.2012,97.9823,123.7548,32.2853,36.1161,2.5327,1255.8362,7.1386,7.078,25.0331,118.1102,98.4147,44.6717
702.6026,97.9983,123.7438,32.311,36.1237,2.5162,1255.847,7.1329,7.0838,25.0012,118.0975,98.4307,44.6794
704.004,98.0019,123.7215,32.2831,36.1131,2.515,1255.8386,7.141,7.1008,25.0013,118.1186,98.4304,44.677
705.4054,98.0175,123.7879,32.3098,36.1089,2.5329,1255.8087,7.1441,7.1074,25.0363,118.0466,98.4309,44.6684
706.8068,98.0661,123.8037,32.2979,36.1323,2.5276,1255.7944,7.1482,7.0657,25.0099,118.0355,98.3927,44.653
708.2082,98.1911,123.9811,32.3269,36.1664,2.5437,1255.6538,7.1244,7.1019,24.9838,117.8466,98.4229,44.5536
709.6096,98.495,124.354,32.3655,36.2115,2.585,1255.3446,7.1259,7.092,24.9124,117.4328,98.3845,44.3624
711.011,99.3031,125.3602,32.4779,36.3814,2.6765,1254.5114,7.1406,7.0803,24.7189,116.2955,98.3568,43.8325
712.4124,99.6348,125.7646,32.5334,36.4279,2.7088,1254.1773,7.1487,7.0979,24.6221,115.8311,98.3237,43.6178
713.8138,99.7417,125.9026,32.5605,36.4377,2.7146,1254.1061,7.1665,7.0826,24.6258,115.6796,98.3111,43.5621
715.2152,99.8624,126.0708,32.5803,36.4637,2.7133,1253.9279,7.132,7.0851,24.5925,115.5038,98.3204,43.4512
716.6166,99.9762,126.1949,32.6052,36.4852,2.7448,1253.8386,7.1627,7.0861,24.5558,115.3416,98.2937,43.408
718.018,100.5755,126.9561,32.6814,36.5872,2.814,1253.2169,7.1486,7.0845,24.4464,114.5532,98.2511,43.0223
719.4194,101.6523,128.2499,32.8409,36.7822,2.9104,1252.1183,7.1307,7.0981,24.2295,113.1079,98.2005,42.3944
720.8208,102.0244,128.6981,32.8999,36.8693,2.9721,1251.7481,7.1344,7.0741,24.1402,112.6106,98.1871,42.1586
722.2222,102.2117,128.9294,32.9231,36.9118,2.981,1251.5551,7.1212,7.0939,24.0861,112.3326,98.1842,42.0621
723.6236,102.3576,129.113,32.9566,36.9156,3.0058,1251.407,7.1469,7.0888,24.0629,112.1408,98.1664,41.9656
725.025,102.3687,129.1065,32.9485,36.9147,3.0013,1251.3719,7.1239,7.0716,24.048,112.1407,98.1681,41.9609
726.4264,102.4067,129.1608,32.9592,36.949,3.0025,1251.3582,7.146,7.0881,24.0382,112.0708,98.1727,41.9296
727.8278,102.4528,129.2382,32.9615,36.9456,3.0138,1251.3102,7.1257,7.1028,24.0413,112.0331,98.1722,41.8944
729.2292,102.5317,129.3203,32.9789,36.9609,3.0069,1251.2258,7.1225,7.0891,24.0036,111.8987,98.1632,41.8227
730.6306,102.8545,129.7633,33.0121,37.0245,3.0596,1250.8977,7.1427,7.0758,23.9049,111.4589,98.1515,41.5638
732.032,102.9827,129.8991,33.0194,37.0535,3.0671,1250.7887,7.1157,7.0715,23.8878,111.3157,98.1229,41.4918
733.4334,103.0211,129.9691,33.0401,37.0618,3.0779,1250.7315,7.1337,7.0844,23.8552,111.2607,98.1231,41.4382
734.8348,103.0118,129.9553,33.0291,37.0461,3.0737,1250.7361,7.1314,7.0906,23.8688,111.2662,98.1121,41.4374
736.2362,103.0328,129.9912,33.0523,37.0573,3.0837,1250.709,7.1135,7.0769,23.8378,111.2386,98.1381,41.4294
737.6376,103.1094,130.061,33.0554,37.0701,3.0761,1250.6557,7.1392,7.0826,23.8486,111.1514,98.1387,41.3751
739.039,103.1306,130.0979,33.0718,37.0705,3.0909,1250.6494,7.1401,7.0756,23.8189,111.1374,98.1219,41.3606
740.4404,103.4096,130.4583,33.0962,37.1307,3.1144,1250.3328,7.1169,7.0569,23.7529,110.7651,98.1006,41.1469
741.8418,103.9572,131.2086,33.1858,37.2478,3.175,1249.7432,7.1284,7.0732,23.6158,110.0078,98.063,40.6755
743.2432,104.2073,131.5151,33.2331,37.2876,3.1846,1249.4987,7.1169,7.0567,23.5577,109.706,98.0762,40.5438
744.6446,104.2753,131.6133,33.2526,37.3006,3.216,1249.4635,7.1164,7.0652,23.5124,109.6139,98.0456,40.4606
746.046,104.3288,131.6679,33.2547,37.3157,3.2288,1249.3691,7.1009,7.0712,23.5505,109.5625,98.0492,40.4433
747.4474,104.4282,131.8207,33.2568,37.3101,3.2377,1249.2468,7.1227,7.0714,23.4913,109.4177,98.0361,40.375
748.8488,104.5489,131.9542,33.2638,37.3575,3.2247,1249.1375,7.1265,7.0748,23.4712,109.2677,98.0492,40.3083
750.2503,105.2218,132.78,33.3761,37.4808,3.327,1248.3776,7.1063,7.0636,23.3296,108.4342,97.991,39.876
751.6517,105.3711,132.948,33.379,37.5008,3.3413,1248.2359,7.1164,7.0556,23.2935,108.2339,97.9626,39.7925
753.0531,105.4715,133.0552,33.4046,37.5221,3.3459,1248.1454,7.1259,7.0747,23.2636,108.1373,97.9665,39.7241
754.4545,105.4727,133.0804,33.3969,37.5308,3.3599,1248.1205,7.1113,7.0685,23.2643,108.0904,97.9743,39.7315
755.8559,105.4744,133.0823,33.4004,37.5402,3.3601,1248.1083,7.1195,7.0872,23.2751,108.0886,97.9778,39.7418
757.2573,105.5037,133.0876,33.3935,37.5391,3.3428,1248.1291,7.1305,7.0687,23.2562,108.0852,97.9747,39.7028
758.6587,105.4847,133.1186,33.4077,37.5285,3.3629,1248.1147,7.1191,7.0721,23.2386,108.083,97.9878,39.6557
760.0601,105.5135,133.2067,33.4042,37.5504,3.3658,1248.1021,7.1222,7.0712,23.2031,108.0786,97.9678,39.563
761.4615,105.5986,133.4979,33.4146,37.5773,3.3818,1248.0618,7.1181,7.0638,23.0537,108.0324,97.966,39.0896
762.8629,105.6217,133.5599,33.4192,37.6098,3.4094,1248.0662,7.1274,7.0649,23.0241,108.0167,97.979,39.0231
764.2643,105.6478,133.5918,33.4327,37.5918,3.4017,1248.0422,7.1198,7.0772,23.0236,107.9975,97.9686,38.9798
765.6657,105.7763,133.7737,33.4488,37.6263,3.4014,1247.9221,7.108,7.0803,22.9798,107.8541,97.9628,38.8499
767.0671,106.1171,134.2055,33.5155,37.7023,3.4472,1247.4967,7.1125,7.0783,22.8734,107.4226,97.9366,38.6109
768.4685,106.7393,134.9402,33.6121,37.8157,3.5068,1246.8159,7.1259,7.0845,22.7572,106.6982,97.8831,38.2364
769.8699,106.8841,135.1454,33.6188,37.8209,3.5363,1246.6166,7.1223,7.0687,22.7213,106.5122,97.8873,38.1338
771.2713,106.9877,135.2659,33.6603,37.8553,3.5476,1246.4805,7.1184,7.0805,22.7167,106.3707,97.8596,38.0823
772.6727,106.9891,135.2746,33.6554,37.8396,3.549,1246.4628,7.135,7.0727,22.6881,106.3703,97.8789,38.0637
774.0741,107.0301,135.3295,33.6468,37.8574,3.5418,1246.4515,7.1314,7.0529,22.6762,106.3216,97.8731,38.0532
775.4755,107.1178,135.4286,33.6537,37.8793,3.5666,1246.3156,7.1313,7.063,22.6525,106.2013,97.8478,37.985
776.8769,107.171,135.4938,33.6571,37.8862,3.5702,1246.2639,7.112,7.0584,22.6437,106.1405,97.8336,37.941
778.2783,107.1849,135.5122,33.6401,37.8933,3.5615,1246.2459,7.1062,7.0667,22.6552,106.1192,97.8407,37.9438
779.6797,107.1888,135.5419,33.674,37.9117,3.5753,1246.2309,7.1102,7.0775,22.6516,106.1171,97.8322,37.9436
781.0811,107.1754,135.5229,33.6685,37.9,3.5695,1246.223,7.1117,7.0852,22.6567,106.1272,97.8473,37.9462
782.4825,107.1962,135.5278,33.6663,37.8823,3.5636,1246.2404,7.1193,7.0726,22.6534,106.1131,97.8361,37.9444
783.8839,107.1622,135.5171,33.685,37.8877,3.5755,1246.2297,7.1211,7.058,22.6452,106.122,97.8229,37.9415
785.2853,107.2323,135.5652,33.6673,37.8924,3.5856,1246.1825,7.1229,7.0733,22.6527,106.087,97.846,37.9334
786.6867,107.3966,135.75,33.6909,37.9138,3.5911,1245.9989,7.1259,7.0528,22.6132,105.8675,97.8366,37.8525
788.0881,107.9548,136.3822,33.8044,38.0131,3.6375,1245.3328,7.1163,7.0671,22.5434,105.2075,97.7969,37.5898
789.4895,109.875,138.5891,34.0913,38.3549,3.856,1243.0386,7.1071,7.0727,22.2357,102.8028,97.6644,36.7428
790.8909,110.5928,139.3862,34.1813,38.4619,3.9201,1242.2098,7.1175,7.0765,22.1292,101.9632,97.6039,36.411
792.2923,111.0772,139.9929,34.2502,38.5663,3.9905,1241.5944,7.1177,7.0517,22.0444,101.3182,97.5536,36.1657
793.6937,111.3189,140.2167,34.2765,38.5803,4.0053,1241.3128,7.0991,7.0577,22.0188,101.0471,97.5571,36.0415
795.0951,111.6351,140.6351,34.3508,38.6585,4.0303,1240.9093,7.0968,7.0547,21.9367,100.6564,97.5119,35.8839
796.4965,111.7542,140.7546,34.3427,38.6677,4.0522,1240.7316,7.1163,7.0636,21.9144,100.5425,97.5021,35.781
797.8979,111.7772,140.8193,34.3498,38.6753,4.0639,1240.6714,7.1184,7.0665,21.9058,100.4968,97.5055,35.7842
799.2993,111.9612,141.0643,34.3875,38.7403,4.0846,1240.4128,7.1145,7.0708,21.8672,100.2599,97.4807,35.6372
800.7007,112.2599,141.3975,34.4372,38.7653,4.1051,1240.049,7.1078,7.0629,21.7859,99.9367,97.4711,35.456
802.1021,112.3437,141.5091,34.4423,38.7916,4.107,1239.8734,7.0923,7.0555,21.788,99.7797,97.4379,35.3843
803.5035,112.353,141.536,34.4451,38.7992,4.13,1239.8525,7.1144,7.0866,21.7875,99.7752,97.4527,35.3739
804.9049,112.3641,141.5454,34.4593,38.8011,4.1152,1239.8473,7.128,7.0572,21.7717,99.7439,97.4614,35.3606
806.3063,112.3834,141.544,34.4545,38.7914,4.1055,1239.8466,7.1066,7.0517,21.7699,99.7429,97.437,35.3532
807.7077,112.3747,141.5433,34.4475,38.7759,4.1164,1239.8382,7.1009,7.0334,21.7827,99.7588,97.4459,35.3718
809.1091,112.4109,141.5787,34.4341,38.7947,4.1233,1239.8255,7.115,7.0715,21.7603,99.7239,97.467,35.3754
810.5105,112.3949,141.611,34.4627,38.7931,4.1343,1239.7902,7.1012,7.0797,21.7601,99.6827,97.4499,35.3374
811.9119,112.5645,141.7669,34.4853,38.8177,4.1534,1239.5935,7.1119,7.0633,21.7423,99.5253,97.4208,35.2879
813.3133,112.888,142.1631,34.5368,38.8609,4.1785,1239.1479,7.0918,7.0683,21.6658,99.1283,97.4003,35.0598
814.7147,113.536,142.9097,34.6231,39.0019,4.2508,1238.2915,7.0953,7.0818,21.5553,98.3642,97.361,34.7325
816.1161,113.8226,143.2562,34.658,39.0412,4.2713,1237.8942,7.0962,7.0432,21.5007,98.0105,97.343,34.5716
817.5175,113.9547,143.4217,34.693,39.053,4.314,1237.7184,7.1085,7.0715,21.4768,97.8576,97.2997,34.489
818.9189,114.1772,143.6647,34.7226,39.1112,4.3233,1237.403,7.1038,7.0554,21.4177,97.6007,97.2872,34.3305
820.3203,114.3869,143.9307,34.7481,39.1647,4.3566,1237.0729,7.1129,7.0638,21.3693,97.3521,97.2493,34.208
821.7217,114.6003,144.232,34.7832,39.1889,4.3832,1236.7476,7.1012,7.0549,21.342,97.0413,97.2461,34.0471
823.1231,115.018,144.7222,34.8256,39.2515,4.4241,1236.1002,7.0868,7.0697,21.2258,96.5557,97.1968,33.7564
824.5245,115.6269,145.4665,34.9295,39.3779,4.5055,1235.1672,7.1043,7.063,21.0841,95.8558,97.131,33.3316
825.9259,117.5171,147.7921,35.2187,39.7265,4.712,1232.2557,7.0911,7.0491,20.6267,93.5849,96.9614,31.9964
827.3273,118.2219,148.6466,35.3325,39.8644,4.795,1231.202,7.1015,7.0559,20.4642,92.7524,96.8961,31.4978
828.7287,118.4741,148.9628,35.3682,39.9112,4.8214,1230.8137,7.0998,7.0587,20.3974,92.4412,96.8684,31.3206
830.1301,118.513,149.0265,35.3697,39.9082,4.8266,1230.752,7.0944,7.0578,20.3665,92.3887,96.8507,31.2977
831.5315,118.5418,149.0897,35.3733,39.9069,4.8321,1230.6685,7.1119,7.0613,20.3769,92.3519,96.8596,31.2433
832.9329,118.5487,149.0956,35.3926,39.9303,4.8227,1230.6794,7.0996,7.0448,20.3754,92.3571,96.8458,31.2779
834.3343,118.6799,149.22,35.394,39.9464,4.8279,1230.4999,7.0874,7.0565,20.3614,92.1927,96.8607,31.1948
835.7357,118.7643,149.3309,35.4045,39.9336,4.8506,1230.3699,7.0976,7.0438,20.3356,92.1144,96.8333,31.1238
837.1371,119.0923,149.7449,35.4608,40.0161,4.9018,1229.8196,7.0876,7.0449,20.2646,91.6912,96.826,30.9097
838.5385,119.1913,149.8424,35.4628,40.0519,4.9134,1229.6724,7.1057,7.0573,20.2453,91.561,96.7934,30.8625
839.9399,119.8923,150.6756,35.5736,40.1505,4.9688,1228.6099,7.0875,7.0473,20.1007,90.7395,96.7175,30.4457
841.3413,120.2214,151.0602,35.617,40.2368,5.0224,1228.117,7.0887,7.0452,20.0425,90.3624,96.6734,30.2573
842.7427,120.319,151.1996,35.6306,40.2343,5.0378,1227.9202,7.0887,7.018,20.0132,90.2159,96.6704,30.1664
844.1441,120.3924,151.2944,35.6413,40.2569,5.041,1227.7946,7.101,7.053,19.994,90.1182,96.6613,30.1242
845.5455,120.4237,151.3095,35.6457,40.2697,5.0437,1227.7448,7.0753,7.0286,19.9831,90.0887,96.6686,30.1096
846.9469,120.4151,151.3308,35.634,40.2793,5.0508,1227.7337,7.0942,7.0577,19.974,90.0881,96.6578,30.1157
848.3483,120.4461,151.3711,35.6749,40.2828,5.0563,1227.6981,7.0941,7.0379,19.9766,90.0533,96.6412,30.1001
849.7497,120.5149,151.4194,35.6642,40.2747,5.0674,1227.6135,7.0865,7.0513,19.9524,89.9899,96.6443,30.0556
851.1512,120.6823,151.6367,35.6866,40.3161,5.0827,1227.2713,7.098,7.0566,19.9121,89.7855,96.6382,29.9336
852.5526,121.3747,152.4858,35.8105,40.4438,5.1549,1226.056,7.0814,7.0311,19.7541,88.9856,96.53,29.4407
853.954,121.5442,152.7176,35.8253,40.4749,5.1821,1225.7467,7.0921,7.0287,19.7143,88.7693,96.5127,29.3163
855.3554,121.6901,152.9051,35.8423,40.4957,5.1941,1225.4563,7.0894,7.0402,19.6908,88.5731,96.5068,29.212
856.7568,121.7677,152.9959,35.8417,40.5224,5.2222,1225.3228,7.0979,7.0422,19.668,88.4763,96.4981,29.1579
858.1582,121.8412,153.055,35.8615,40.5151,5.2017,1225.2486,7.0888,7.0501,19.6564,88.4305,96.484,29.1339
859.5596,121.8133,153.0468,35.8641,40.5373,5.1987,1225.2444,7.0835,7.0476,19.6545,88.4311,96.4946,29.1334
860.961,121.8106,153.0571,35.8774,40.5196,5.205,1225.2585,7.0937,7.0423,19.6501,88.4164,96.4863,29.1291
862.3624,121.8192,153.0461,35.8603,40.5218,5.2155,1225.262,7.0834,7.0591,19.6625,88.4223,96.4766,29.1174
863.7638,121.8284,153.0421,35.8604,40.5238,5.1965,1225.2382,7.0687,7.033,19.638,88.4254,96.5062,29.1304
865.1652,121.8112,153.0439,35.867,40.5142,5.2027,1225.2361,7.0844,7.0524,19.6575,88.4247,96.4809,29.1352
866.5666,121.8092,153.0417,35.8603,40.5186,5.2044,1225.2378,7.082,7.0236,19.6534,88.4136,96.5037,29.1298
867.968,121.8183,153.0606,35.8707,40.5275,5.1953,1225.2423,7.0654,7.0407,19.6516,88.4249,96.4825,29.1084
869.3694,121.8228,153.0567,35.854,40.5144,5.2069,1225.25,7.0741,7.0415,19.6367,88.4441,96.5063,29.1162
870.7708,121.8267,153.052,35.8377,40.5327,5.2111,1225.2398,7.066,7.0309,19.6431,88.4386,96.4942,29.1418
872.1722,121.8298,153.0449,35.8743,40.5143,5.1938,1225.2402,7.1031,7.0511,19.6479,88.4183,96.5046,29.1547
873.5736,121.8673,153.0991,35.8755,40.5513,5.2144,1225.1605,7.084,7.0536,19.6484,88.3709,96.4792,29.1052
874.975,121.9013,153.1636,35.8615,40.5533,5.2226,1225.0722,7.0989,7.0276,19.6298,88.3341,96.4809,29.0683
876.3764,122.0484,153.3302,35.8981,40.5627,5.2298,1224.7656,7.0822,7.036,19.5931,88.1402,96.466,28.967
877.7778,122.9896,154.4684,36.0429,40.728,5.3379,1222.9597,7.0947,7.0336,19.371,87.0797,96.342,28.3136
879.1792,124.8538,156.7723,36.3143,41.0727,5.5573,1219.1562,7.085,7.0281,18.9207,84.8646,96.0606,26.9772
880.5806,125.0255,157.0073,36.3544,41.1071,5.589,1218.7921,7.0836,7.0367,18.8733,84.6436,96.0507,26.8504
881.982,125.9376,158.1266,36.4869,41.2793,5.6886,1216.941,7.0962,7.0153,18.6477,83.5486,95.9152,26.2325
883.3834,126.2035,158.4438,36.5301,41.3238,5.7266,1216.3894,7.089,7.0393,18.5722,83.2341,95.8903,26.0153
884.7848,126.4066,158.6949,36.5429,41.3632,5.7438,1216.0142,7.0978,7.0283,18.5228,83.0253,95.8328,25.885
886.1862,126.3988,158.6899,36.5593,41.3492,5.7387,1216.0187,7.0768,7.0421,18.5419,83.014,95.85,25.8839
887.5876,126.3889,158.676,36.5588,41.3659,5.75,1216.0271,7.0796,7.0389,18.5504,83.0151,95.8406,25.8684
888.989,126.3883,158.6885,36.5382,41.3746,5.752,1216.0188,7.0705,7.0363,18.5469,83.0062,95.8483,25.8928
890.3904,126.3968,158.6909,36.5492,41.3693,5.7432,1216.013,7.0613,7.0492,18.5452,83.023,95.8417,25.8751
891.7918,126.3981,158.6764,36.5623,41.3633,5.7421,1216.0172,7.0899,7.0415,18.5464,83.0307,95.8311,25.8727
893.1932,126.402,158.6906,36.5472,41.3469,5.7502,1216.0218,7.0857,7.0242,18.5325,82.9934,95.8494,25.867
894.5946,126.3971,158.679,36.5673,41.3429,5.7479,1216.0272,7.0751,7.0534,18.5306,83.0219,95.846,25.8872
895.996,126.3813,158.6796,36.542,41.3469,5.7458,1216.0312,7.0683,7.0292,18.5382,83.0128,95.8382,25.8959
897.3974,126.4179,158.7106,36.57,41.3965,5.7624,1215.9452,7.083,7.0348,18.5345,82.9878,95.8612,25.8774
898.7988,126.5062,158.8277,36.5662,41.3761,5.7426,1215.69,7.0692,7.0409,18.4924,82.867,95.8308,25.8092
900.2002,126.6959,159.0644,36.595,41.4114,5.8042,1215.1418,7.0789,7.0152,18.4631,82.6204,95.8181,25.6586
901.6016,127.2597,159.731,36.6794,41.5177,5.8614,1213.5197,7.079,7.0348,18.3073,81.849,95.654,25.2071
903.003,127.405,159.9194,36.6946,41.5427,5.8755,1213.0926,7.0872,7.0292,18.2744,81.6607,95.6354,25.0982
904.4044,127.4555,159.9952,36.7098,41.5579,5.8768,1212.8736,7.0777,7.0427,18.2329,81.5535,95.6235,25.025
905.8058,127.4866,160.0495,36.7033,41.5682,5.8861,1212.8247,7.0596,7.0415,18.2143,81.5214,95.6093,25.0349
907.2072,127.4634,160.0335,36.6984,41.5555,5.874,1212.8193,7.0897,7.0468,18.2127,81.5201,95.6015,25.0286
908.6086,127.5212,160.0686,36.7001,41.5655,5.8963,1212.7153,7.0712,7.0437,18.2204,81.4846,95.5949,25.0111
910.01,127.53,160.0863,36.7109,41.5871,5.8793,1212.6808,7.0787,7.0499,18.2202,81.4615,95.6006,24.9953
911.4114,127.5302,160.1076,36.7331,41.58,5.8781,1212.6746,7.0725,7.0462,18.2176,81.4578,95.6186,24.9879
912.8128,127.5424,160.0905,36.6992,41.5633,5.8828,1212.6736,7.0822,7.029,18.207,81.4585,95.5878,24.974
914.2142,127.5294,160.0764,36.7253,41.5853,5.8936,1212.6698,7.0869,7.0445,18.2257,81.469,95.5947,24.9815
915.6156,127.5303,160.0806,36.7227,41.5683,5.889,1212.6787,7.0826,7.0434,18.2172,81.472,95.6023,24.9634
917.017,127.5736,160.1443,36.7267,41.5762,5.8886,1212.4562,7.0723,7.0293,18.1899,81.3749,95.5864,24.9197
918.4184,127.5866,160.153,36.7157,41.5666,5.8977,1212.4603,7.0969,7.0351,18.2141,81.3737,95.5817,24.9348
919.8198,127.7382,160.3449,36.7328,41.618,5.9151,1211.8201,7.0713,7.0398,18.1433,81.1381,95.5155,24.7837
921.2212,127.7386,160.3577,36.7515,41.5917,5.9118,1211.8206,7.0721,7.0316,18.1615,81.1234,95.5434,24.7894
922.6226,127.9125,160.5574,36.7667,41.6364,5.939,1211.1851,7.0795,7.0331,18.1029,80.9091,95.4977,24.6232
924.024,128.0182,160.6841,36.8042,41.6649,5.9663,1210.7529,7.0753,7.0362,18.0518,80.7272,95.4823,24.5453
925.4254,129.08,161.9969,36.9411,41.8496,6.0827,1206.467,7.0801,7.0405,17.713,79.1024,95.1491,23.5944
926.8268,131.3374,164.7549,37.2922,42.2732,6.345,1197.4368,7.0799,7.0514,16.98,75.646,94.4846,21.5739
928.2282,132.2967,165.9298,37.4245,42.4594,6.4515,1193.5287,7.0656,7.0257,16.6523,74.1644,94.2014,20.6938
929.6296,132.7252,166.4535,37.5085,42.5182,6.5237,1191.8109,7.0474,7.0302,16.5275,73.5336,94.0996,20.3147
931.031,132.8432,166.6115,37.518,42.5624,6.5448,1191.3987,7.0602,7.021,16.4965,73.3576,94.0608,20.2234
932.4324,132.8366,166.5839,37.4908,42.5435,6.5471,1191.3795,7.0839,7.0552,16.4754,73.3458,94.0645,20.2226
933.8338,132.8556,166.6121,37.5246,42.5409,6.5255,1191.3679,7.0823,7.015,16.4735,73.3459,94.0395,20.2294
935.2352,132.9181,166.6728,37.5205,42.5743,6.555,1191.1024,7.0658,7.0506,16.4433,73.2574,94.0182,20.1595
936.6366,132.9599,166.7333,37.5203,42.5584,6.5476,1190.9355,7.051,7.0243,16.4487,73.1976,93.9983,20.1475
938.038,133.1021,166.8984,37.5388,42.59,6.5807,1190.2619,7.0537,7.0123,16.4066,72.9957,93.9784,19.9988
939.4394,133.1325,166.9466,37.5433,42.6095,6.5779,1190.0575,7.0752,7.0346,16.3889,72.9867,93.93,19.9529
940.8408,133.1683,166.9882,37.546,42.6031,6.5612,1189.7936,7.0691,7.0155,16.3775,72.8917,93.9105,19.9205
942.2422,133.2245,167.0655,37.5683,42.6086,6.5993,1189.5484,7.0624,7.0323,16.3425,72.8074,93.9076,19.8583
943.6436,133.2491,167.1042,37.5779,42.611,6.5822,1189.3713,7.069,7.0259,16.3249,72.7595,93.9061,19.8477
945.045,133.369,167.2567,37.6003,42.6382,6.579,1188.6537,7.0709,7.0169,16.2915,72.5607,93.8395,19.6987
946.4464,133.5868,167.5351,37.6308,42.689,6.6168,1187.4386,7.0966,7.0196,16.2116,72.1983,93.7477,19.4846
947.8478,134.2606,168.3182,37.7167,42.8039,6.7056,1183.7816,7.0685,7.0308,15.9465,71.1531,93.4751,18.8166
949.2492,135.3362,169.6314,37.8727,43.0032,6.8459,1177.8388,7.0858,7.0241,15.5097,69.3969,93.0303,17.7758
950.6507,135.5019,169.8383,37.9178,43.0249,6.8878,1176.9826,7.0655,7.0287,15.4709,69.1581,92.9588,17.5966
952.0521,136.0695,170.5193,37.9877,43.1357,6.9423,1173.8443,7.0684,7.0212,15.2658,68.2283,92.7301,17.0357
953.4535,136.212,170.7153,38.0193,43.1645,6.9653,1172.9719,7.0769,7.0221,15.1881,67.9894,92.6502,16.8941
954.8549,136.2752,170.7864,38.0048,43.1797,6.9459,1172.6405,7.0546,7.0033,15.1714,67.8911,92.6277,16.8157
956.2563,136.3318,170.8444,38.0518,43.1656,6.9479,1172.396,7.0639,7.0297,15.1321,67.8188,92.6265,16.7842
957.6577,136.3447,170.8589,38.0397,43.1772,6.9424,1172.2964,7.0677,7.0172,15.1216,67.7969,92.6076,16.772
959.0591,136.3571,170.8692,38.0423,43.1816,6.9565,1172.2287,7.0699,7.0152,15.1312,67.7781,92.6024,16.7559
960.4605,136.444,170.9519,38.0559,43.2005,6.9652,1171.7105,7.0567,7.0257,15.091,67.6554,92.5643,16.6668
961.8619,136.5976,171.1487,38.0655,43.2307,7.0083,1170.7675,7.0886,7.0213,15.0113,67.4177,92.5009,16.5114
963.2633,137.2023,171.8868,38.1667,43.3349,7.0814,1167.2428,7.0589,7.0189,14.7672,66.545,92.2053,15.9246
964.6647,137.5267,172.3105,38.2024,43.3946,7.1224,1165.1199,7.0677,7.0152,14.6401,66.033,92.0691,15.5632
966.0661,137.6204,172.3893,38.2527,43.418,7.1122,1164.7268,7.0536,7.0088,14.5933,65.953,92.0348,15.4945
967.4675,137.6491,172.4403,38.2366,43.4264,7.1299,1164.494,7.069,7.03,14.5831,65.8774,92.0293,15.4554
968.8689,137.6396,172.4346,38.2281,43.4184,7.1357,1164.479,7.0606,7.0226,14.5621,65.8685,92.0192,15.4559
970.2703,137.7157,172.5042,38.266,43.44,7.142,1164.1143,7.07,7.0288,14.5317,65.7977,91.972,15.3861
971.6717,137.8784,172.7242,38.2623,43.4709,7.1344,1162.8942,7.0535,7.0174,14.4729,65.5089,91.914,15.2059
973.0731,138.2762,173.2027,38.3413,43.5409,7.194,1160.0217,7.0427,7.0313,14.2861,64.8255,91.6943,14.769
974.4745,138.838,173.9088,38.4086,43.6361,7.2564,1156.0055,7.0754,7.0261,14.0293,63.8973,91.3882,14.1498
975.8759,140.4106,175.7638,38.6513,43.944,7.4679,1144.8342,7.0823,7.0215,13.309,61.266,90.5379,12.4289
977.2773,141.367,176.9405,38.7847,44.0964,7.5764,1137.9539,7.0537,7.0291,12.8625,59.656,90.0081,11.359
978.6787,141.5132,177.1589,38.804,44.1401,7.5942,1136.8124,7.0535,7.0237,12.8037,59.3877,89.8953,11.1992
980.0801,141.5734,177.1904,38.8292,44.1369,7.6181,1136.4624,7.0639,7.0172,12.782,59.3047,89.8935,11.1231
981.4815,141.6225,177.2731,38.8291,44.1621,7.5992,1136.1013,7.0736,7.0204,12.7663,59.2116,89.879,11.0841
982.8829,141.745,177.3849,38.8377,44.1666,7.6269,1135.381,7.0517,7.0253,12.7188,59.0718,89.8131,10.9622
984.2843,141.7322,177.3832,38.8376,44.1548,7.6334,1135.3664,7.0715,7.0079,12.7028,59.0628,89.807,10.9714
985.6857,141.8265,177.5117,38.8467,44.1642,7.6285,1134.729,7.0715,7.0214,12.656,58.9329,89.7771,10.8848
987.0871,142.0213,177.7241,38.9034,44.2052,7.6589,1133.4467,7.072,7.0092,12.5825,58.6834,89.659,10.6928
988.4885,142.4181,178.2302,38.9538,44.2804,7.6865,1130.5144,7.0478,7.0381,12.3673,58.1223,89.4332,10.2674
989.8899,142.6094,178.3987,38.9679,44.3328,7.7233,1129.3888,7.0687,7.0123,12.2969,57.8616,89.3615,10.085
991.2913,142.6605,178.4829,38.9942,44.3272,7.7184,1128.9626,7.0493,7.0261,12.2644,57.7991,89.3219,10.0212
992.6927,142.6649,178.491,38.9924,44.3247,7.7191,1128.8912,7.0653,7.0216,12.2536,57.7746,89.3415,10.0052
