hemodynamics shuntfraction value,caSys_pCO2,cvSys_pCO2,caSys_HCO3,cvSys_HCO3,caSys_BE,bgDO2,caSys_pH,cvSys_pH,cvSys_pO2,caSys_pO2,caSys_O2sat,cvSys_O2sat
20.9209,32.7452,41.8818,22.5059,23.8487,-1.273,1285.355,7.4476,7.3731,49.3955,188.2876,99.5577,84.4232
21.021,32.7835,41.9071,22.513,23.841,-1.2681,1285.2237,7.452,7.3945,49.3945,187.834,99.5647,84.4017
21.1211,32.7934,41.9333,22.5034,23.8453,-1.2783,1285.1356,7.4503,7.3632,49.3851,187.5707,99.5656,84.4133
21.2212,32.8038,41.9347,22.515,23.8353,-1.2617,1285.0833,7.4687,7.3733,49.38,187.3686,99.5553,84.4216
21.3213,32.8009,41.919,22.5216,23.8663,-1.272,1285.0682,7.4584,7.3725,49.3633,187.3035,99.5683,84.4256
21.4214,32.8152,41.9301,22.5049,23.8497,-1.277,1285.0242,7.4494,7.3828,49.3722,187.1816,99.5695,84.4153
21.5215,32.8403,41.9483,22.5271,23.8663,-1.2705,1284.878,7.4661,7.3985,49.3661,186.6867,99.5556,84.412
21.6216,32.8672,41.9918,22.5283,23.8756,-1.2963,1284.4995,7.4629,7.381,49.3389,185.4385,99.5309,84.3805
21.7217,32.881,42.0058,22.5175,23.8726,-1.2847,1284.3333,7.4764,7.3678,49.3337,184.8548,99.5451,84.3711
21.8218,32.9085,42.044,22.5167,23.8753,-1.2848,1284.1208,7.4543,7.375,49.2989,184.13,99.5274,84.3655
21.9219,32.9192,42.0446,22.526,23.8784,-1.2804,1283.9572,7.4429,7.3796,49.306,183.6386,99.5392,84.3606
22.022,32.9469,42.0892,22.5339,23.9015,-1.289,1283.5986,7.4468,7.3836,49.3038,182.5103,99.5392,84.3448
22.1221,32.9815,42.1263,22.561,23.8914,-1.2961,1283.4428,7.4524,7.3609,49.2646,181.9142,99.5289,84.3272
22.2222,32.9736,42.1261,22.5448,23.8956,-1.2805,1283.3816,7.4503,7.3729,49.2559,181.7008,99.5292,84.3236
22.3223,32.9726,42.1449,22.529,23.8859,-1.2982,1283.3479,7.4556,7.3716,49.2483,181.6462,99.5357,84.3113
22.4224,32.9872,42.1417,22.5308,23.8736,-1.261,1283.3309,7.4367,7.3757,49.2449,181.5387,99.5195,84.3222
22.5225,33.002,42.1602,22.5404,23.8731,-1.2949,1283.1323,7.4635,7.3706,49.2293,180.962,99.5157,84.304
22.6226,33.0463,42.2027,22.5374,23.8843,-1.3056,1282.663,7.4549,7.3686,49.181,179.4538,99.5123,84.264
22.7227,33.0804,42.2239,22.557,23.877,-1.2878,1282.5235,7.4559,7.361,49.1601,178.9148,99.5167,84.258
22.8228,33.0948,42.2555,22.5516,23.9106,-1.2983,1282.3204,7.4766,7.3759,49.1431,178.3296,99.5098,84.2618
22.9229,33.1033,42.2731,22.5582,23.9032,-1.3004,1282.1702,7.4622,7.3844,49.1323,177.8562,99.5102,84.245
23.023,33.1475,42.2997,22.5606,23.9019,-1.2964,1281.893,7.4571,7.3534,49.0957,176.9505,99.4832,84.2204
23.1231,33.1628,42.3089,22.5708,23.9051,-1.2914,1281.7855,7.4646,7.3585,49.062,176.6458,99.5029,84.2056
23.2232,33.1571,42.3068,22.5694,23.9157,-1.2938,1281.7361,7.4563,7.3745,49.09,176.4388,99.4734,84.193
23.3233,33.1645,42.3279,22.5853,23.8925,-1.3073,1281.6733,7.4492,7.3601,49.0764,176.2915,99.4802,84.2016
23.4234,33.1856,42.3238,22.5624,23.9159,-1.2814,1281.5999,7.4524,7.3695,49.053,176.0788,99.4637,84.1916
23.5235,33.1866,42.3401,22.5766,23.9239,-1.294,1281.4842,7.4428,7.3604,49.0425,175.6728,99.4842,84.1498
23.6236,33.284,42.4235,22.5716,23.9259,-1.2965,1281.054,7.4311,7.3696,48.9963,174.3095,99.468,84.1252
23.7237,33.3037,42.4369,22.5997,23.9327,-1.3049,1280.9185,7.4418,7.3812,48.9657,173.8919,99.4642,84.1288
23.8238,33.328,42.4267,22.5867,23.935,-1.3128,1280.8701,7.4529,7.3735,48.9464,173.7164,99.4639,84.0942
23.9239,33.3453,42.4655,22.5825,23.9428,-1.289,1280.711,7.4398,7.3677,48.9475,173.286,99.4486,84.1091
24.024,33.39,42.4946,22.5764,23.9412,-1.3167,1280.4368,7.4537,7.3674,48.9042,172.4463,99.4749,84.0538
24.1241,33.4107,42.5315,22.597,23.9361,-1.3125,1280.2645,7.4379,7.3672,48.8753,171.8962,99.4463,84.049
24.2242,33.4342,42.5217,22.598,23.9446,-1.3005,1280.1951,7.4509,7.374,48.8668,171.7228,99.4493,84.0432
24.3243,33.4182,42.5205,22.5823,23.9351,-1.3059,1280.1573,7.4493,7.3701,48.8687,171.6425,99.4316,84.0295
24.4244,33.4454,42.5366,22.5825,23.9357,-1.3136,1280.103,7.4685,7.3557,48.8475,171.445,99.4385,84.0212
24.5245,33.4691,42.5556,22.6198,23.9283,-1.2978,1279.9109,7.4401,7.3768,48.837,170.8572,99.4226,84.0138
24.6246,33.51,42.6201,22.6039,23.9525,-1.3075,1279.4181,7.4434,7.371,48.747,169.3291,99.415,83.958
24.7247,33.4941,42.6396,22.617,23.961,-1.3207,1279.3649,7.4591,7.3816,48.7585,169.2014,99.397,83.9425
24.8248,33.5373,42.6776,22.6096,23.9464,-1.3159,1279.1542,7.4495,7.3808,48.7276,168.5719,99.3945,83.9234
24.9249,33.5616,42.6718,22.6276,23.9445,-1.3092,1278.9132,7.4539,7.3792,48.709,167.8517,99.4072,83.9197
25.025,33.5728,42.7012,22.6322,23.9526,-1.3304,1278.8215,7.4514,7.3675,48.6881,167.5746,99.3947,83.9074
25.1251,33.5847,42.6827,22.6221,23.9699,-1.3115,1278.7979,7.4638,7.3526,48.6898,167.5638,99.3917,83.8845
25.2252,33.5995,42.7079,22.642,23.9643,-1.3269,1278.784,7.4505,7.389,48.6895,167.5018,99.3935,83.9042
25.3253,33.5711,42.7055,22.6119,23.9745,-1.3281,1278.7975,7.4628,7.3636,48.6974,167.4961,99.4214,83.898
25.4254,33.5827,42.6895,22.6264,23.9823,-1.3144,1278.7773,7.4423,7.3625,48.6855,167.388,99.4174,83.893
25.5255,33.6154,42.7285,22.6531,23.9645,-1.3069,1278.6214,7.4301,7.3723,48.661,166.972,99.3929,83.8874
25.6256,33.6818,42.812,22.649,23.9939,-1.3349,1278.3185,7.4396,7.3873,48.6703,166.1102,99.383,83.9102
25.7257,33.7262,42.8096,22.6302,23.9966,-1.3179,1278.2223,7.476,7.3664,48.6406,165.8856,99.387,83.8722
25.8258,33.7353,42.834,22.6595,24.0007,-1.3321,1278.159,7.4301,7.3829,48.6559,165.6662,99.3943,83.8751
25.9259,33.7717,42.8272,22.6571,23.9885,-1.3312,1278.0888,7.4632,7.3534,48.6442,165.3396,99.378,83.8402
26.026,33.8127,42.9023,22.6554,23.9923,-1.32,1277.8847,7.444,7.3778,48.6266,164.8411,99.371,83.8486
26.1261,33.8086,42.9039,22.679,23.9977,-1.325,1277.8498,7.4408,7.3657,48.6153,164.7811,99.3759,83.8569
26.2262,33.8542,42.9121,22.6608,24.0054,-1.3204,1277.7543,7.4613,7.3722,48.5995,164.4977,99.3775,83.8554
26.3263,33.8519,42.9295,22.652,24.0072,-1.3154,1277.7017,7.4603,7.3639,48.6091,164.3456,99.374,83.8483
26.4264,33.846,42.943,22.6833,23.9854,-1.3355,1277.6032,7.445,7.3655,48.598,164.0331,99.3617,83.831
26.5265,33.8961,42.9524,22.67,23.9939,-1.3018,1277.5285,7.4494,7.3808,48.5794,163.8675,99.3498,83.8207
26.6266,33.9564,43.0366,22.704,24.0158,-1.3314,1277.2366,7.4498,7.3734,48.5568,163.0145,99.3476,83.8033
26.7267,33.9567,43.0478,22.6889,24.0275,-1.3274,1277.1825,7.431,7.3674,48.5453,162.7895,99.3604,83.7946
26.8268,33.958,43.0566,22.6857,24.0181,-1.3294,1277.1349,7.4521,7.355,48.5368,162.6916,99.3307,83.7812
26.9269,33.9824,43.0684,22.6907,24.0213,-1.325,1277.0395,7.4336,7.3532,48.5361,162.4421,99.3479,83.789
27.027,33.9901,43.0802,22.6933,24.0359,-1.3316,1276.8719,7.4465,7.3737,48.533,161.9749,99.3471,83.788
27.1271,34.009,43.117,22.6792,24.0358,-1.3379,1276.7975,7.4394,7.3939,48.525,161.7946,99.3427,83.7699
27.2272,33.9905,43.1156,22.6978,24.0299,-1.3443,1276.7899,7.4564,7.3759,48.5288,161.7318,99.345,83.7738
27.3273,34.0262,43.0983,22.6894,24.0265,-1.3275,1276.7377,7.459,7.3772,48.5039,161.5971,99.3373,83.7675
27.4274,34.0478,43.1242,22.6963,24.0211,-1.3271,1276.6721,7.4623,7.3675,48.5103,161.4005,99.3341,83.7598
27.5275,34.0763,43.1358,22.7149,24.0341,-1.3089,1276.3878,7.4505,7.3919,48.5033,160.6824,99.323,83.7389
27.6276,34.1446,43.2236,22.7144,24.0506,-1.3247,1275.8049,7.4483,7.3625,48.4668,159.0584,99.305,83.7269
27.7277,34.1756,43.2396,22.7198,24.0554,-1.3396,1275.6995,7.4478,7.3835,48.4725,158.736,99.2912,83.7199
27.8278,34.1798,43.2484,22.7057,24.0434,-1.336,1275.5889,7.4474,7.3747,48.4502,158.436,99.2782,83.7327
27.9279,34.2161,43.2669,22.7344,24.0462,-1.3396,1275.3712,7.4475,7.3692,48.4501,157.9154,99.296,83.7094
28.028,34.2551,43.3048,22.7061,24.0647,-1.3406,1275.0992,7.4406,7.3694,48.4015,157.091,99.2726,83.6835
28.1281,34.319,43.3746,22.7363,24.0715,-1.3348,1274.9096,7.4511,7.3516,48.4116,156.6282,99.2675,83.6604
28.2282,34.2972,43.3544,22.7188,24.0581,-1.3536,1274.8594,7.4435,7.383,48.4049,156.5394,99.2656,83.6847
28.3283,34.3023,43.384,22.723,24.0783,-1.3285,1274.8241,7.4295,7.3801,48.3873,156.3441,99.2724,83.6667
28.4284,34.3132,43.4013,22.7257,24.0843,-1.3375,1274.69,7.4508,7.3554,48.3812,156.0576,99.277,83.6588
28.5285,34.3451,43.4122,22.7341,24.0883,-1.3361,1274.5817,7.4391,7.3636,48.3731,155.7844,99.2636,83.667
28.6286,34.4326,43.4722,22.7616,24.0989,-1.3336,1274.1469,7.4337,7.3883,48.3145,154.6767,99.2401,83.5953
28.7287,34.4646,43.5209,22.749,24.0875,-1.3328,1273.9659,7.4387,7.3531,48.2748,154.1763,99.2423,83.5746
28.8288,34.4846,43.5514,22.7825,24.0864,-1.337,1273.8152,7.4615,7.3681,48.2579,153.8047,99.2158,83.5819
28.9289,34.5037,43.5545,22.7639,24.0928,-1.3543,1273.7575,7.4524,7.354,48.2596,153.586,99.2272,83.5794
29.029,34.5471,43.5896,22.745,24.0997,-1.3445,1273.496,7.4451,7.3661,48.2287,152.9856,99.2397,83.5344
29.1291,34.5663,43.5987,22.7734,24.0864,-1.3457,1273.3982,7.4379,7.3794,48.2181,152.752,99.2163,83.5362
29.2292,34.5617,43.5959,22.7652,24.1035,-1.3656,1273.3974,7.4247,7.3491,48.2116,152.7237,99.2102,83.5451
29.3293,34.5422,43.6149,22.774,24.092,-1.3479,1273.383,7.4545,7.3483,48.2129,152.7308,99.2034,83.5449
29.4294,34.5519,43.6001,22.7715,24.0833,-1.3533,1273.3791,7.4402,7.347,48.2064,152.6396,99.2049,83.5404
29.5295,34.5814,43.6262,22.7753,24.0937,-1.3592,1273.2805,7.425,7.3409,48.185,152.4393,99.2346,83.5167
29.6296,34.5955,43.666,22.7551,24.0951,-1.3433,1273.0344,7.4342,7.3661,48.1786,151.8167,99.2094,83.4835
29.7297,34.6882,43.7289,22.782,24.1033,-1.3443,1272.5411,7.431,7.3713,48.1313,150.5837,99.2097,83.4577
29.8298,34.7326,43.7663,22.7993,24.1278,-1.3483,1272.1919,7.4577,7.3537,48.0689,149.7123,99.1858,83.4465
29.9299,34.7428,43.7658,22.7964,24.128,-1.3647,1272.1304,7.4576,7.3531,48.0971,149.5966,99.1817,83.4268
30.03,34.7862,43.8342,22.8102,24.1369,-1.3664,1271.7399,7.4389,7.3624,48.0351,148.5764,99.1809,83.3715
30.1301,34.7955,43.8718,22.7999,24.1413,-1.3564,1271.598,7.4361,7.3501,48.0167,148.2746,99.1502,83.361
30.2302,34.8181,43.8725,22.7811,24.139,-1.3507,1271.5706,7.4422,7.3642,48.0298,148.2017,99.1519,83.3818
30.3303,34.8199,43.8823,22.8091,24.1509,-1.3609,1271.5373,7.4297,7.3646,48.0191,148.1176,99.1484,83.3762
30.4304,34.8302,43.8711,22.8154,24.129,-1.3514,1271.5642,7.4434,7.3667,48.025,148.1124,99.1613,83.3704
30.5305,34.8426,43.8959,22.8012,24.1475,-1.3313,1271.4295,7.4412,7.3533,48.0076,147.8386,99.1526,83.3516
30.6306,34.9031,43.9236,22.812,24.1606,-1.364,1271.1171,7.4421,7.3617,47.9731,147.0999,99.1125,83.3312
30.7307,34.9095,43.9346,22.8241,24.1689,-1.3672,1271.0491,7.4578,7.3856,47.96,146.9097,99.1182,83.3313
30.8308,34.9124,43.9551,22.8091,24.1602,-1.3585,1270.9484,7.4579,7.3699,47.963,146.6477,99.1403,83.3222
30.9309,34.9449,43.998,22.8286,24.1691,-1.3487,1270.7022,7.4362,7.3478,47.9222,146.0792,99.1151,83.3269
31.031,34.9903,44.019,22.8201,24.1727,-1.3692,1270.431,7.4213,7.3512,47.9223,145.4605,99.1064,83.3029
31.1311,35.017,44.0534,22.8408,24.1688,-1.362,1270.2867,7.445,7.342,47.9057,145.1187,99.0961,83.2794
31.2312,35.0335,44.065,22.846,24.1925,-1.352,1270.1416,7.4341,7.3514,47.8879,144.7405,99.1084,83.2887
31.3313,35.0395,44.0684,22.8527,24.1751,-1.3529,1270.1228,7.445,7.3444,47.8875,144.7387,99.0993,83.2728
31.4314,35.0384,44.0708,22.8424,24.1835,-1.3583,1270.1033,7.4544,7.3547,47.8815,144.6733,99.0878,83.2718
31.5315,35.0748,44.0772,22.8517,24.187,-1.3689,1269.9898,7.4426,7.3613,47.8774,144.4259,99.0833,83.2501
31.6316,35.1353,44.1692,22.8702,24.1774,-1.3578,1269.5252,7.4076,7.3433,47.8474,143.3373,99.0538,83.2299
31.7317,35.1779,44.1692,22.8655,24.2012,-1.3779,1269.3159,7.4143,7.3568,47.8133,142.8757,99.0503,83.1876
31.8318,35.1799,44.2006,22.8869,24.1841,-1.3705,1269.2595,7.4186,7.3594,47.808,142.7483,99.0525,83.2041
31.9319,35.2289,44.2368,22.8796,24.2023,-1.3576,1269.0194,7.4365,7.3767,47.7855,142.2218,99.0633,83.1694
32.032,35.2771,44.2974,22.9044,24.2272,-1.3682,1268.5559,7.4364,7.3678,47.7307,141.1901,99.0471,83.141
32.1321,35.3074,44.3456,22.9036,24.2074,-1.3799,1268.3813,7.4267,7.3596,47.7263,140.812,99.0286,83.1221
32.2322,35.3279,44.3447,22.8929,24.2082,-1.3804,1268.273,7.4317,7.3587,47.7164,140.5851,99.0218,83.1422
32.3323,35.3288,44.3503,22.8957,24.2122,-1.3846,1268.2368,7.4147,7.3735,47.6937,140.4984,99.0081,83.1013
32.4324,35.3494,44.3839,22.9,24.2209,-1.3764,1268.1504,7.4177,7.3484,47.7074,140.2555,99.0272,83.0918
32.5325,35.3638,44.4075,22.8979,24.225,-1.365,1268.0199,7.4401,7.3706,47.6742,140.0035,98.9935,83.0912
32.6326,35.4725,44.4907,22.9167,24.2455,-1.3661,1267.4313,7.4315,7.3527,47.6098,138.7475,98.992,83.0523
32.7327,35.5014,44.5098,22.9259,24.2239,-1.3832,1267.2419,7.4267,7.3673,47.6073,138.3495,98.9875,83.0329
32.8328,35.5238,44.5425,22.9268,24.2413,-1.3897,1267.1735,7.4604,7.3688,47.6163,138.2008,98.9776,83.0353
32.9329,35.5397,44.5419,22.9218,24.2314,-1.3875,1267.0771,7.4267,7.3665,47.5929,137.9813,98.9616,82.9978
33.033,35.5898,44.6058,22.9257,24.2365,-1.3781,1266.8041,7.4323,7.3539,47.5562,137.4141,98.9375,82.9989
33.1331,35.5956,44.602,22.9388,24.2327,-1.3975,1266.7607,7.4508,7.3651,47.5536,137.3042,98.956,82.9969
33.2332,35.6029,44.6134,22.9511,24.2518,-1.3954,1266.7211,7.434,7.3663,47.5513,137.2343,98.9709,82.9785
33.3333,35.608,44.6188,22.9364,24.2489,-1.3914,1266.6918,7.4389,7.3575,47.5643,137.1651,98.9433,82.9855
33.4334,35.6286,44.6212,22.9246,24.2625,-1.3838,1266.6,7.4223,7.3666,47.5521,136.9734,98.9551,82.9897
33.5335,35.6512,44.6606,22.9421,24.2503,-1.3859,1266.4117,7.4464,7.3528,47.5133,136.5462,98.9332,82.9629
33.6336,35.7476,44.7312,22.9435,24.2842,-1.3663,1265.8676,7.4289,7.3607,47.4849,135.5297,98.9086,82.9329
33.7337,35.7731,44.7622,22.9459,24.264,-1.3723,1265.7218,7.4355,7.3636,47.4781,135.2239,98.9087,82.9217
33.8338,35.7936,44.8086,22.9499,24.2885,-1.3934,1265.6389,7.4229,7.3689,47.4654,135.0445,98.8926,82.9262
33.9339,35.8228,44.8034,22.949,24.3003,-1.3648,1265.4995,7.4228,7.3478,47.4593,134.7525,98.9,82.9141
34.034,35.8779,44.8746,22.9824,24.2883,-1.396,1265.2997,7.4329,7.3565,47.4379,134.3383,98.8999,82.8859
34.1341,35.8884,44.8544,22.9708,24.3007,-1.4033,1265.2177,7.4349,7.349,47.4446,134.2135,98.8744,82.8831
34.2342,35.8887,44.8752,22.9605,24.2864,-1.3838,1265.1088,7.4346,7.3449,47.4151,134.0044,98.88,82.8687
34.3343,35.8734,44.8944,22.9654,24.2891,-1.3926,1265.0869,7.4227,7.3503,47.4202,133.9391,98.8724,82.8883
34.4344,35.9148,44.9138,22.9555,24.2852,-1.3936,1264.9401,7.4278,7.3497,47.4062,133.6589,98.8767,82.8569
34.5345,35.9286,44.95,22.9684,24.3089,-1.3797,1264.6942,7.4363,7.3574,47.4102,133.1695,98.8597,82.8559
34.6346,36.0381,45.0292,22.9975,24.3133,-1.4027,1264.2099,7.4228,7.3783,47.3481,132.1768,98.8513,82.7984
34.7347,36.0726,45.0722,23.013,24.3295,-1.3894,1263.8814,7.4269,7.3436,47.2939,131.5964,98.8174,82.78
34.8348,36.0763,45.1089,23.0074,24.3275,-1.4138,1263.7805,7.4434,7.3465,47.2977,131.3791,98.8154,82.7636
34.9349,36.0951,45.0966,22.9923,24.3415,-1.3907,1263.7167,7.4315,7.3588,47.2863,131.2578,98.8211,82.7549
35.035,36.1481,45.1581,23.0178,24.337,-1.3887,1263.4477,7.4353,7.3572,47.2616,130.7576,98.7927,82.7487
35.1351,36.1798,45.1612,23.0227,24.3564,-1.415,1263.352,7.4271,7.3348,47.2536,130.5626,98.8122,82.7342
35.2352,36.1818,45.1816,23.0013,24.3464,-1.3991,1263.2751,7.4158,7.3571,47.2435,130.4307,98.7965,82.7429
35.3353,36.194,45.1717,23.0122,24.3297,-1.4081,1263.2806,7.4229,7.3575,47.2631,130.4374,98.8062,82.7508
35.4354,36.2037,45.1883,23.0169,24.3318,-1.3836,1263.1775,7.4339,7.3552,47.249,130.2312,98.7976,82.7228
35.5355,36.2074,45.229,23.0274,24.3233,-1.3869,1262.9947,7.4337,7.353,47.2337,129.8903,98.7966,82.7268
35.6356,36.3274,45.3136,23.0556,24.3443,-1.3933,1262.4652,7.4337,7.3583,47.19,128.9559,98.7608,82.6723
35.7357,36.3306,45.3307,23.0403,24.3693,-1.3779,1262.3156,7.413,7.369,47.1615,128.662,98.7711,82.6762
35.8358,36.3541,45.3473,23.0472,24.3802,-1.4,1262.3181,7.4254,7.3601,47.1452,128.6794,98.7449,82.6663
35.9359,36.3528,45.3387,23.0321,24.3464,-1.3938,1262.2419,7.4189,7.3592,47.1662,128.5386,98.7638,82.6584
36.036,36.3776,45.3594,23.0404,24.377,-1.4131,1262.1544,7.4182,7.3704,47.1528,128.3862,98.7454,82.6604
36.1361,36.4174,45.4051,23.0574,24.38,-1.3727,1261.8839,7.4325,7.3443,47.1268,127.9007,98.7217,82.6265
36.2362,36.4225,45.4082,23.0627,24.3823,-1.3989,1261.8435,7.4172,7.346,47.1466,127.8085,98.7319,82.6216
36.3363,36.4701,45.4648,23.0518,24.3845,-1.3907,1261.5782,7.4209,7.3437,47.0874,127.3248,98.7131,82.5988
36.4364,36.4973,45.4889,23.0755,24.3673,-1.4069,1261.4774,7.4245,7.3417,47.0813,127.1803,98.7289,82.5913
36.5365,36.5756,45.5461,23.0648,24.3888,-1.4144,1261.0433,7.4348,7.342,47.0288,126.447,98.6804,82.5477
36.6366,36.5836,45.5766,23.0981,24.4103,-1.3842,1260.911,7.4297,7.3489,47.0211,126.1913,98.6832,82.5427
36.7367,36.5896,45.5733,23.0905,24.4065,-1.3939,1260.8894,7.4228,7.3588,47.0064,126.1509,98.6806,82.5147
36.8368,36.618,45.5992,23.0816,24.4017,-1.3995,1260.7006,7.4295,7.3411,47.0072,125.8085,98.6721,82.5235
36.9369,36.6358,45.6299,23.1037,24.3973,-1.4098,1260.5918,7.4096,7.3553,46.9786,125.6566,98.6673,82.5244
37.037,36.6513,45.661,23.0948,24.4078,-1.3915,1260.4419,7.4171,7.3503,46.9625,125.379,98.666,82.5005
37.1371,36.7238,45.7352,23.0982,24.4525,-1.392,1259.9353,7.3981,7.354,46.9296,124.5416,98.6259,82.4555
37.2372,36.7679,45.7305,23.0958,24.4311,-1.4026,1259.7042,7.4337,7.3642,46.9038,124.1226,98.6118,82.4148
37.3373,36.7965,45.7826,23.1005,24.4158,-1.3959,1259.446,7.4241,7.3327,46.8758,123.7051,98.592,82.3971
37.4374,36.8057,45.8072,23.1114,24.4385,-1.4084,1259.3756,7.4252,7.3586,46.8722,123.5908,98.5851,82.3876
37.5375,36.8205,45.8307,23.1162,24.4537,-1.4097,1259.0728,7.4437,7.3352,46.8269,123.069,98.5664,82.3669
37.6376,36.9032,45.9188,23.1256,24.4615,-1.4184,1258.4678,7.4088,7.3548,46.7642,122.092,98.5719,82.3247
37.7377,36.9409,45.9747,23.1271,24.4326,-1.4237,1258.1885,7.4292,7.3709,46.7343,121.6107,98.5382,82.2974
37.8378,36.9493,45.9917,23.1351,24.4535,-1.4233,1258.0782,7.4113,7.3492,46.72,121.435,98.5403,82.2801
37.9379,36.9587,45.9852,23.138,24.4651,-1.4052,1257.9931,7.4231,7.3382,46.725,121.2848,98.5218,82.2733
38.038,36.9977,46.0253,23.1428,24.4666,-1.4281,1257.8336,7.4161,7.3585,46.7065,121.0685,98.5244,82.2646
38.1381,36.9987,46.0276,23.1432,24.4768,-1.4011,1257.7813,7.4189,7.3657,46.6865,120.982,98.5228,82.258
38.2382,37.0085,46.0225,23.1461,24.4797,-1.4082,1257.7769,7.4135,7.3572,46.7103,120.945,98.5198,82.261
38.3383,36.9903,46.0225,23.1371,24.4567,-1.4247,1257.7784,7.4058,7.3663,46.7144,120.9596,98.5256,82.2604
38.4384,36.9962,46.0228,23.1358,24.4641,-1.4035,1257.7572,7.4384,7.3549,46.7037,120.9336,98.523,82.2665
38.5385,37.017,46.0387,23.1399,24.4605,-1.4111,1257.7377,7.4278,7.3457,46.7063,120.9343,98.5233,82.2574
38.6386,37.0374,46.0632,23.1388,24.4627,-1.4188,1257.5675,7.4178,7.3387,46.6929,120.6719,98.4915,82.2408
38.7387,37.0928,46.0951,23.1498,24.4877,-1.3971,1257.2185,7.4177,7.3493,46.6534,120.1436,98.4828,82.2364
38.8388,37.2439,46.2469,23.1749,24.4905,-1.4161,1256.2879,7.4195,7.3453,46.5913,118.7599,98.4351,82.1608
38.9389,37.3365,46.3355,23.1952,24.5053,-1.4242,1255.7176,7.4155,7.3375,46.5418,117.8716,98.4031,82.1218
39.039,37.3959,46.3856,23.1921,24.5318,-1.416,1255.5056,7.4179,7.349,46.5418,117.5509,98.3943,82.1358
39.1391,37.3875,46.3868,23.1936,24.51,-1.408,1255.4972,7.4006,7.3434,46.5441,117.556,98.3897,82.1303
39.2392,37.3847,46.372,23.1925,24.5133,-1.4273,1255.4682,7.4067,7.3252,46.559,117.5157,98.3895,82.1098
39.3393,37.3898,46.3847,23.1885,24.5103,-1.4092,1255.4379,7.4028,7.3592,46.5389,117.4429,98.4045,82.1149
39.4394,37.4047,46.3888,23.1907,24.5212,-1.4254,1255.3852,7.4165,7.3482,46.507,117.3888,98.4036,82.1179
39.5395,37.4022,46.4229,23.2119,24.5213,-1.3972,1255.2134,7.3996,7.3451,46.508,117.1329,98.3846,82.0871
39.6396,37.5009,46.5135,23.2138,24.5238,-1.4079,1254.7184,7.4028,7.3526,46.4533,116.3964,98.3671,82.0317
39.7397,37.5082,46.5313,23.2192,24.5126,-1.4193,1254.4513,7.4308,7.3498,46.4383,116.039,98.3419,82.0339
39.8398,37.5361,46.554,23.2178,24.5471,-1.429,1254.3104,7.4173,7.3445,46.4203,115.8254,98.3351,82.0159
39.9399,37.5385,46.5351,23.2148,24.5414,-1.4196,1254.2191,7.4245,7.3416,46.422,115.7126,98.3601,82.0141
40.04,37.5811,46.6002,23.2283,24.5557,-1.4351,1253.866,7.4079,7.3473,46.4019,115.2218,98.311,81.9931
40.1401,37.5744,46.5908,23.2224,24.5435,-1.4419,1253.7281,7.4023,7.3532,46.382,115.0019,98.2906,81.97
40.2402,37.5645,46.6086,23.2197,24.5651,-1.4252,1253.6671,7.4062,7.336,46.3641,114.9261,98.3111,81.9649
40.3403,37.567,46.6035,23.2303,24.5451,-1.4387,1253.6409,7.4018,7.3566,46.3587,114.9051,98.2969,81.9909
40.4404,37.5849,46.6038,23.2359,24.55,-1.4371,1253.5731,7.4239,7.3513,46.3662,114.7949,98.3046,81.9694
40.5405,37.5765,46.5981,23.2342,24.553,-1.4472,1253.4193,7.3966,7.3476,46.3482,114.5978,98.2877,81.9562
40.6406,37.5784,46.6174,23.2081,24.5379,-1.4372,1252.9714,7.4022,7.3322,46.313,114.0156,98.2606,81.9104
40.7407,37.5718,46.6046,23.2189,24.5471,-1.4323,1252.8606,7.4234,7.3473,46.318,113.8303,98.2437,81.9128
40.8408,37.5737,46.6144,23.2333,24.5492,-1.4382,1252.6388,7.3909,7.3343,46.3011,113.5411,98.2378,81.9035
40.9409,37.604,46.6056,23.2319,24.5424,-1.4292,1252.2421,7.4011,7.3477,46.2632,113.0424,98.2144,81.8539
41.041,37.6064,46.6235,23.2365,24.5503,-1.4209,1252.0036,7.4099,7.3345,46.2478,112.6943,98.1851,81.8363
41.1411,37.6034,46.603,23.2226,24.5484,-1.4295,1251.9509,7.421,7.3505,46.228,112.6525,98.2104,81.8578
41.2412,37.6056,46.5923,23.2255,24.5314,-1.4214,1251.9294,7.4117,7.3316,46.2432,112.6029,98.1854,81.8544
41.3413,37.6121,46.6019,23.2164,24.5482,-1.4303,1251.8866,7.411,7.3431,46.2339,112.5571,98.187,81.8604
41.4414,37.6075,46.6078,23.2179,24.541,-1.421,1251.8254,7.3868,7.3287,46.2157,112.4493,98.1788,81.8246
41.5415,37.6047,46.6307,23.2238,24.5462,-1.4409,1251.6502,7.4104,7.3218,46.2124,112.2843,98.1859,81.8036
41.6416,37.6356,46.6265,23.2287,24.5736,-1.4334,1251.1856,7.3955,7.3457,46.1671,111.6659,98.1652,81.7829
41.7417,37.6091,46.6086,23.2375,24.5462,-1.4182,1251.0422,7.4081,7.3408,46.1625,111.4767,98.1322,81.7712
41.8418,37.6375,46.6003,23.2515,24.536,-1.4374,1250.8077,7.4117,7.3456,46.1303,111.1725,98.1211,81.7346
41.9419,37.6197,46.5963,23.2482,24.5414,-1.433,1250.4825,7.3981,7.3358,46.1022,110.7471,98.1189,81.7231
