hemodynamics hb value,bgDO2,caSys_pCO2,cvSys_pCO2,cvSys_pO2,caSys_HCO3,cvSys_HCO3,cvSys_O2sat,hb,caSys_pH,cvSys_pH,caSys_pO2,caSys_BE,caSys_O2sat
7.958,819.6158,31.2017,39.8815,42.0996,22.2598,23.5088,77.6101,7.9195,7.4966,7.3732,274.4147,-1.2597,99.8597
7.973,819.6128,31.1794,39.8637,42.0923,22.2691,23.5425,77.6123,7.9208,7.4894,7.3761,274.4105,-1.256,99.8264
7.988,819.6072,31.1781,39.8704,42.1087,22.2659,23.5446,77.6088,7.9031,7.4917,7.3903,274.3973,-1.2602,99.8376
8.003,819.5951,31.1861,39.8602,42.1037,22.2799,23.5208,77.5981,7.9179,7.479,7.3831,274.3969,-1.2611,99.8524
8.018,819.6135,31.1771,39.8861,42.0869,22.2701,23.5465,77.6096,7.9294,7.4657,7.3821,274.3965,-1.2341,99.8563
8.033,819.61,31.2009,39.8737,42.0912,22.2646,23.5429,77.6144,7.9128,7.4583,7.3864,274.3972,-1.2472,99.8607
8.048,819.6198,31.2003,39.883,42.0875,22.2695,23.5337,77.6121,7.9168,7.4875,7.396,274.3981,-1.2456,99.8289
8.0631,819.6235,31.1842,39.8595,42.1045,22.2484,23.5428,77.6159,7.9325,7.4954,7.379,274.4004,-1.2531,99.8464
8.0781,819.5965,31.1848,39.8757,42.0955,22.2489,23.5491,77.6121,7.9191,7.4731,7.3756,274.3992,-1.2491,99.8529
8.0931,819.5994,31.1794,39.8848,42.0933,22.2764,23.5452,77.5968,7.9034,7.4614,7.3705,274.3963,-1.2461,99.8428
8.1081,819.6249,31.1944,39.8625,42.0921,22.2703,23.5391,77.5999,7.9299,7.4783,7.3976,274.3986,-1.2244,99.8468
8.1231,819.6051,31.1863,39.8746,42.0794,22.2596,23.541,77.6036,7.9171,7.4677,7.4107,274.4063,-1.2405,99.8504
8.1381,819.6267,31.1929,39.8645,42.0898,22.2673,23.542,77.5975,7.9126,7.4821,7.3797,274.4029,-1.2483,99.8423
8.1532,819.609,31.1848,39.8624,42.099,22.279,23.5419,77.6019,7.9168,7.4784,7.3764,274.3885,-1.2477,99.8411
8.1682,819.6207,31.1814,39.8713,42.0936,22.2697,23.5407,77.6052,7.9256,7.4882,7.3804,274.4064,-1.2499,99.8462
8.1832,819.6123,31.1909,39.8751,42.1002,22.2841,23.5356,77.6194,7.9307,7.4876,7.3768,274.4068,-1.2505,99.8445
8.1982,819.6195,31.1954,39.8722,42.0967,22.2747,23.5494,77.6099,7.9255,7.4851,7.3871,274.3941,-1.2344,99.8334
8.2132,819.6072,31.2029,39.8723,42.1068,22.2837,23.5351,77.6007,7.9192,7.4674,7.3881,274.3879,-1.2377,99.8599
8.2282,819.6129,31.1827,39.8836,42.1047,22.2639,23.5498,77.6177,7.9225,7.4677,7.3856,274.4031,-1.2423,99.8552
8.2432,819.6217,31.2066,39.876,42.0894,22.2695,23.5389,77.6262,7.9074,7.501,7.393,274.4004,-1.247,99.8408
8.2583,819.6071,31.1834,39.858,42.1092,22.2747,23.5418,77.595,7.9187,7.4967,7.373,274.3769,-1.2326,99.8334
8.2733,819.601,31.2037,39.8759,42.0947,22.2555,23.5586,77.5875,7.9219,7.4735,7.4048,274.3874,-1.258,99.834
8.2883,819.6311,31.1795,39.8743,42.1014,22.283,23.5532,77.6113,7.9425,7.4789,7.4032,274.3841,-1.231,99.8589
8.3033,819.6191,31.1854,39.8735,42.0909,22.2682,23.5409,77.6205,7.9372,7.4854,7.3906,274.3986,-1.2377,99.8464
8.3183,819.5981,31.191,39.8689,42.0969,22.2708,23.5489,77.6087,7.921,7.4902,7.3908,274.4154,-1.2458,99.8476
8.3333,819.5975,31.1859,39.8806,42.0959,22.2626,23.5262,77.6076,7.9183,7.4585,7.3898,274.4194,-1.2305,99.8687
8.3483,819.5945,31.1895,39.8625,42.0975,22.288,23.5479,77.6069,7.9191,7.4866,7.4051,274.4117,-1.2153,99.8496
8.3634,819.6142,31.1885,39.8648,42.1126,22.277,23.5257,77.6141,7.9117,7.4735,7.3907,274.4023,-1.2383,99.8715
8.3784,819.6231,31.2063,39.8637,42.0873,22.2737,23.5437,77.6036,7.9376,7.4846,7.3824,274.4275,-1.2393,99.8654
8.3934,819.6068,31.1871,39.8701,42.0948,22.2847,23.5398,77.6268,7.9341,7.495,7.3869,274.405,-1.237,99.8714
8.4084,819.5887,31.1948,39.8608,42.0968,22.2643,23.5353,77.6007,7.9268,7.4787,7.3871,274.4036,-1.2318,99.86
8.4234,819.6078,31.1851,39.8499,42.0855,22.287,23.5491,77.599,7.9112,7.4861,7.3878,274.4141,-1.24,99.8478
8.4384,819.6086,31.1773,39.8915,42.1079,22.281,23.5389,77.62,7.9189,7.4748,7.3834,274.3965,-1.2616,99.842
8.4535,819.6099,31.1798,39.8498,42.0925,22.2826,23.5364,77.6215,7.9234,7.4825,7.3988,274.406,-1.2441,99.8419
8.4685,819.6022,31.2147,39.8578,42.1042,22.2555,23.5446,77.6042,7.9105,7.4726,7.3866,274.4048,-1.2399,99.8559
8.4835,819.6137,31.1865,39.8654,42.1071,22.2651,23.5329,77.6045,7.9258,7.47,7.3679,274.4109,-1.2388,99.8582
8.4985,819.6105,31.1893,39.8565,42.0923,22.2622,23.538,77.5952,7.9277,7.473,7.3994,274.4171,-1.2413,99.849
8.5135,912.2194,30.361,39.1818,44.1882,22.156,23.4185,79.8832,8.9057,7.4789,7.3993,272.1288,-1.1993,99.8464
8.5285,912.2124,30.3543,39.1551,44.183,22.158,23.4309,79.895,8.9093,7.4972,7.4069,272.119,-1.228,99.8459
8.5435,912.2268,30.3732,39.165,44.1896,22.1573,23.4461,79.8801,8.9219,7.49,7.3898,272.1063,-1.23,99.8471
8.5586,912.2271,30.3501,39.16,44.2007,22.1407,23.43,79.8945,8.9019,7.4473,7.3946,272.114,-1.2291,99.8456
8.5736,912.2312,30.3534,39.1675,44.2048,22.1479,23.4223,79.884,8.8904,7.4862,7.4088,272.1115,-1.2281,99.8457
8.5886,912.2271,30.3745,39.1519,44.2042,22.152,23.4277,79.8984,8.889,7.4717,7.4105,272.1267,-1.2334,99.8508
8.6036,912.2303,30.3752,39.1597,44.1723,22.1271,23.4388,79.8725,8.8833,7.4904,7.396,272.1125,-1.216,99.8402
8.6186,912.2477,30.364,39.1502,44.1959,22.1496,23.4247,79.8945,8.8728,7.473,7.4027,272.0985,-1.2243,99.8445
8.6336,912.2388,30.3608,39.1728,44.1863,22.1578,23.4338,79.8941,8.8916,7.4773,7.396,272.1199,-1.2332,99.8555
8.6486,912.2384,30.3682,39.1512,44.1963,22.1568,23.428,79.8828,8.8964,7.478,7.385,272.1142,-1.226,99.8621
8.6637,912.2262,30.3686,39.158,44.1978,22.1563,23.4314,79.8699,8.8932,7.4817,7.397,272.1135,-1.2057,99.8698
8.6787,912.2276,30.3697,39.1659,44.1863,22.1432,23.433,79.8676,8.8766,7.4925,7.4063,272.117,-1.2191,99.8698
8.6937,912.235,30.3666,39.1662,44.1833,22.1453,23.4326,79.8743,8.8968,7.4621,7.3871,272.1239,-1.2124,99.844
8.7087,912.2266,30.364,39.1589,44.1771,22.146,23.4338,79.8929,8.8876,7.4737,7.405,272.1163,-1.2215,99.8617
8.7237,912.2388,30.3841,39.1701,44.1692,22.1387,23.4367,79.8734,8.8883,7.4788,7.4121,272.1112,-1.198,99.8545
8.7387,912.2246,30.368,39.1596,44.1984,22.1462,23.4495,79.8778,8.897,7.4835,7.4128,272.1134,-1.2118,99.8383
8.7538,912.2331,30.3478,39.1486,44.1837,22.1475,23.4271,79.8913,8.8931,7.4954,7.3752,272.1129,-1.2183,99.8492
8.7688,912.248,30.3667,39.1791,44.2087,22.1543,23.4255,79.884,8.8919,7.4849,7.3919,272.0889,-1.2199,99.8444
8.7838,912.2236,30.3722,39.1414,44.1882,22.1658,23.4315,79.8985,8.8722,7.4536,7.4201,272.1099,-1.219,99.8489
8.7988,912.2427,30.3695,39.1782,44.1885,22.1552,23.4311,79.887,8.8877,7.4854,7.3855,272.1184,-1.2229,99.8524
8.8138,912.2185,30.3546,39.148,44.1922,22.1393,23.4419,79.8897,8.8938,7.4811,7.4012,272.137,-1.2153,99.8486
8.8288,912.2294,30.3663,39.1526,44.1987,22.148,23.4313,79.879,8.8931,7.4814,7.404,272.1218,-1.2265,99.8364
8.8438,912.2428,30.3493,39.1484,44.1911,22.1523,23.4319,79.8938,8.8991,7.4757,7.393,272.121,-1.23,99.859
8.8589,912.2306,30.3836,39.1693,44.1761,22.1529,23.4427,79.8541,8.8938,7.4776,7.4024,272.1212,-1.2045,99.8575
8.8739,912.2251,30.3698,39.1787,44.1964,22.1446,23.4252,79.8684,8.8873,7.4706,7.3988,272.1031,-1.2164,99.8566
8.8889,912.233,30.3683,39.1616,44.1976,22.1528,23.4228,79.8934,8.8873,7.4934,7.4067,272.1238,-1.2213,99.8492
8.9039,912.2354,30.3657,39.1597,44.1745,22.1428,23.423,79.862,8.8753,7.472,7.3781,272.1196,-1.2092,99.8494
8.9189,912.2235,30.3663,39.1516,44.1811,22.1447,23.4296,79.8734,8.8831,7.4755,7.4109,272.1168,-1.2099,99.8478
8.9339,912.2431,30.3747,39.1684,44.1859,22.15,23.4384,79.8853,8.8982,7.4843,7.407,272.1224,-1.2154,99.8491
8.9489,912.228,30.3691,39.1654,44.1893,22.1584,23.4395,79.8749,8.8798,7.4628,7.3918,272.1182,-1.2228,99.8672
8.964,912.2409,30.3766,39.157,44.2041,22.1555,23.4209,79.8766,8.8926,7.4848,7.3985,272.1188,-1.2151,99.8356
8.979,912.2578,30.3854,39.1698,44.1971,22.1394,23.4132,79.8834,8.8936,7.4709,7.4053,272.1449,-1.2174,99.8477
8.994,912.2218,30.3607,39.1612,44.1883,22.134,23.4274,79.8724,8.9026,7.4773,7.3991,272.0961,-1.2162,99.8629
9.009,912.2197,30.3599,39.1623,44.1896,22.1465,23.4323,79.8744,8.897,7.4887,7.3909,272.1246,-1.2194,99.8432
9.024,912.2137,30.3897,39.1524,44.196,22.1656,23.4325,79.8828,8.9038,7.4807,7.414,272.129,-1.2157,99.8558
9.039,912.2357,30.366,39.1527,44.1734,22.1585,23.4336,79.8856,8.8799,7.4909,7.3862,272.1314,-1.2116,99.8467
9.0541,912.2114,30.3594,39.154,44.2021,22.1439,23.4254,79.8783,8.8824,7.4963,7.3855,272.104,-1.2171,99.8633
9.0691,912.2389,30.3625,39.1683,44.1884,22.141,23.4217,79.8771,8.8792,7.4794,7.3911,272.1165,-1.2461,99.8454
9.0841,912.2425,30.3684,39.1526,44.1908,22.1395,23.4267,79.8662,8.8864,7.4727,7.3965,272.1158,-1.2174,99.8431
9.0991,912.2221,30.3716,39.1598,44.1936,22.1422,23.4329,79.8792,8.8881,7.4846,7.4034,272.1301,-1.2007,99.8533
9.1141,912.2154,30.36,39.1728,44.1935,22.1526,23.4239,79.8773,8.8886,7.464,7.4052,272.1146,-1.224,99.8582
9.1291,912.2267,30.3756,39.1757,44.1873,22.1443,23.4281,79.8862,8.8907,7.4708,7.41,272.1162,-1.2236,99.8434
9.1441,912.2314,30.363,39.1588,44.1958,22.1451,23.4318,79.8855,8.8866,7.4921,7.4102,272.1138,-1.224,99.8661
9.1592,912.2422,30.3584,39.1703,44.1746,22.1496,23.4307,79.884,8.8932,7.4595,7.4003,272.14,-1.2147,99.8637
9.1742,912.2183,30.3609,39.1751,44.1955,22.1422,23.4485,79.8835,8.8986,7.4968,7.4027,272.1226,-1.2346,99.8394
9.1892,912.2159,30.3799,39.1618,44.1836,22.15,23.4468,79.9034,8.9056,7.4669,7.4157,272.1175,-1.2158,99.8618
9.2042,912.235,30.3735,39.1501,44.1901,22.147,23.4439,79.8668,8.8936,7.4796,7.4093,272.1218,-1.2173,99.8449
9.2192,912.2228,30.3692,39.1616,44.2009,22.152,23.4476,79.8797,8.8973,7.4842,7.3868,272.1112,-1.2224,99.867
9.2342,912.2301,30.371,39.1474,44.1959,22.1441,23.4294,79.8722,8.8829,7.4743,7.3961,272.1171,-1.2164,99.8429
9.2492,912.241,30.3781,39.1475,44.1795,22.1499,23.4568,79.8785,8.8838,7.4741,7.4032,272.1232,-1.2119,99.8388
9.2643,912.2314,30.3802,39.1592,44.2007,22.1542,23.4594,79.8987,8.909,7.4814,7.3975,272.1167,-1.2147,99.8344
9.2793,912.2401,30.3616,39.1758,44.2012,22.1458,23.4257,79.8777,8.8734,7.4795,7.3947,272.1311,-1.2407,99.84
9.2943,912.2422,30.3788,39.1589,44.1851,22.1439,23.4308,79.8866,8.8966,7.4751,7.3999,272.1241,-1.1955,99.8555
9.3093,912.2379,30.3679,39.1759,44.1811,22.1437,23.4309,79.902,8.8963,7.4849,7.4001,272.1113,-1.2207,99.8485
9.3243,912.2295,30.3597,39.1646,44.1934,22.1534,23.4342,79.8804,8.8848,7.4807,7.4171,272.1161,-1.2213,99.8533
9.3393,912.2408,30.367,39.1436,44.1845,22.1477,23.4309,79.8605,8.8985,7.4831,7.4024,272.1187,-1.221,99.8627
9.3544,912.2255,30.3666,39.1668,44.1987,22.152,23.4227,79.8838,8.8946,7.4838,7.3884,272.1256,-1.2251,99.847
9.3694,912.2437,30.3505,39.1676,44.1852,22.1474,23.4094,79.8884,8.886,7.4712,7.4202,272.1089,-1.2199,99.8903
9.3844,912.2533,30.3776,39.1535,44.1976,22.1673,23.4212,79.8811,8.9031,7.4834,7.3984,272.1239,-1.2198,99.8398
9.3994,912.2148,30.3677,39.1685,44.1846,22.1379,23.4357,79.8581,8.9058,7.4781,7.3926,272.1245,-1.2173,99.8509
9.4144,912.2287,30.3595,39.1608,44.1915,22.1581,23.4172,79.8663,8.8937,7.4758,7.3954,272.1278,-1.214,99.8568
9.4294,912.2336,30.3671,39.1621,44.1882,22.1705,23.42,79.8879,8.9065,7.4824,7.3977,272.1263,-1.2299,99.8558
9.4444,912.2114,30.3583,39.1567,44.185,22.1467,23.4272,79.8791,8.8964,7.4921,7.3919,272.1117,-1.2101,99.8458
9.4595,912.2367,30.3731,39.1729,44.1963,22.1594,23.4264,79.8757,8.8965,7.4855,7.3913,272.1167,-1.2202,99.8386
9.4745,912.2138,30.3623,39.1721,44.1728,22.1533,23.4207,79.8778,8.8853,7.4732,7.395,272.1061,-1.2284,99.8439
9.4895,912.2363,30.3791,39.1831,44.1998,22.1404,23.4414,79.8725,8.8804,7.4634,7.3995,272.1211,-1.21,99.8416
9.5045,1012.0242,30.3692,39.2888,46.3292,22.1411,23.4361,81.9295,9.9412,7.4921,7.3947,269.7122,-1.2011,99.8389
9.5195,1012.0305,30.3841,39.296,46.3575,22.1398,23.4429,81.9514,9.9413,7.4875,7.4051,269.6885,-1.2234,99.8387
9.5345,1012.0292,30.3843,39.3014,46.3371,22.1415,23.4492,81.9242,9.9419,7.4907,7.4014,269.7036,-1.2169,99.8483
9.5495,1012.017,30.3733,39.2742,46.3111,22.1439,23.4446,81.9225,9.9465,7.4859,7.396,269.6862,-1.203,99.8447
9.5646,1012.0341,30.3791,39.2863,46.3357,22.1417,23.444,81.948,9.9377,7.4742,7.413,269.6826,-1.1959,99.8463
9.5796,1012.0303,30.3796,39.2786,46.3504,22.16,23.4471,81.9228,9.9447,7.4885,7.4033,269.7022,-1.201,99.8332
9.5946,1012.0206,30.3632,39.2727,46.3354,22.1428,23.46,81.9339,9.9387,7.482,7.4108,269.7009,-1.2139,99.8501
9.6096,1011.9936,30.3791,39.2943,46.3321,22.1477,23.4541,81.9322,9.9233,7.4958,7.4016,269.6948,-1.2296,99.8272
9.6246,1012.0116,30.3927,39.2723,46.3526,22.1511,23.4411,81.9296,9.9367,7.4804,7.4133,269.7158,-1.2081,99.8451
9.6396,1012.0129,30.3797,39.2656,46.3401,22.1428,23.4301,81.9311,9.965,7.4758,7.4063,269.7022,-1.2048,99.8523
9.6547,1012.0051,30.379,39.2798,46.3342,22.1537,23.4533,81.9251,9.9433,7.4849,7.3941,269.7101,-1.2083,99.8473
9.6697,1012.0107,30.3747,39.2833,46.324,22.1588,23.4388,81.9159,9.9298,7.4881,7.4076,269.6878,-1.2022,99.8414
9.6847,1012.0142,30.3943,39.2802,46.337,22.1373,23.4517,81.929,9.9316,7.4797,7.3981,269.6949,-1.2087,99.8257
9.6997,1012.0181,30.3704,39.2726,46.3519,22.164,23.4587,81.9269,9.9484,7.4744,7.3866,269.7041,-1.2103,99.8449
9.7147,1012.0275,30.3905,39.2606,46.3425,22.1542,23.4596,81.9327,9.9487,7.4874,7.4052,269.7159,-1.2014,99.8507
9.7297,1012.0139,30.3912,39.286,46.3428,22.1486,23.451,81.9241,9.9397,7.47,7.4178,269.7014,-1.2144,99.8437
9.7447,1012.0335,30.3702,39.2687,46.3494,22.1489,23.4607,81.9328,9.9228,7.4769,7.4043,269.711,-1.2245,99.8474
9.7598,1012.0125,30.3658,39.2718,46.3659,22.1499,23.4637,81.9139,9.9492,7.4783,7.3959,269.6909,-1.21,99.8378
9.7748,1012.0181,30.3946,39.2694,46.3443,22.1528,23.4398,81.9346,9.9333,7.4719,7.4096,269.7105,-1.2108,99.8346
9.7898,1012.0295,30.3801,39.2724,46.3392,22.1493,23.4437,81.9422,9.9334,7.4636,7.3973,269.7037,-1.2178,99.8502
9.8048,1012.0183,30.3575,39.2796,46.3357,22.1565,23.4594,81.932,9.9398,7.4848,7.4088,269.7163,-1.2162,99.8573
9.8198,1012.0151,30.3821,39.2615,46.3364,22.1502,23.4516,81.9375,9.9399,7.4882,7.3868,269.6984,-1.2147,99.8364
9.8348,1012.009,30.3842,39.2829,46.343,22.1537,23.4444,81.9232,9.9348,7.4833,7.4057,269.7025,-1.2154,99.8352
9.8498,1012.045,30.3851,39.3077,46.3417,22.1568,23.4275,81.9242,9.9322,7.4863,7.378,269.7047,-1.2027,99.8464
9.8649,1012.024,30.3831,39.2685,46.342,22.1497,23.4517,81.9422,9.9318,7.4755,7.3827,269.6836,-1.2067,99.8417
9.8799,1012.0147,30.3851,39.2711,46.3515,22.1379,23.4653,81.9163,9.9377,7.4793,7.3915,269.7101,-1.2184,99.8377
9.8949,1012.024,30.3759,39.2733,46.3417,22.1466,23.4468,81.9485,9.9468,7.5008,7.4034,269.6864,-1.22,99.8355
9.9099,1012.0136,30.3636,39.2801,46.3516,22.1624,23.4504,81.9349,9.9272,7.4825,7.4016,269.7019,-1.2209,99.8279
9.9249,1012.0365,30.3896,39.2914,46.3449,22.1659,23.4576,81.9337,9.9193,7.4668,7.3974,269.6957,-1.2142,99.8476
9.9399,1012.0337,30.3809,39.2716,46.3493,22.1476,23.4456,81.9311,9.9167,7.4921,7.3857,269.6935,-1.2048,99.8446
9.955,1012.0261,30.3647,39.2723,46.3479,22.1492,23.4456,81.9107,9.9488,7.4799,7.4091,269.6916,-1.184,99.8376
9.97,1012.0117,30.3722,39.2887,46.3474,22.1615,23.4471,81.9426,9.9523,7.4709,7.415,269.6949,-1.1998,99.8302
9.985,1012.0125,30.391,39.2781,46.337,22.1326,23.4368,81.9302,9.9426,7.4773,7.3942,269.7152,-1.2211,99.8501
10.0,1012.0269,30.3995,39.2644,46.3294,22.1548,23.4536,81.9416,9.9551,7.4884,7.4003,269.6904,-1.2078,99.8394
10.015,1012.0172,30.3755,39.2832,46.3381,22.1418,23.451,81.9364,9.9477,7.4981,7.4128,269.7003,-1.1919,99.8216
10.03,1012.0187,30.3651,39.2655,46.3298,22.1451,23.4591,81.9227,9.9439,7.4738,7.4105,269.6863,-1.2126,99.8536
10.045,1012.0223,30.3672,39.2788,46.3451,22.1315,23.4406,81.9312,9.953,7.4812,7.4048,269.6913,-1.2321,99.8471
10.0601,1012.0033,30.3794,39.2775,46.3358,22.1528,23.4346,81.9103,9.9295,7.4847,7.3981,269.6965,-1.2062,99.8431
10.0751,1012.0171,30.3876,39.2714,46.3375,22.1572,23.4635,81.9209,9.9402,7.4827,7.4137,269.6992,-1.2201,99.8242
10.0901,1012.0281,30.3873,39.2858,46.3322,22.1545,23.4713,81.9377,9.9465,7.4938,7.3989,269.7015,-1.2058,99.8436
10.1051,1012.0164,30.3857,39.2737,46.3528,22.1539,23.4302,81.9371,9.9543,7.4743,7.3967,269.6887,-1.2062,99.837
10.1201,1012.0105,30.3803,39.2827,46.3458,22.1567,23.4573,81.9381,9.9386,7.4995,7.4007,269.6986,-1.2057,99.8241
10.1351,1012.0375,30.3918,39.2692,46.3429,22.1322,23.4512,81.9338,9.9462,7.4811,7.4023,269.7082,-1.2121,99.8525
10.1502,1012.0021,30.3939,39.2914,46.3517,22.1443,23.4555,81.9262,9.9477,7.476,7.3958,269.6911,-1.2179,99.8524
10.1652,1012.0119,30.3649,39.2835,46.3231,22.1318,23.4384,81.9246,9.9481,7.4723,7.4033,269.6946,-1.1962,99.841
10.1802,1012.0274,30.3867,39.2836,46.345,22.1671,23.453,81.9325,9.9463,7.4769,7.3996,269.7049,-1.2201,99.8258
10.1952,1012.0037,30.3742,39.2755,46.3292,22.1349,23.4517,81.9407,9.947,7.4732,7.3835,269.7076,-1.2144,99.833
10.2102,1012.037,30.3956,39.2694,46.3358,22.1572,23.4447,81.9144,9.946,7.5067,7.422,269.7023,-1.2258,99.835
10.2252,1012.0209,30.3803,39.2976,46.3501,22.1685,23.4626,81.9276,9.9519,7.4941,7.3896,269.6913,-1.2137,99.8244
10.2402,1012.019,30.3684,39.3032,46.3554,22.1574,23.4467,81.9188,9.9544,7.4928,7.4108,269.709,-1.206,99.8303
10.2553,1012.0432,30.3721,39.284,46.3479,22.1464,23.4705,81.9356,9.9432,7.4785,7.394,269.7074,-1.2181,99.8318
10.2703,1012.0305,30.3733,39.2775,46.3525,22.1618,23.4357,81.9134,9.9399,7.4796,7.3941,269.6943,-1.199,99.8302
10.2853,1012.0203,30.3774,39.2823,46.3483,22.1375,23.4654,81.9196,9.9325,7.4645,7.3965,269.6833,-1.1982,99.8616
10.3003,1012.0215,30.3926,39.2554,46.3287,22.1411,23.4598,81.9222,9.9358,7.4692,7.4172,269.6884,-1.2229,99.8259
10.3153,1012.0137,30.3714,39.282,46.3441,22.1705,23.441,81.9173,9.9387,7.4958,7.4011,269.706,-1.2104,99.8395
10.3303,1012.0132,30.369,39.2941,46.3304,22.161,23.4535,81.9212,9.9371,7.4603,7.4066,269.7174,-1.2067,99.8394
10.3453,1012.0393,30.3675,39.2546,46.35,22.1208,23.4773,81.9173,9.935,7.467,7.4031,269.7027,-1.2045,99.845
10.3604,1012.0307,30.3973,39.2785,46.3214,22.1606,23.4572,81.9226,9.9531,7.4917,7.4036,269.6987,-1.2062,99.839
10.3754,1012.0252,30.3777,39.2969,46.3538,22.1607,23.4548,81.9412,9.9411,7.4829,7.3788,269.7071,-1.2101,99.8584
10.3904,1012.0063,30.3738,39.2687,46.3428,22.1553,23.4556,81.9352,9.9479,7.4779,7.3982,269.7062,-1.2265,99.8426
10.4054,1012.0373,30.3726,39.2932,46.3433,22.1447,23.4502,81.9338,9.9419,7.4795,7.4062,269.7169,-1.2055,99.8437
10.4204,1012.0367,30.3696,39.2617,46.3366,22.1482,23.4445,81.9335,9.9507,7.4761,7.3927,269.7147,-1.2111,99.8263
10.4354,1012.0319,30.3709,39.2743,46.3432,22.1364,23.4413,81.9425,9.9326,7.4647,7.3895,269.7201,-1.2115,99.8257
10.4505,1012.0135,30.3713,39.2709,46.3304,22.1358,23.4611,81.9257,9.9434,7.4738,7.4115,269.7128,-1.2041,99.8387
10.4655,1012.0357,30.3947,39.2841,46.3383,22.1541,23.4491,81.9388,9.9479,7.4683,7.413,269.7025,-1.1977,99.8457
10.4805,1012.0143,30.3763,39.2659,46.3285,22.1579,23.4454,81.9349,9.9365,7.4719,7.3866,269.6889,-1.2008,99.835
10.4955,1012.0184,30.3788,39.2845,46.3512,22.1548,23.4681,81.9239,9.9525,7.5,7.4045,269.7014,-1.2125,99.8421
10.5105,1110.6881,31.1991,40.2161,48.1829,22.2703,23.5935,83.5125,10.9718,7.4581,7.3944,266.614,-1.2148,99.8464
10.5255,1110.6858,31.1953,40.2189,48.1726,22.255,23.5975,83.5004,10.9695,7.486,7.401,266.5834,-1.228,99.8361
10.5405,1110.668,31.2041,40.2145,48.2114,22.2674,23.5812,83.5088,10.9688,7.4681,7.4075,266.5856,-1.2086,99.8386
10.5556,1110.6698,31.1994,40.2116,48.1887,22.2606,23.5761,83.5172,10.9474,7.4955,7.3905,266.5757,-1.2153,99.8254
10.5706,1110.6773,31.2051,40.2018,48.2081,22.2537,23.5847,83.4972,10.9613,7.4769,7.3795,266.5915,-1.2231,99.8443
10.5856,1110.6995,31.1978,40.2071,48.1843,22.279,23.5825,83.522,10.9679,7.4835,7.3886,266.5918,-1.2233,99.8461
10.6006,1110.6585,31.1851,40.2249,48.176,22.2655,23.5971,83.5189,10.9488,7.4752,7.4029,266.5919,-1.2284,99.8222
10.6156,1110.6728,31.2044,40.2043,48.1862,22.2565,23.5953,83.5052,10.973,7.4816,7.3904,266.5902,-1.22,99.8339
10.6306,1110.6831,31.1949,40.2057,48.1973,22.2576,23.587,83.4878,10.9792,7.4959,7.3877,266.5823,-1.2133,99.8464
10.6456,1110.6851,31.2066,40.2103,48.1745,22.2773,23.5916,83.5228,10.9688,7.471,7.3803,266.5899,-1.2333,99.8313
10.6607,1110.6761,31.1935,40.2053,48.1806,22.2541,23.5986,83.5129,10.9652,7.4836,7.3903,266.5784,-1.219,99.8206
10.6757,1110.6886,31.1987,40.1985,48.1866,22.2564,23.5954,83.5278,10.9756,7.4952,7.3975,266.5978,-1.2123,99.8442
10.6907,1110.7066,31.1802,40.206,48.1992,22.2812,23.5853,83.5122,10.9563,7.4919,7.3821,266.5871,-1.2164,99.8389
10.7057,1110.7047,31.2024,40.2161,48.1746,22.2716,23.5783,83.5084,10.9678,7.4757,7.3957,266.5853,-1.2052,99.8418
10.7207,1110.6712,31.1946,40.2052,48.1989,22.2665,23.5963,83.5185,10.9568,7.4899,7.3795,266.5741,-1.2292,99.8337
10.7357,1110.673,31.1987,40.2229,48.1945,22.2838,23.5824,83.4986,10.9688,7.4851,7.4008,266.5831,-1.223,99.8352
10.7508,1110.6774,31.2056,40.2131,48.1852,22.2591,23.5869,83.5098,10.9546,7.4771,7.3879,266.5993,-1.2123,99.8388
10.7658,1110.668,31.1922,40.2013,48.184,22.2841,23.5894,83.5047,10.9649,7.4733,7.3939,266.5866,-1.2243,99.8308
10.7808,1110.6698,31.1962,40.2261,48.1756,22.2809,23.5876,83.5215,10.9757,7.4884,7.3871,266.5999,-1.2171,99.8488
10.7958,1110.6873,31.2208,40.2164,48.1953,22.2675,23.583,83.5139,10.9561,7.4828,7.3859,266.5847,-1.2326,99.849
10.8108,1110.6801,31.2057,40.1955,48.1868,22.2696,23.6048,83.497,10.9779,7.4745,7.3816,266.5772,-1.2241,99.8417
10.8258,1110.69,31.1896,40.1947,48.1871,22.2722,23.6026,83.5093,10.9818,7.4889,7.3935,266.5819,-1.2222,99.8298
10.8408,1110.6652,31.2078,40.1911,48.1996,22.2887,23.5922,83.517,10.9669,7.4712,7.3851,266.6104,-1.2069,99.8461
10.8559,1110.6944,31.2062,40.221,48.1952,22.2681,23.5973,83.5202,10.9627,7.4921,7.382,266.5927,-1.2197,99.8494
10.8709,1110.688,31.2041,40.2035,48.1944,22.2492,23.5882,83.5117,10.9714,7.4855,7.3887,266.6075,-1.2112,99.837
10.8859,1110.6807,31.1951,40.2128,48.1796,22.2839,23.6097,83.5075,10.9866,7.474,7.3894,266.5996,-1.2175,99.8417
10.9009,1110.6882,31.2088,40.2107,48.1912,22.2663,23.5906,83.513,10.9735,7.484,7.3945,266.5992,-1.2227,99.8449
