hemodynamics dlco value,bgDO2,caSys_pCO2,cvSys_pCO2,cvSys_pO2,caSys_pO2,caSys_HCO3,cvSys_HCO3,caSys_O2sat,cvSys_O2sat,caSys_pH,cvSys_pH,caSys_BE
21.7117,1213.2766,31.9819,41.1369,43.1853,81.4598,22.3734,23.7338,95.6551,78.8606,7.4556,7.3924,-1.2495
21.8108,1214.158,31.9662,41.1334,43.2678,81.89,22.3852,23.7493,95.7148,78.9245,7.4684,7.3842,-1.2444
21.9099,1214.7182,31.9611,41.1442,43.3111,82.1766,22.3728,23.747,95.743,78.9656,7.4539,7.3938,-1.2452
22.009,1215.5907,31.9514,41.1509,43.3838,82.6413,22.3981,23.7362,95.8065,79.0578,7.4771,7.3779,-1.2539
22.1081,1215.9255,31.9619,41.1402,43.3802,82.7994,22.4016,23.7163,95.8402,79.0767,7.4645,7.3755,-1.2604
22.2072,1216.0013,31.9588,41.1358,43.4186,82.8134,22.3885,23.7291,95.8247,79.0896,7.4682,7.374,-1.2584
22.3063,1216.0512,31.964,41.1411,43.4173,82.8564,22.3794,23.7093,95.851,79.0697,7.485,7.3693,-1.2489
22.4054,1216.2294,31.9581,41.1525,43.4333,82.9659,22.3859,23.7113,95.8689,79.0892,7.4704,7.391,-1.2572
22.5045,1216.7162,31.9735,41.1265,43.4646,83.1969,22.401,23.7301,95.8858,79.1403,7.4743,7.3869,-1.2483
22.6036,1217.9697,31.9655,41.1558,43.5447,83.9228,22.3806,23.7367,95.979,79.225,7.4747,7.3903,-1.2464
22.7027,1218.4866,31.9772,41.1395,43.5835,84.1957,22.3933,23.7392,96.0153,79.2511,7.4662,7.3969,-1.2464
22.8018,1218.6601,31.956,41.1387,43.6085,84.3029,22.3866,23.7228,96.0469,79.2762,7.4663,7.3778,-1.2464
22.9009,1219.1259,31.973,41.1384,43.6362,84.5637,22.3843,23.7347,96.0675,79.301,7.4671,7.3859,-1.2458
23.0,1220.0996,31.9605,41.1588,43.7045,85.1401,22.3648,23.7182,96.1249,79.378,7.4704,7.3881,-1.239
23.0991,1220.479,31.9749,41.1632,43.7207,85.3538,22.3934,23.7343,96.1523,79.3954,7.48,7.3744,-1.2481
23.1982,1220.5377,31.9715,41.1499,43.72,85.3874,22.3962,23.7345,96.1632,79.4045,7.4757,7.3797,-1.2493
23.2973,1220.6506,31.9868,41.1465,43.7398,85.447,22.3869,23.7139,96.1904,79.4047,7.4765,7.3861,-1.258
23.3964,1220.8124,31.9886,41.1539,43.75,85.5554,22.3867,23.7345,96.1926,79.4384,7.4803,7.3978,-1.2372
23.4955,1221.2277,31.9776,41.1496,43.778,85.7861,22.3744,23.7218,96.2087,79.4628,7.4531,7.376,-1.2684
23.5946,1222.5783,31.974,41.1447,43.8923,86.6257,22.3793,23.7275,96.2972,79.5837,7.4518,7.3876,-1.2426
23.6937,1223.1162,31.9946,41.1754,43.9448,86.9523,22.3712,23.7322,96.3444,79.6149,7.4703,7.3849,-1.2411
23.7928,1223.5373,31.9881,41.1576,43.9532,87.2127,22.4034,23.7103,96.3622,79.6503,7.4699,7.375,-1.2282
23.8919,1224.0371,31.967,41.1387,43.9947,87.537,22.3883,23.7339,96.3932,79.6842,7.4472,7.3661,-1.247
23.991,1225.4297,31.9732,41.1561,44.1051,88.4492,22.3828,23.7351,96.4976,79.8061,7.4611,7.39,-1.2434
24.0901,1226.2106,31.9807,41.1564,44.1516,88.9481,22.369,23.7356,96.5406,79.852,7.4846,7.3826,-1.2544
24.1892,1226.5076,31.9662,41.1689,44.1702,89.1139,22.3942,23.7464,96.574,79.8691,7.4789,7.391,-1.2602
24.2883,1226.4873,31.9745,41.1691,44.1703,89.1052,22.3983,23.7226,96.5815,79.8838,7.4787,7.3723,-1.2422
24.3874,1226.7568,31.9907,41.1771,44.1908,89.3057,22.3912,23.7277,96.5833,79.8934,7.4807,7.386,-1.2587
24.4865,1227.1889,31.9677,41.1486,44.2295,89.5975,22.399,23.7483,96.6148,79.9084,7.4738,7.3995,-1.2368
24.5856,1228.6998,31.9867,41.1821,44.3338,90.6084,22.4064,23.7239,96.7297,80.03,7.4608,7.3685,-1.2539
24.6847,1229.2748,31.9868,41.1798,44.3782,90.9833,22.3989,23.7537,96.7535,80.1055,7.4858,7.3955,-1.2267
24.7838,1229.5298,31.976,41.1673,44.4023,91.1653,22.3908,23.7414,96.7675,80.0874,7.4667,7.3848,-1.2297
24.8829,1230.0112,31.9964,41.1582,44.4312,91.5291,22.3841,23.7332,96.837,80.1362,7.4841,7.383,-1.2655
24.982,1230.7833,31.9953,41.1802,44.5029,92.0771,22.3951,23.7521,96.8497,80.2023,7.4749,7.391,-1.2416
25.0811,1231.0111,31.9903,41.1743,44.5194,92.2469,22.3838,23.7466,96.8822,80.2155,7.4596,7.3792,-1.2448
25.1802,1231.1604,32.0082,41.1726,44.5327,92.3421,22.3955,23.734,96.8642,80.2366,7.4759,7.3737,-1.2622
25.2793,1231.1498,31.9954,41.1703,44.5324,92.3255,22.393,23.7464,96.8911,80.2277,7.4655,7.3839,-1.2409
25.3784,1231.2802,31.9795,41.1815,44.5293,92.4313,22.3884,23.7376,96.8802,80.233,7.4701,7.3857,-1.2489
25.4775,1231.3701,31.9902,41.1492,44.5598,92.4785,22.3918,23.7327,96.9088,80.2464,7.4906,7.371,-1.2562
25.5766,1231.7286,31.9894,41.1498,44.5809,92.7672,22.3953,23.7405,96.9285,80.2825,7.4662,7.3716,-1.2481
25.6757,1232.887,31.9929,41.1847,44.6771,93.6611,22.4116,23.7426,96.9865,80.3676,7.4729,7.379,-1.2222
25.7748,1233.4933,31.9949,41.1572,44.7334,94.1452,22.3906,23.727,97.0514,80.4345,7.4643,7.3838,-1.2603
25.8739,1233.8617,31.9958,41.1906,44.7644,94.4322,22.388,23.7353,97.0687,80.4534,7.4745,7.3566,-1.256
25.973,1233.9666,32.0065,41.1923,44.7723,94.5116,22.4055,23.7383,97.0822,80.465,7.4704,7.3954,-1.2671
26.0721,1234.3959,32.0273,41.1889,44.7996,94.8895,22.4118,23.7352,97.1062,80.4966,7.4563,7.3653,-1.2435
26.1712,1235.9881,32.0011,41.1706,44.9257,96.1843,22.4053,23.7302,97.1995,80.6174,7.4662,7.3959,-1.2394
26.2703,1236.9701,32.0034,41.1721,45.0105,97.0059,22.4029,23.7329,97.2722,80.7084,7.4723,7.3833,-1.2548
26.3694,1237.375,32.0014,41.1732,45.0609,97.3851,22.4003,23.7368,97.3173,80.7598,7.4777,7.3652,-1.25
26.4685,1237.8268,32.0165,41.1718,45.0666,97.7827,22.3806,23.736,97.3207,80.7795,7.4686,7.3672,-1.2413
26.5676,1239.3192,32.0044,41.1815,45.197,99.062,22.3904,23.7595,97.405,80.8734,7.4852,7.375,-1.2528
26.6667,1240.1737,32.0007,41.1886,45.2465,99.8336,22.3975,23.7348,97.4648,80.9394,7.4771,7.3828,-1.2433
26.7658,1240.2847,32.0206,41.1888,45.2763,99.9,22.3893,23.7218,97.468,80.9453,7.4572,7.378,-1.2422
26.8649,1240.5664,31.9945,41.1917,45.2803,100.1782,22.392,23.7356,97.5103,80.9781,7.4798,7.3785,-1.2541
26.964,1240.9036,32.0172,41.1912,45.3114,100.4822,22.3838,23.7348,97.5104,81.0142,7.4638,7.3787,-1.28
27.0631,1241.5861,32.0081,41.198,45.3835,101.1256,22.3947,23.759,97.5613,81.0543,7.4649,7.3845,-1.2597
27.1622,1241.8593,32.0053,41.1911,45.4021,101.4042,22.3771,23.7449,97.5846,81.071,7.4584,7.3796,-1.2577
27.2613,1242.1177,32.0065,41.1951,45.4334,101.6647,22.3785,23.7468,97.5935,81.0877,7.4724,7.3837,-1.2472
27.3604,1242.2768,32.0063,41.1962,45.4523,101.8071,22.3841,23.7345,97.615,81.1289,7.4626,7.3815,-1.2695
27.4595,1242.4959,32.0051,41.1768,45.454,102.03,22.3954,23.7363,97.6215,81.1381,7.4788,7.3799,-1.2486
27.5586,1243.4192,32.014,41.2161,45.5546,102.9754,22.3805,23.7559,97.6883,81.2242,7.4969,7.3836,-1.2301
27.6577,1243.7654,32.0166,41.1968,45.5938,103.3632,22.382,23.7316,97.7222,81.2669,7.4832,7.3757,-1.2552
27.7568,1243.9214,32.0108,41.2005,45.6088,103.4773,22.407,23.7441,97.6998,81.2613,7.4942,7.3912,-1.249
27.8559,1243.9936,31.9948,41.1988,45.6052,103.6083,22.3856,23.7327,97.7379,81.261,7.4866,7.3778,-1.234
27.955,1244.1253,32.0071,41.2025,45.6072,103.7157,22.3738,23.7284,97.7275,81.2783,7.4753,7.3707,-1.2341
28.0541,1244.5329,31.9993,41.207,45.63,104.1327,22.3847,23.7307,97.7652,81.3054,7.4674,7.381,-1.2578
28.1532,1245.9577,32.0046,41.1899,45.7638,105.7187,22.384,23.7255,97.8395,81.4168,7.4645,7.3772,-1.2262
28.2523,1246.7455,32.0208,41.1973,45.8164,106.5443,22.3829,23.7378,97.8964,81.4718,7.4775,7.3614,-1.2662
28.3514,1247.1789,32.0157,41.2072,45.8389,107.0587,22.3803,23.7241,97.9119,81.4905,7.4619,7.3772,-1.2603
28.4505,1247.4609,31.9908,41.2144,45.8735,107.3634,22.3848,23.7441,97.9338,81.5151,7.4674,7.3871,-1.2596
28.5495,1248.8153,32.0236,41.2121,45.9683,108.9328,22.3925,23.7534,98.003,81.6014,7.4698,7.3864,-1.2517
28.6486,1249.4554,32.0201,41.2056,46.0078,109.6765,22.3965,23.7476,98.0475,81.6447,7.4662,7.3728,-1.2437
28.7477,1249.6495,32.0196,41.209,46.0312,109.8773,22.376,23.7342,98.0463,81.6451,7.4674,7.3699,-1.252
28.8468,1249.8539,32.0274,41.1951,46.0294,110.1275,22.3808,23.7449,98.0912,81.6669,7.4689,7.3753,-1.2431
28.9459,1249.9765,32.0178,41.2006,46.0656,110.283,22.3863,23.7418,98.0848,81.6744,7.4718,7.3769,-1.2469
29.045,1250.5151,32.0192,41.215,46.0771,110.9483,22.3994,23.7351,98.1214,81.7256,7.4694,7.3833,-1.2304
29.1441,1251.7026,32.0187,41.2075,46.1715,112.4335,22.3883,23.7338,98.182,81.8081,7.4731,7.373,-1.2458
29.2432,1251.9281,32.026,41.1967,46.2165,112.7411,22.3885,23.7555,98.1726,81.8216,7.4543,7.3798,-1.2327
29.3423,1252.1554,32.0135,41.2227,46.2053,113.0091,22.4026,23.7379,98.2024,81.8361,7.4755,7.3721,-1.2672
29.4414,1252.5757,32.0155,41.2042,46.2392,113.57,22.3972,23.7401,98.228,81.8553,7.4756,7.3643,-1.2614
29.5405,1253.6014,32.0263,41.2263,46.3511,114.973,22.3979,23.7457,98.2963,81.9531,7.4728,7.3875,-1.2435
29.6396,1253.9159,32.0242,41.2146,46.3899,115.4102,22.3979,23.7291,98.3097,81.9819,7.4762,7.3892,-1.268
29.7387,1254.1367,32.0122,41.22,46.3992,115.7137,22.3768,23.7426,98.3337,81.9985,7.4633,7.3777,-1.259
29.8378,1254.2291,32.0229,41.2363,46.4128,115.8735,22.3804,23.744,98.3278,81.9892,7.4512,7.3656,-1.2451
29.9369,1254.2226,32.0298,41.2326,46.421,115.8843,22.3946,23.7378,98.3313,82.007,7.4568,7.3957,-1.2557
30.036,1254.2304,32.0183,41.2351,46.4159,115.9105,22.3985,23.7495,98.3272,81.9812,7.473,7.3597,-1.2343
30.1351,1254.3768,32.0051,41.2285,46.4135,116.0523,22.384,23.7366,98.3231,81.9987,7.4525,7.3817,-1.2457
30.2342,1254.6164,32.025,41.223,46.4279,116.3797,22.3726,23.7325,98.3282,82.0182,7.4566,7.3948,-1.2636
30.3333,1255.3305,32.0316,41.2117,46.4947,117.458,22.3966,23.7454,98.381,82.0756,7.4762,7.3723,-1.2363
30.4324,1256.6795,32.0276,41.2017,46.6205,119.4723,22.4056,23.7482,98.4508,82.1626,7.4608,7.38,-1.2519
30.5315,1257.2587,32.0493,41.222,46.6623,120.3248,22.4017,23.7376,98.4701,82.2168,7.4671,7.375,-1.259
30.6306,1257.3822,32.029,41.2206,46.6637,120.4711,22.386,23.7415,98.5108,82.2253,7.4551,7.3739,-1.24
30.7297,1257.5587,32.0228,41.2021,46.6739,120.7606,22.4106,23.7605,98.5026,82.2525,7.4526,7.3872,-1.2526
30.8288,1257.5664,32.0273,41.2292,46.685,120.7647,22.4041,23.7401,98.5044,82.235,7.4807,7.3874,-1.2578
30.9279,1257.6083,32.0142,41.2296,46.6926,120.8316,22.3916,23.7456,98.4808,82.2431,7.4735,7.3839,-1.2428
31.027,1257.8134,32.039,41.2269,46.7177,121.1736,22.3718,23.7528,98.5204,82.2454,7.4707,7.3798,-1.2685
31.1261,1258.4818,32.0251,41.2401,46.7679,122.2532,22.4043,23.7583,98.5522,82.3004,7.468,7.3965,-1.2369
31.2252,1258.733,32.032,41.2201,46.7799,122.6587,22.3815,23.7248,98.5737,82.3167,7.4448,7.3931,-1.2603
31.3243,1258.8317,32.0277,41.1959,46.7771,122.785,22.3853,23.7282,98.547,82.3246,7.4589,7.3785,-1.2622
31.4234,1259.1043,32.0242,41.2079,46.8169,123.2625,22.397,23.7298,98.5882,82.3497,7.4678,7.3658,-1.2388
31.5225,1259.5155,32.0394,41.2212,46.8594,123.9379,22.3884,23.7296,98.606,82.3828,7.4827,7.3779,-1.2561
31.6216,1260.1106,32.0343,41.2151,46.929,125.0581,22.3842,23.7268,98.6276,82.4383,7.4729,7.3727,-1.2444
31.7207,1261.3637,32.0266,41.229,47.0267,127.1669,22.4005,23.7491,98.7028,82.5487,7.4541,7.367,-1.2708
31.8198,1262.2071,32.0296,41.2272,47.1198,128.6925,22.3899,23.752,98.7281,82.6155,7.4672,7.3809,-1.2544
31.9189,1262.6797,32.0302,41.2198,47.1418,129.5277,22.3883,23.7433,98.7815,82.6482,7.4598,7.3734,-1.248
32.018,1262.6636,32.035,41.2238,47.1319,129.5164,22.3827,23.7508,98.7472,82.664,7.4791,7.372,-1.2771
32.1171,1263.5111,32.022,41.2396,47.2335,131.0688,22.3834,23.7489,98.8059,82.7164,7.4785,7.3797,-1.2555
32.2162,1263.6714,32.0358,41.2354,47.2546,131.4121,22.3796,23.7498,98.8056,82.7249,7.4872,7.3841,-1.2272
32.3153,1263.8929,32.0411,41.2377,47.3019,131.8583,22.3971,23.74,98.8121,82.753,7.4669,7.3902,-1.2645
32.4144,1264.4223,32.0346,41.2483,47.3181,132.8968,22.388,23.774,98.8635,82.7856,7.4585,7.3848,-1.2557
32.5135,1265.6621,32.0297,41.2392,47.446,135.3939,22.4038,23.7404,98.9067,82.9205,7.4757,7.3905,-1.2613
32.6126,1266.1868,32.0444,41.225,47.4911,136.4152,22.4086,23.755,98.9248,82.9301,7.4608,7.3969,-1.248
32.7117,1266.3093,32.0286,41.2301,47.5109,136.6859,22.4063,23.7483,98.9381,82.9504,7.4597,7.3917,-1.2519
32.8108,1266.3703,32.0514,41.2486,47.5044,136.78,22.3899,23.7485,98.9266,82.9658,7.4691,7.3749,-1.2427
32.9099,1266.5253,32.0225,41.24,47.5438,137.1336,22.4085,23.7608,98.9285,82.9911,7.465,7.3855,-1.2501
33.009,1266.8035,32.042,41.228,47.5623,137.6638,22.4125,23.7436,98.9858,82.9975,7.4796,7.3843,-1.2506
33.1081,1267.4843,32.0369,41.2327,47.6019,139.0914,22.4128,23.7447,98.974,83.0427,7.4539,7.3882,-1.2529
33.2072,1267.6685,32.0536,41.2286,47.6401,139.4889,22.41,23.7539,98.9976,83.0423,7.4735,7.376,-1.2449
33.3063,1267.9241,32.0479,41.2472,47.6632,140.0197,22.3974,23.7362,98.999,83.077,7.4545,7.3819,-1.2738
33.4054,1268.316,32.0468,41.2301,47.6833,140.9155,22.4108,23.744,99.0265,83.0957,7.4767,7.386,-1.2421
33.5045,1269.4619,32.0411,41.2514,47.7746,143.4157,22.4084,23.7521,99.0647,83.1593,7.4648,7.3829,-1.2402
33.6036,1269.8163,32.0275,41.251,47.8302,144.2562,22.3915,23.7339,99.0752,83.1993,7.4732,7.3758,-1.2652
33.7027,1269.9218,32.0403,41.2502,47.8361,144.4916,22.3906,23.7395,99.0872,83.2097,7.4567,7.3876,-1.258
33.8018,1269.9634,32.0566,41.2542,47.8364,144.5595,22.392,23.7616,99.0904,83.1906,7.4679,7.3939,-1.2475
33.9009,1270.0323,32.0394,41.2631,47.852,144.7379,22.4141,23.7557,99.0893,83.2126,7.4904,7.3812,-1.2527
34.0,1270.2107,32.028,41.2478,47.8552,145.1634,22.3947,23.7449,99.0978,83.2203,7.4617,7.3935,-1.2447
34.0991,1270.8571,32.0413,41.2577,47.9123,146.6761,22.3943,23.7486,99.0937,83.2648,7.4557,7.3842,-1.2579
34.1982,1271.1399,32.0262,41.2441,47.9365,147.3495,22.4141,23.7501,99.1272,83.3133,7.4718,7.3712,-1.2626
34.2973,1271.2716,32.0405,41.2472,47.9524,147.6653,22.3987,23.7499,99.1392,83.2879,7.4749,7.382,-1.2561
34.3964,1271.5756,32.0483,41.2484,47.9867,148.3991,22.411,23.7428,99.1528,83.3398,7.4657,7.3684,-1.2493
34.4955,1272.5608,32.0341,41.2385,48.0853,150.8183,22.3949,23.7415,99.1865,83.4386,7.4752,7.3829,-1.2444
34.5946,1272.9974,32.043,41.254,48.1455,151.8627,22.3978,23.7592,99.1906,83.4635,7.4451,7.3858,-1.2496
34.6937,1273.0927,32.0632,41.2495,48.1506,152.1535,22.3877,23.7512,99.2032,83.4815,7.4782,7.372,-1.2605
34.7928,1273.1067,32.0397,41.2436,48.133,152.1221,22.4089,23.7401,99.2054,83.5132,7.4821,7.3762,-1.2325
34.8919,1273.3002,32.0385,41.2589,48.171,152.6524,22.3979,23.7504,99.2307,83.4959,7.4551,7.3953,-1.2454
34.991,1273.4305,32.0339,41.2438,48.1724,152.9405,22.3869,23.7491,99.2245,83.5031,7.4727,7.3675,-1.2318
35.0901,1273.6815,32.0357,41.2352,48.1984,153.5824,22.4127,23.7585,99.2088,83.5334,7.4659,7.3677,-1.261
35.1892,1274.2161,32.0392,41.2461,48.2664,155.0632,22.4024,23.7375,99.2475,83.5573,7.4758,7.3788,-1.2551
35.2883,1275.5333,32.0489,41.2554,48.3649,158.5563,22.4106,23.7606,99.2814,83.6431,7.4781,7.3764,-1.2505
35.3874,1276.0688,32.057,41.2589,48.4315,159.936,22.3981,23.7424,99.3166,83.6817,7.47,7.3743,-1.2658
35.4865,1276.2496,32.0433,41.2624,48.4434,160.4472,22.4216,23.7546,99.3222,83.6857,7.4824,7.3609,-1.2606
35.5856,1276.4063,32.0395,41.2692,48.4467,160.8493,22.4142,23.7482,99.3124,83.7066,7.4529,7.3743,-1.2489
35.6847,1276.4036,32.0603,41.2609,48.4414,160.8497,22.3819,23.7414,99.3115,83.6974,7.4712,7.3801,-1.2462
35.7838,1276.4056,32.0399,41.2596,48.4369,160.884,22.4076,23.7542,99.3289,83.6973,7.4735,7.393,-1.2492
35.8829,1276.5803,32.0557,41.2451,48.4671,161.3695,22.4074,23.7451,99.3282,83.7089,7.4689,7.3779,-1.2477
35.982,1276.8541,32.0427,41.2526,48.4769,162.1485,22.3977,23.7605,99.3438,83.7327,7.4643,7.3834,-1.2538
36.0811,1277.8017,32.0353,41.263,48.589,164.8442,22.4107,23.7385,99.3495,83.8257,7.4537,7.3721,-1.2503
36.1802,1278.2145,32.037,41.2588,48.6327,166.0781,22.3973,23.7301,99.3602,83.8504,7.4709,7.3775,-1.2531
36.2793,1278.5368,32.0594,41.2574,48.6526,166.8209,22.4195,23.7602,99.3895,83.8663,7.4624,7.3823,-1.257
36.3784,1278.7947,32.0403,41.2706,48.6949,167.6418,22.4149,23.7627,99.3946,83.9004,7.4615,7.4032,-1.2509
36.4775,1279.5755,32.0528,41.2718,48.7722,170.0315,22.3893,23.7529,99.4216,83.9853,7.4818,7.3644,-1.2566
36.5766,1279.6521,32.0494,41.2672,48.7725,170.2812,22.3923,23.7652,99.422,83.9654,7.4677,7.367,-1.2688
36.6757,1279.9435,32.0633,41.2764,48.8299,171.0936,22.3834,23.752,99.4538,84.0087,7.4635,7.3897,-1.2493
36.7748,1279.9525,32.0624,41.2671,48.8249,171.178,22.3973,23.7509,99.4456,84.0189,7.4766,7.3827,-1.2582
36.8739,1280.0816,32.0737,41.2958,48.8549,171.5212,22.404,23.7587,99.4491,84.014,7.4769,7.381,-1.2614
36.973,1280.4033,32.0463,41.2734,48.8866,172.4637,22.401,23.7576,99.4394,84.0422,7.4687,7.3719,-1.2544
37.0721,1280.5143,32.0522,41.2661,48.9066,172.7762,22.3924,23.7595,99.4538,84.0611,7.4772,7.3854,-1.2484
37.1712,1280.9924,32.0307,41.2714,48.946,174.2163,22.4183,23.7471,99.4597,84.0849,7.4564,7.3769,-1.2523
37.2703,1281.2662,32.0542,41.2673,48.9752,175.0496,22.3905,23.7576,99.4639,84.1241,7.4639,7.385,-1.2752
37.3694,1281.3024,32.0486,41.2647,48.9906,175.1387,22.3937,23.7661,99.4615,84.1322,7.4655,7.3914,-1.2554
37.4685,1281.959,32.0247,41.2781,49.0713,177.2113,22.4042,23.7579,99.4905,84.181,7.4712,7.4009,-1.255
37.5676,1282.0336,32.0564,41.2742,49.0632,177.4795,22.3938,23.7578,99.4762,84.1787,7.4622,7.3971,-1.2442
37.6667,1282.1914,32.0581,41.2855,49.0834,177.9551,22.4056,23.7552,99.5075,84.1823,7.4848,7.3614,-1.2625
37.7658,1282.2798,32.0372,41.2702,49.0829,178.2056,22.3965,23.735,99.5202,84.2039,7.4849,7.3833,-1.2591
37.8649,1282.4215,32.0448,41.2682,49.088,178.6947,22.3924,23.7356,99.4809,84.2082,7.4467,7.3656,-1.2683
37.964,1282.5184,32.0512,41.2596,49.0942,178.9125,22.3997,23.7436,99.5019,84.2232,7.4672,7.383,-1.2738
38.0631,1282.8547,32.0565,41.2743,49.1225,180.0936,22.4025,23.7579,99.5126,84.2459,7.4757,7.3848,-1.2552
38.1622,1283.0399,32.0411,41.2671,49.17,180.6681,22.4025,23.7694,99.5173,84.2615,7.48,7.3801,-1.2452
38.2613,1283.0636,32.0613,41.272,49.1496,180.7126,22.4012,23.7717,99.5138,84.2688,7.4818,7.3833,-1.2612
38.3604,1283.082,32.052,41.2676,49.1722,180.8129,22.4117,23.7536,99.5189,84.2728,7.4717,7.3834,-1.2524
38.4595,1283.1957,32.0453,41.2666,49.1694,181.1507,22.3886,23.763,99.5107,84.2588,7.4763,7.3714,-1.237
38.5586,1283.5132,32.0344,41.2701,49.1807,182.1627,22.3981,23.749,99.5143,84.2867,7.4674,7.3843,-1.2701
38.6577,1284.294,32.0435,41.2899,49.2549,184.7129,22.372,23.742,99.5406,84.3523,7.472,7.3715,-1.2418
38.7568,1284.6603,32.056,41.2893,49.2865,185.9433,22.4068,23.7534,99.5425,84.3859,7.4605,7.3583,-1.28
38.8559,1284.7649,32.0542,41.2593,49.3005,186.296,22.422,23.7445,99.5502,84.3651,7.4678,7.3908,-1.2638
38.955,1284.8678,32.0493,41.2798,49.314,186.6151,22.3993,23.75,99.5565,84.3801,7.4654,7.3876,-1.2662
39.0541,1285.2409,32.0566,41.269,49.3264,187.8159,22.398,23.7426,99.5481,84.4054,7.4486,7.3862,-1.2605
39.1532,1285.235,32.0486,41.27,49.3403,187.9497,22.3921,23.7441,99.5537,84.4279,7.4803,7.385,-1.2734
39.2523,1285.4146,32.0373,41.2754,49.3554,188.4626,22.4002,23.744,99.5561,84.4152,7.48,7.3852,-1.2789
39.3514,1285.6856,32.0461,41.2855,49.3909,189.4218,22.4106,23.7417,99.5646,84.4474,7.4795,7.3806,-1.2648
39.4505,1286.1781,32.0456,41.2872,49.4443,191.0597,22.4135,23.7702,99.6061,84.4676,7.4731,7.373,-1.2606
39.5495,1286.4953,32.0432,41.2715,49.4712,192.1658,22.3978,23.7504,99.5881,84.4999,7.4659,7.3949,-1.2553
39.6486,1286.5998,32.0472,41.2793,49.4883,192.5967,22.4036,23.7553,99.5862,84.5158,7.4724,7.3817,-1.2537
39.7477,1286.6236,32.0488,41.2715,49.4917,192.6121,22.4184,23.7432,99.5827,84.5006,7.4646,7.375,-1.2616
39.8468,1286.6302,32.041,41.2765,49.5147,192.6468,22.3914,23.7491,99.5758,84.5142,7.4788,7.3936,-1.2487
39.9459,1286.7115,32.0346,41.2959,49.5298,192.8678,22.4022,23.7648,99.5857,84.5217,7.4592,7.3848,-1.2602
40.045,1286.8593,32.0435,41.2737,49.5454,193.4695,22.3948,23.7614,99.6139,84.5313,7.4684,7.3732,-1.2523
40.1441,1286.9326,32.0514,41.2902,49.5558,193.6563,22.4226,23.7442,99.615,84.5418,7.4739,7.3906,-1.2622
40.2432,1286.9519,32.036,41.2707,49.5448,193.7299,22.3978,23.7425,99.6116,84.5427,7.4747,7.3906,-1.2458
40.3423,1286.9544,32.0551,41.2667,49.5284,193.7727,22.3927,23.7474,99.6007,84.524,7.4693,7.4019,-1.2545
40.4414,1287.0459,32.0427,41.2847,49.5595,194.0797,22.3951,23.7516,99.5942,84.5604,7.4973,7.3777,-1.2494
40.5405,1287.1586,32.0484,41.2982,49.5454,194.4916,22.3905,23.7451,99.6182,84.5566,7.464,7.3779,-1.2541
40.6396,1287.5872,32.0521,41.3003,49.6028,196.0212,22.4116,23.7703,99.5953,84.5758,7.4717,7.3719,-1.2609
40.7387,1287.7683,32.027,41.2692,49.623,196.6898,22.3968,23.7718,99.6274,84.6074,7.4843,7.3774,-1.259
40.8378,1287.8595,32.0436,41.2864,49.6539,196.9175,22.4231,23.7564,99.6033,84.6356,7.4736,7.3845,-1.2735
40.9369,1288.0577,32.0518,41.2761,49.6599,197.616,22.4106,23.7697,99.6236,84.633,7.4714,7.3685,-1.2583
41.036,1288.469,32.0454,41.2861,49.7054,199.1194,22.4,23.7445,99.6173,84.6517,7.4643,7.3951,-1.2631
41.1351,1288.62,32.0501,41.2652,49.7196,199.6494,22.4013,23.7579,99.6231,84.6823,7.4901,7.3875,-1.2475
41.2342,1288.7618,32.0573,41.2931,49.7205,200.1802,22.4085,23.7545,99.6329,84.6909,7.4705,7.375,-1.2537
41.3333,1288.8987,32.0391,41.2755,49.7575,200.686,22.4054,23.7609,99.6367,84.6897,7.4718,7.3777,-1.2677
41.4324,1289.0317,32.0304,41.2716,49.7729,201.1846,22.4122,23.7493,99.6269,84.7084,7.4713,7.3866,-1.2544
41.5315,1289.5081,32.0544,41.2846,49.8187,202.8335,22.4038,23.7755,99.6425,84.7502,7.4847,7.3833,-1.259
41.6306,1289.813,32.0463,41.2811,49.8542,203.9462,22.3979,23.7429,99.6412,84.7722,7.4658,7.3794,-1.255
41.7297,1289.8709,32.0682,41.2881,49.8524,204.1283,22.3881,23.7544,99.6691,84.7869,7.4735,7.3735,-1.2445
41.8288,1289.8932,32.056,41.2821,49.8343,204.2518,22.396,23.7563,99.6523,84.7813,7.4627,7.3796,-1.2534
41.9279,1289.9785,32.0258,41.2834,49.859,204.5771,22.3934,23.7485,99.6599,84.799,7.4771,7.3759,-1.2625
42.027,1290.2865,32.0591,41.3131,49.9058,205.761,22.3833,23.7589,99.6554,84.81,7.4884,7.3768,-1.2484
42.1261,1290.3923,32.0598,41.2664,49.9332,206.1442,22.394,23.7466,99.659,84.8112,7.4512,7.3865,-1.2613
42.2252,1290.443,32.039,41.2911,49.9375,206.3025,22.4037,23.7463,99.69,84.8195,7.4589,7.3786,-1.2623
42.3243,1290.5843,32.0443,41.2961,49.9123,206.7841,22.3955,23.7496,99.6698,84.8252,7.4769,7.3809,-1.2686
42.4234,1290.7426,32.0457,41.2827,49.9551,207.3504,22.3978,23.7464,99.6707,84.8352,7.4608,7.3774,-1.2815
42.5225,1291.2175,32.0556,41.2981,49.9735,209.0848,22.3941,23.7623,99.6626,84.8663,7.4714,7.3827,-1.2607
